,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Feb '25 Feb 6, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,932,878,894,1213,1119,1155,1381,1517,1523,1578,1658
1,Market Cap Growth,-27.68%,-27.68%,-20.10%,5.02%,-18.92%,-23.86%,-9.35%,-3.85%,-8.17%,-18.43%,-31.66%
2,Enterprise Value,1637,1509,1470,1964,1856,1824,2482,2736,2821,2964,3106
3,Last Close Price,6.80,6.40,6.50,8.78,8.10,8.36,9.99,10.98,11.02,11.42,12.00
4,PE Ratio,-,-,6.18,15.42,-,-,-4.01,-,-3.17,-,9.82
5,PS Ratio,0.61,0.57,0.57,0.85,0.87,1.15,2.16,2.96,3.21,3.76,3.61
6,PB Ratio,2.41,1.33,1.37,1.80,2.23,1.75,0.99,1.32,0.94,1.15,0.82
7,P/FCF Ratio,14.22,13.76,11.31,6.29,7.76,24.86,9.32,8.55,17.22,18.73,28.40
8,P/OCF Ratio,10.45,10.67,10.02,5.91,6.92,20.13,8.45,7.95,15.36,16.34,23.54
9,EV/Sales Ratio,1.07,0.98,0.93,1.38,1.44,1.82,3.89,5.34,5.95,7.05,6.76
10,EV/EBITDA Ratio,3.41,4.42,4.83,10.94,17.20,17.06,14.85,9.25,9.71,15.06,12.97
11,EV/EBIT Ratio,3.92,5.40,6.14,17.20,44.72,36.59,20.54,11.01,11.59,19.55,16.02
12,EV/FCF Ratio,24.98,23.66,18.58,10.17,12.87,39.25,16.76,15.42,31.89,35.17,53.20
13,Debt / Equity Ratio,1.77,1.77,1.74,1.52,2.49,1.83,0.87,1.73,1.24,1.52,1.05
14,Debt / FCF Ratio,17.74,18.23,14.34,5.32,8.65,26.02,8.18,11.25,22.71,24.80,36.61
15,Return on Capital Employed (ROCE),44.91%,30.10%,12.25%,6.14%,5.65%,2.36%,3.79%,7.48%,6.28%,4.76%,4.37%
16,Earnings Yield,-1.56%,-7.99%,9.82%,7.35%,-48.57%,-38.21%,-24.96%,-16.65%,-31.53%,-32.43%,10.18%
17,FCF Yield,7.03%,7.27%,8.84%,15.91%,12.88%,4.02%,10.73%,11.70%,5.81%,5.34%,3.52%
18,Buyback Yield / Dilution,19.71%,32.42%,-45.76%,-46.81%,-,-,-,-,31.89%,31.86%,-46.99%
19,Total Shareholder Return,19.71%,32.42%,-45.76%,-46.81%,-,-,-,-,31.89%,31.86%,-46.99%
