,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,545.05,523.03,592.94,497.06,409.7,440.43,769.7,860.73,922.49,836.62
1,Short-Term Investments,50.71,50.71,0.72,0.7,-,0.64,4.85,-,5.26,134.37
2,Trading Asset Securities,82.58,94.16,70.87,129.85,249.8,338.91,187.29,90.74,95.1,36.23
3,Cash & Short-Term Investments,678.34,667.89,664.53,627.61,659.51,779.97,961.84,951.46,1023,1007
4,Cash Growth,2.08%,6.42%,0.76%,-19.53%,-31.43%,-18.02%,-5.96%,-5.54%,-3.91%,126.81%
5,Accounts Receivable,111.4,133.65,54.21,71.54,215.23,257.25,292.63,304.3,282,247.38
6,Other Receivables,111.8,93.71,92.85,73.12,101.59,80.35,12.08,3.59,26.57,17.31
7,Receivables,223.19,227.36,147.06,144.66,316.83,337.6,304.71,307.89,308.58,264.68
8,Inventory,55.13,51.43,45.77,57.07,46.66,48.03,6.53,6.56,6.54,5.02
9,Prepaid Expenses,-,-,-,13.09,-,-,-,-,-,-
10,Restricted Cash,2.85,2.83,4.49,-,-,-,-,-,-,-
11,Other Current Assets,-,-,-,0.58,17.34,9.98,-,-,1.17,0.6
12,Total Current Assets,959.52,949.5,861.85,843.01,1040,1176,1273,1266,1339,1278
13,"Property, Plant & Equipment",217.81,226.44,240.93,263.81,279.31,299.17,191.74,184,183.5,188.19
14,Goodwill,-,745.87,745.87,745.87,745.87,1109,1019,1151,1151,1618
15,Other Intangible Assets,1145,406.38,409.16,416.37,423.21,528.62,633.82,1058,1072,1288
16,Long-Term Deferred Tax Assets,10.41,8.17,9.34,9.31,9.06,9.28,3.94,3.84,2.05,1.41
17,Other Long-Term Assets,-,0.81,0.82,0.47,3.3,2.37,2.09,1.9,2.9,2.01
18,Total Assets,2494,2498,2445,2436,2501,3124,3203,3744,3830,4455
19,Accounts Payable,135.09,150.54,131.96,140,100.76,130.17,31.85,25.22,23.38,22.07
20,Accrued Expenses,374.54,447.21,133.73,163.22,106.59,150.84,91.29,80.01,93.38,91.33
21,Short-Term Debt,82.1,20,-,10.43,59,40,40,40,40,40
22,Current Portion of Long-Term Debt,989.67,62.1,46.6,1085,30.96,31.02,15.98,57.31,508.84,74.74
23,Current Portion of Leases,2.66,1.78,1.56,1.53,1.89,1.51,2.82,0.27,1.69,2.41
24,Current Income Taxes Payable,43.32,36.66,13.99,17.85,12.12,27.03,21.04,20.28,20.55,28.71
25,Current Unearned Revenue,-,4.57,1.79,2.15,1.28,1.49,0.1,0.87,0.11,0.54
26,Other Current Liabilities,1.55,1.54,394.16,365.15,381.23,143.96,239.61,257.19,237.91,233.14
27,Total Current Liabilities,1629,724.41,723.78,1786,693.82,526.02,442.69,481.14,925.86,492.94
28,Long-Term Debt,-,938.15,895.26,-,933.6,906.92,1592,1593,1354,1793
29,Long-Term Leases,7.99,7.24,6.59,6.24,6.88,7.61,8.79,0.69,0.32,0.65
30,Long-Term Deferred Tax Liabilities,147.72,147.14,149.47,151.06,157.4,178.74,201.77,302.3,300.15,350.09
31,Other Long-Term Liabilities,45.63,45.31,-,-,97.16,325.8,0.49,0.2,0.18,0.36
32,Total Liabilities,1881,1907,1821,1992,1936,1988,2246,2377,2580,2637
33,Common Stock,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
34,Additional Paid-In Capital,-,435.3,435.3,435.3,435.3,435.3,435.3,435.3,435.3,435.3
35,Retained Earnings,-,-924.29,-924.28,-1050,-994.36,-566.8,-624.49,-283.38,-411.96,123.45
36,Treasury Stock,-,-8,-4.68,-,-,-,-,-,-,-
37,Comprehensive Income & Other,360.25,875.96,870.78,870.78,868.03,929.35,928.53,928.11,925.03,924.23
38,Total Common Equity,360.38,379.09,377.25,255.71,309.09,797.97,739.47,1080,948.51,1483
39,Minority Interest,252.1,212.11,246.77,187.72,256.04,337.85,217.76,287.08,300.85,334.73
40,Shareholders' Equity,612.47,591.2,624.02,443.43,565.14,1136,957.23,1367,1249,1818
41,Total Liabilities & Equity,2494,2498,2445,2436,2501,3124,3203,3744,3830,4455
42,Total Debt,1082,1029,950.01,1104,1032,987.06,1660,1691,1905,1911
43,Net Cash (Debt),-404.08,-361.38,-285.48,-476,-372.82,-207.08,-698.13,-739.44,-881.94,-903.67
44,Net Cash Per Share,-2.95,-1.79,-1.41,-3.44,-2.70,-1.50,-5.05,-5.35,-6.38,-4.45
45,Filing Date Shares Outstanding,137.12,137.12,137.6,138.19,138.19,138.19,138.19,138.19,138.19,138.19
46,Total Common Shares Outstanding,137.12,137.12,137.6,138.19,138.19,138.19,138.19,138.19,138.19,138.19
