,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,400,408,470,387,334,345,376,494,635,1019,862,Upgrade
1,Market Cap Growth,5.26%,5.26%,40.85%,12.27%,-11.25%,-30.16%,-40.74%,-51.54%,-26.36%,-30.85%,-8.33%,Upgrade
2,Enterprise Value,5800,5536,5615,5342,5304,4749,4799,5030,5190,5588,5448,Upgrade
3,Last Close Price,0.26,0.26,0.30,0.25,0.21,0.22,0.24,0.32,0.41,0.65,0.55,Upgrade
4,PE Ratio,-,-,3.70,1.36,0.98,1.09,0.78,0.65,2.03,-,-,Upgrade
5,PS Ratio,2.24,2.28,1.23,0.71,0.51,0.59,0.59,0.55,0.92,5.42,5.52,Upgrade
6,PB Ratio,0.10,0.10,0.12,0.10,0.09,0.09,0.11,0.15,0.21,0.39,0.31,Upgrade
7,P/FCF Ratio,-,-,6.29,4.88,4.31,5.55,7.10,9.63,14.08,17.15,11.44,Upgrade
8,P/OCF Ratio,-,-,6.29,4.88,4.31,5.55,7.10,9.63,14.08,17.15,11.44,Upgrade
9,EV/Sales Ratio,32.46,30.99,14.72,9.74,8.11,8.09,7.59,5.62,7.52,29.73,-,Upgrade
10,EV/EBITDA Ratio,42.85,40.90,16.70,10.64,8.81,8.95,8.38,6.07,8.36,46.54,-,Upgrade
11,EV/EBIT Ratio,45.17,43.11,17.04,10.79,8.91,9.07,8.49,6.12,8.46,49.61,-,Upgrade
12,EV/FCF Ratio,-,-,75.12,67.31,68.49,76.39,90.52,98.11,115.10,94.05,72.27,Upgrade
13,Debt / Equity Ratio,1.43,1.43,1.33,1.34,1.33,1.39,1.34,1.40,1.56,1.81,1.74,Upgrade
14,Debt / FCF Ratio,-,-,71.18,67.74,66.86,83.34,89.61,92.69,105.69,80.24,63.24,Upgrade
15,Earnings Yield,-21.05%,-20.64%,26.99%,73.56%,102.40%,92.08%,129.02%,153.83%,49.21%,-31.36%,-25.51%,Upgrade
16,FCF Yield,-,15.89%,20.50%,23.19%,18.02%,14.09%,10.38%,7.10%,5.83%,8.74%,Upgrade,
