,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1539,1763,2087,2288,1940,2257,1506,1270,989.44,1382
1,Revenue Growth (YoY),-26.25%,-22.95%,7.59%,1.36%,28.85%,77.72%,52.17%,-8.10%,-31.48%,-20.20%
2,Cost of Revenue,1415,1518,1804,1886,1730,1985,1352,1214,879.34,1114
3,Gross Profit,124.46,245.05,283.13,401.93,210.41,272.3,154.1,56.26,110.1,267.52
4,"Selling, General & Admin",187.49,152.32,179.6,234.18,124.19,136.15,84.01,80.06,88.16,96.63
5,Other Operating Expenses,-21.17,-32.19,-2.94,-16,-6.06,-10.54,-9.18,-10.65,-6.31,-129.56
6,Operating Expenses,166.31,120.13,176.67,218.18,118.13,125.61,74.83,69.4,81.86,-32.92
7,Operating Income,-41.85,124.92,106.47,183.75,92.28,146.7,79.27,-13.15,28.24,300.45
8,Interest Expense,-40.02,-40.35,-40.24,-42.08,-48.77,-50.76,-47.72,-43.08,-47.01,-31.79
9,Interest & Investment Income,1.56,1.98,2.21,1.71,1.65,0.96,1.14,1.18,3.96,0.85
10,Currency Exchange Gain (Loss),4.64,6.4,-0.67,7.54,0.08,0,-0.28,-3.26,0.02,1.31
11,Other Non Operating Income (Expenses),-1.52,-5.47,-2.94,-10.87,-7.11,-17.22,-3.14,-5.76,-1.19,-3.23
12,EBT Excluding Unusual Items,-77.19,87.48,64.83,140.05,38.13,79.68,29.27,-64.07,-15.99,267.58
13,Gain (Loss) on Sale of Assets,-0.05,-0.16,0.22,0.02,0.16,-0.07,-0.23,-2.12,-,-1.68
14,Other Unusual Items,-,-,-,-,-1.41,-,-8.89,-24.46,-37.5,-
15,Pretax Income,-77.24,87.32,65.05,140.06,36.88,79.61,20.15,-90.64,-53.49,265.91
16,Income Tax Expense,-7.56,9.6,8.25,19.6,5.76,14.11,2.71,-7.44,-18.79,45.53
17,Earnings From Continuing Operations,-69.68,77.72,56.8,120.46,31.13,65.5,17.44,-83.21,-34.7,220.38
18,Minority Interest in Earnings,-,-,-,-,-,-,-,-,1.49,-2.41
19,Net Income,-69.68,77.72,56.8,120.46,31.13,65.5,17.44,-83.21,-33.21,217.97
20,Net Income to Common,-69.68,77.72,56.8,120.46,31.13,65.5,17.44,-83.21,-33.21,217.97
21,Net Income Growth,-,-35.48%,82.49%,83.90%,78.51%,-,-,-,-,56.50%
22,Shares Outstanding (Basic),1468,1469,1472,1489,1500,1501,1500,1500,1500,1289
23,Shares Outstanding (Diluted),1468,1478,1480,1501,1505,1501,1505,1500,1500,1292
24,Shares Change (YoY),-0.76%,-1.56%,-1.72%,0.03%,0.06%,0.04%,0.30%,16.07%,25.00%,-
25,EPS (Basic),-0.05,0.05,0.04,0.08,0.02,0.04,0.01,-0.06,-0.02,0.17
26,EPS (Diluted),-0.05,0.05,0.04,0.08,0.02,0.04,0.01,-0.06,-0.02,0.17
27,EPS Growth,-,-37.56%,92.93%,83.47%,100.00%,-,-,-,-,-
28,Free Cash Flow,-205.35,140.17,168.07,554.66,126.53,-101.99,-268.98,-76.33,346.51,-199.26
29,Free Cash Flow Per Share,-0.14,0.09,0.11,0.37,0.08,-0.07,-0.18,-0.05,0.23,-0.15
30,Operating Margin,-2.72%,7.09%,5.10%,8.03%,4.76%,6.50%,5.26%,-1.04%,2.85%,21.74%
31,Profit Margin,-4.53%,4.41%,2.72%,5.27%,1.60%,2.90%,1.16%,-6.55%,-3.36%,15.77%
32,Free Cash Flow Margin,-13.34%,7.95%,8.05%,24.25%,6.52%,-4.52%,-17.86%,-6.01%,35.02%,-14.42%
33,EBITDA,22.78,187.55,169.39,244.8,153.01,206.24,137.25,45.01,83.31,341.64
34,D&A For EBITDA,64.63,62.63,62.92,61.05,60.72,59.54,57.98,58.16,55.07,41.2
35,EBIT,-41.85,124.92,106.47,183.75,92.28,146.7,79.27,-13.15,28.24,300.45
