,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,9344324,9861550,9950553,10181961,9272608,8544393,9159330,7492526,6699581,7120327,6343564,6537755,8317837,7799995,7476344,6796676,5518254,4531117,3785370,2983266,2209305,Upgrade
1,Market Cap Growth,15.42%,15.42%,8.64%,35.89%,38.41%,20.00%,44.39%,14.60%,-19.46%,-8.71%,-15.15%,-3.81%,50.73%,72.14%,97.51%,127.83%,149.77%,-4.17%,-22.48%,-34.97%,-53.82%,Upgrade
2,Enterprise Value,14553890,13037345,12710211,13521596,13173256,10849240,10720628,8704660,8085229,9342381,8509514,8664428,10421488,9546840,9302423,7943648,6170526,5359542,5073009,4812477,4260308,Upgrade
3,Last Close Price,25600.00,27700.00,27950.00,28292.47,25765.40,23741.94,25450.64,20579.86,18401.86,19557.53,17423.98,17957.37,22846.75,21424.39,19777.65,17979.68,14597.79,11986.45,9744.71,7679.84,5687.43,Upgrade
4,PE Ratio,9.78,9.01,9.42,10.83,9.65,9.33,9.92,7.93,8.07,8.82,8.12,10.81,12.37,12.53,9.88,8.82,8.05,7.07,7.41,5.51,3.95,Upgrade
5,Forward PE,7.41,7.97,8.52,8.96,8.90,8.44,10.02,9.15,8.15,8.49,7.92,8.15,10.12,11.01,11.03,12.19,10.22,10.02,8.84,7.35,4.73,Upgrade
6,PS Ratio,0.78,0.83,0.88,0.93,0.92,0.89,1.00,0.84,0.74,0.79,0.72,0.80,1.07,1.05,1.01,0.89,0.73,0.61,0.53,0.42,0.30,Upgrade
7,PB Ratio,1.21,0.95,0.98,1.09,0.99,0.95,1.06,0.89,0.81,0.89,0.83,0.89,1.16,1.12,1.13,1.08,0.86,0.72,0.63,0.50,0.38,Upgrade
8,P/TBV Ratio,1.28,1.28,1.32,1.45,1.32,1.25,1.28,1.18,1.08,1.19,1.11,1.19,1.55,1.50,1.50,1.44,1.10,0.92,0.81,0.65,0.49,Upgrade
9,P/FCF Ratio,-,-,-50.03,-,-4.07,-,-,-,-,13.93,-,-,-,-,43.14,-,-,3.33,3.73,5.50,-4.62,Upgrade
10,P/OCF Ratio,4.27,4.27,4.84,4.29,4.12,5.03,3.64,4.13,3.36,3.28,4.06,4.18,8.75,9.41,9.46,6.16,3.91,2.95,2.76,2.11,2.26,Upgrade
11,PEG Ratio,0.35,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.52,0.87,0.87,0.91,0.88,1.33,1.04,0.84,0.64,0.63,0.61,Upgrade
12,EV/Sales Ratio,1.24,1.10,1.12,1.24,1.31,1.14,1.17,0.98,0.89,1.03,0.97,1.07,1.34,1.28,1.25,1.05,0.82,0.73,0.71,0.68,0.57,Upgrade
13,EV/EBITDA Ratio,3.88,3.49,3.53,3.97,4.24,3.92,4.02,3.41,3.31,3.84,3.67,4.06,5.22,5.08,4.95,4.24,3.52,3.08,3.07,2.98,2.54,Upgrade
14,EV/EBIT Ratio,7.44,6.72,6.68,7.47,8.08,7.67,7.46,6.56,6.59,7.57,7.54,8.48,10.57,10.05,9.09,7.75,6.93,6.19,6.45,6.13,4.83,Upgrade
15,EV/FCF Ratio,-10.41,-,-63.90,-,-5.78,-,-,-,-,18.28,-,-,-,-,53.67,-,-,3.94,5.00,8.87,-8.91,Upgrade
16,Debt / Equity Ratio,0.66,0.66,0.57,0.57,0.61,0.66,0.62,0.49,0.43,0.46,0.52,0.53,0.49,0.47,0.51,0.53,0.44,0.41,0.49,0.51,0.57,Upgrade
17,Debt / EBITDA Ratio,1.84,1.89,1.53,1.28,1.66,1.92,1.82,1.41,1.70,1.39,1.60,1.55,1.70,1.46,1.94,1.72,1.76,1.18,1.69,2.05,2.13,Upgrade
18,Debt / FCF Ratio,-,-,-28.77,-,-2.50,-,-,-,-,7.22,-,-,-,-,19.61,-,-,1.91,2.89,5.57,-6.91,Upgrade
19,Asset Turnover,0.69,0.64,0.68,0.58,0.66,0.64,0.58,0.57,0.68,0.67,0.68,0.64,0.68,0.53,0.63,0.61,0.76,0.66,0.65,0.56,Upgrade,
20,Inventory Turnover,33.23,36.97,34.10,35.42,33.72,42.61,41.68,36.62,40.51,44.87,44.80,44.46,47.49,51.00,38.42,42.52,45.85,62.19,51.30,44.67,38.12,Upgrade
21,Quick Ratio,1.58,1.58,1.75,1.75,1.78,1.57,2.02,1.89,2.08,1.83,1.81,1.66,1.79,1.78,1.52,1.53,1.85,1.95,1.49,1.51,1.39,Upgrade
22,Current Ratio,1.82,1.82,2.00,2.03,2.02,1.86,2.30,2.15,2.33,2.06,2.01,1.89,2.00,1.98,1.69,1.69,2.03,2.12,1.59,1.63,1.51,Upgrade
23,Return on Equity (ROE),10.58%,21.42%,16.43%,12.80%,11.91%,15.03%,19.78%,11.05%,16.58%,20.60%,13.84%,11.01%,13.63%,9.48%,19.52%,8.72%,25.36%,11.35%,13.91%,5.48%,Upgrade,
24,Return on Assets (ROA),4.81%,7.05%,8.64%,6.35%,4.86%,6.56%,7.30%,4.05%,6.25%,5.57%,6.18%,4.68%,4.91%,4.05%,6.13%,4.48%,7.24%,4.66%,3.51%,3.98%,Upgrade,
25,Return on Capital (ROIC),5.62%,8.41%,10.22%,7.43%,5.77%,7.92%,8.79%,4.89%,7.64%,6.83%,7.50%,5.68%,6.18%,5.24%,7.74%,5.53%,9.05%,5.82%,4.34%,4.84%,Upgrade,
26,Return on Capital Employed (ROCE),11.97%,11.97%,12.51%,12.78%,11.34%,10.04%,10.17%,10.95%,10.68%,11.03%,10.00%,9.36%,9.48%,9.46%,10.24%,10.61%,9.80%,9.72%,9.42%,9.28%,10.41%,Upgrade
27,Earnings Yield,10.97%,11.10%,11.19%,9.80%,10.97%,11.38%,10.63%,13.29%,13.14%,12.04%,12.90%,9.82%,8.53%,8.46%,10.58%,11.85%,13.06%,14.92%,14.57%,19.52%,27.17%,Upgrade
