,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,3680,3499,2538,4405,4605,4405,5203,5293,4164,4952,4922,4862,4268,4327,5219,4758,5442,4461,3926,4535,4625,Upgrade
1,Market Cap Growth,10.59%,-20.58%,-51.22%,-16.78%,10.59%,-11.04%,5.71%,8.86%,-2.44%,14.43%,-5.70%,2.19%,-21.58%,-3.00%,32.95%,4.92%,17.68%,-24.05%,-43.83%,-14.57%,-36.01%,Upgrade
2,Enterprise Value,9868,9499,8906,10733,10234,10366,11075,11166,10427,11408,8060,8001,8933,8080,10242,9781,10529,10185,9556,10166,9970,Upgrade
3,Last Close Price,2.03,1.93,1.40,2.43,2.54,2.43,2.87,2.92,2.80,3.33,3.31,3.27,2.87,2.91,3.51,3.20,3.66,3.00,2.64,3.05,3.11,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,144.79,136.48,-,-,-7.28,-5.84,-,-,-30.88,Upgrade
5,Forward PE,-,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,Upgrade
6,PS Ratio,0.75,0.91,0.60,0.99,0.96,0.94,1.14,1.25,1.33,1.72,1.16,1.20,0.85,0.74,1.07,0.99,1.25,1.42,1.54,1.67,1.27,Upgrade
7,PB Ratio,0.94,1.23,0.82,1.30,1.12,1.04,1.20,1.20,0.90,1.36,1.31,1.20,0.90,0.91,1.14,1.01,1.14,0.95,0.87,0.95,0.83,Upgrade
8,P/TBV Ratio,1.20,1.51,0.90,1.41,1.20,1.12,1.30,1.29,0.94,1.44,1.40,1.31,0.95,0.96,1.20,1.06,1.21,0.99,0.96,1.05,0.88,Upgrade
9,P/FCF Ratio,15.13,16.35,-197.90,35.02,-,-,12.30,31.11,-,-,-14.89,-,-,271.58,-,-32.69,-,-42.09,-,-10.98,-7.89,Upgrade
10,P/OCF Ratio,17.76,15.15,345.16,26.70,-,-,11.97,29.85,-,-11.16,-16.27,-,-,37.64,-,52.48,-,43.17,-,-18.72,-,Upgrade
11,EV/Sales Ratio,2.05,2.48,2.11,2.41,2.13,2.21,2.43,2.63,3.34,3.96,1.90,1.98,1.78,1.38,2.10,2.03,2.42,3.25,3.75,3.75,2.73,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-67.41,-,-28.80,-37.37,-,-,21.72,16.04,-,31.00,-23.11,-16.56,-,-,-55.46,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-52.58,-,-25.96,-,-,-,24.44,17.78,-,37.25,-20.57,-15.20,-,-,-42.98,Upgrade
14,EV/FCF Ratio,40.57,44.38,-694.49,85.33,-,-,26.19,65.63,-,-,-24.39,-,-,507.14,-,-67.20,-,-96.10,-,-24.61,-17.02,Upgrade
15,Debt / Equity Ratio,1.62,2.35,2.11,1.99,1.62,1.49,1.56,1.34,1.45,1.86,1.94,1.52,0.86,1.19,0.93,0.95,1.14,1.25,1.41,1.12,1.13,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,-,89.66,-,71.65,247.05,-,-,12.66,4.83,-,18.60,7.87,8.40,-,-,119.54,Upgrade
17,Debt / FCF Ratio,27.51,31.15,-506.69,53.67,-,-,15.89,34.69,-,-,-22.03,-,-,355.70,-,-30.87,-,-55.46,-,-12.90,-10.77,Upgrade
18,Asset Turnover,0.16,0.13,-,0.30,0.25,0.19,0.28,0.29,0.24,0.12,0.04,0.24,0.58,0.09,0.27,0.47,0.36,0.07,0.16,0.16,Upgrade,
19,Inventory Turnover,7.82,6.61,6.35,-,14.28,13.57,13.69,10.30,5.50,3.69,1.84,1.64,3.03,7.11,1.11,4.58,10.72,3.88,0.29,0.46,0.32,Upgrade
20,Quick Ratio,0.74,0.69,0.70,0.71,0.74,0.76,0.77,0.77,0.76,0.70,0.80,0.83,0.89,0.90,0.88,0.89,0.89,0.91,0.78,0.38,0.38,Upgrade
21,Current Ratio,0.82,0.81,0.83,0.84,0.82,0.83,0.84,0.84,0.87,0.81,0.96,0.97,1.04,1.06,1.06,1.03,1.06,1.15,1.03,1.08,1.22,Upgrade
22,Return on Equity (ROE),-30.35%,-32.33%,-,-9.92%,-9.43%,-8.63%,-29.41%,-9.12%,-10.94%,-20.14%,-73.25%,1.05%,13.33%,-12.19%,-0.21%,1.88%,21.52%,-20.64%,-65.69%,-0.12%,Upgrade,
23,Return on Assets (ROA),-1.22%,-1.00%,-,-0.86%,-0.29%,0.07%,-2.94%,0.19%,-0.14%,-0.62%,-5.00%,0.96%,4.17%,-0.52%,0.74%,2.38%,2.47%,-1.59%,-10.45%,-,Upgrade,
24,Return on Capital (ROIC),-2.46%,-1.94%,-,-1.57%,-0.52%,0.13%,-5.07%,0.31%,-0.23%,-1.04%,-9.47%,1.80%,7.27%,-0.93%,1.27%,3.81%,3.77%,-2.55%,-16.50%,-,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-,-3.86%,-,-6.78%,-,-,-,5.22%,6.68%,-,4.46%,-8.51%,-10.27%,-,-,-3.02%,Upgrade
26,Earnings Yield,-16.35%,-19.57%,-21.91%,-8.72%,-13.06%,-13.43%,-11.38%,-13.05%,-27.78%,-21.21%,-16.19%,-15.46%,0.69%,0.73%,2.43%,0.93%,-13.74%,-17.12%,-26.52%,-21.64%,-3.24%,Upgrade
27,FCF Yield,6.61%,6.12%,-0.51%,2.86%,5.28%,7.32%,8.13%,3.21%,-4.92%,-9.63%,-6.71%,-9.35%,-1.09%,0.37%,7.54%,-3.06%,-6.68%,-2.38%,-20.24%,-9.11%,-12.67%,Upgrade
28,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,681.61%,35.24%,-,-,580.87%,41.57%,-,-,3175.93%,Upgrade
29,Buyback Yield / Dilution,-34.76%,10.38%,-8.47%,6.49%,-8.96%,-23.95%,-22.58%,-122.43%,23.39%,11.05%,-1.21%,20.78%,5.20%,-29.86%,5.05%,21.39%,-31.77%,6.06%,0.33%,0.70%,-0.21%,Upgrade
30,Total Shareholder Return,-34.76%,10.38%,-8.47%,6.49%,-8.96%,-23.95%,-22.58%,-122.43%,23.39%,11.05%,-1.21%,20.78%,5.20%,-29.86%,5.05%,21.39%,-31.77%,6.06%,0.33%,0.70%,-0.21%,Upgrade
