,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Cash & Equivalents,1025,989.38,989.38,1124,1023,1148,1097,608.85,602.22,606.67,516.23,564.55,477.98,541.32,452.04,739.11,325.88,314.97,284.86,341.54,Upgrade
1,Trading Asset Securities,-,-,-,-,7.06,7.06,2.06,4.02,64.08,33.64,80,110,180.68,160,180.07,-,15,15.97,21,0.54,Upgrade
2,Cash & Short-Term Investments,1025,989.38,989.38,1124,1030,1155,1099,612.87,666.3,640.31,596.23,674.55,658.66,701.32,632.11,739.11,340.88,330.94,305.86,342.08,Upgrade
3,Cash Growth,-0.43%,-14.34%,-9.96%,83.44%,54.55%,80.39%,84.30%,-9.14%,1.16%,-8.70%,-5.68%,-8.73%,93.22%,111.92%,106.66%,116.06%,19.91%,28.40%,-3.99%,5.62%,Upgrade
4,Accounts Receivable,297.98,306.59,306.59,132.75,293.56,231.55,172.89,134.81,151.35,164.08,199.96,66.24,86.33,90.61,110.56,45.56,53.46,61.21,48.68,62.39,Upgrade
5,Other Receivables,1.69,1.85,1.85,2.82,1.44,3.72,10.8,8.49,7.1,7.22,3.37,1.49,1.24,1.34,1.35,0.84,0.73,1.69,0.69,3.27,Upgrade
6,Receivables,299.67,308.44,308.44,135.57,295,235.27,183.69,143.3,158.45,171.3,203.34,67.73,87.57,91.95,111.91,46.4,54.19,62.9,49.37,65.65,Upgrade
7,Inventory,363.36,361.87,361.87,365.18,337.97,326.14,336.19,320.57,304.34,297.48,241.8,243.44,212.82,202.54,176.24,190.17,189.86,180.87,179.89,187.94,Upgrade
8,Other Current Assets,48.02,44.63,44.63,49.75,50.36,45.04,58.53,59.97,44.2,46.75,40.95,34.86,29.57,12.22,7.93,4.25,5.84,3.37,13.24,5.95,Upgrade
