,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3301,3420,3681,3626,4240,3680,3356,3315,2823,3121,Upgrade
1,Revenue Growth (YoY),-10.32%,-5.68%,-13.18%,-1.46%,26.33%,11.01%,18.89%,6.23%,5.62%,21.53%,Upgrade
2,Cost of Revenue,1102,1309,1394,1634,1917,1391,1122,1013,953.59,1130,Upgrade
3,Gross Profit,2199,2111,2287,1992,2323,2289,2234,2302,1869,1990,Upgrade
4,"Selling, General & Admin",903,993,1013,1014,906,988.8,923.2,927.97,868.65,945.37,Upgrade
5,Research & Development,696,741,641,638,586,565.15,594.85,607.02,568.91,573.01,Upgrade
6,Other Operating Expenses,14,179,-14,-140,8,-68.44,-2.56,-124.73,21.86,-68.41,Upgrade
7,Operating Expenses,1613,1916,1640,1517,1509,1489,1520,1393,1475,1476,Upgrade
8,Operating Income,586,195,647,475,814,799.86,714.14,908.58,394.61,513.87,Upgrade
9,Interest Expense,-81,-127,-135,-120,-99,-94.96,-91.04,-93,-64.68,-13.37,Upgrade
10,Interest & Investment Income,26,35,33,14,19,23.52,31.48,20.55,14.78,12.1,Upgrade
11,Earnings From Equity Investments,-,-,-,-8,-9,-3.54,-12.46,-12.97,-3.89,-5.94,Upgrade
12,Currency Exchange Gain (Loss),2,-34,-35,-69,-42,-5.68,-13.32,-60.28,7.03,8.2,Upgrade
13,Other Non Operating Income (Expenses),70,7,15,7,8,18.32,-21.32,36.36,6.97,-,Upgrade
14,EBT Excluding Unusual Items,603,76,525,299,691,737.52,607.48,799.24,354.82,514.87,Upgrade
15,Merger & Restructuring Charges,-16,-69,-24,-14,-26,-102,-,-14.33,-,-21.24,Upgrade
16,Impairment of Goodwill,-,-,-,-,-,-19,-,-75.23,-,-70.54,Upgrade
17,Gain (Loss) on Sale of Investments,77,40,35,-1,-32,7.52,-10.52,36.8,14.93,0.22,Upgrade
18,Gain (Loss) on Sale of Assets,51,71,-,-,-,16.62,0.38,-0.31,0.32,-5.09,Upgrade
19,Asset Writedown,-13,-62,43,-22,-55,-4.33,2.33,-67.55,-,-132.92,Upgrade
20,Other Unusual Items,-,-,-,-2,2,-,-,24.31,0.46,96.9,Upgrade
21,Pretax Income,702,56,579,260,580,636.33,599.67,702.94,370.52,382.21,Upgrade
22,Income Tax Expense,397,62,126,38,38,36.96,216.04,124.92,92.73,54.64,Upgrade
23,Earnings From Continuing Operations,305,-6,453,222,542,599.37,383.63,578.03,277.79,327.57,Upgrade
24,Net Income to Company,305,-6,453,222,542,599.37,383.63,578.03,277.79,327.57,Upgrade
25,Minority Interest in Earnings,95,56,47,47,23,31.9,47.1,38.98,58.71,58.62,Upgrade
26,Net Income,400,50,500,269,565,631.27,430.73,617,336.5,386.19,Upgrade
27,Net Income to Common,400,50,500,269,565,631.27,430.73,617,336.5,386.19,Upgrade
28,Net Income Growth,-20.00%,-81.41%,-11.50%,-57.39%,31.17%,2.31%,28.00%,59.77%,-20.08%,11.99%,Upgrade
29,Shares Outstanding (Basic),531,529,539,540,541,552,556,562,552,529,Upgrade
30,Shares Outstanding (Diluted),531,529,539,540,541,552,557,562,553,531,Upgrade
31,Shares Change (YoY),-1.51%,-2.06%,-0.39%,-2.17%,-2.75%,-1.82%,0.64%,5.83%,4.45%,-0.18%,Upgrade
32,EPS (Basic),0.75,0.09,0.93,0.50,1.04,1.14,0.77,1.10,0.61,0.73,Upgrade
33,EPS (Diluted),0.75,0.09,0.93,0.50,1.04,1.14,0.77,1.10,0.61,0.73,Upgrade
34,EPS Growth,-18.67%,-80.98%,-11.29%,-56.55%,34.90%,4.22%,27.20%,50.99%,-23.49%,12.17%,Upgrade
35,Free Cash Flow,193,496,341,514,387,482.67,400.33,658.17,414.67,645.19,Upgrade
36,Free Cash Flow Per Share,0.36,0.94,0.63,0.95,0.71,0.87,0.72,1.17,0.75,1.21,Upgrade
37,Dividend Per Share,0.372,0.356,0.370,0.366,0.341,0.319,0.333,0.193,0.228,0.226,Upgrade
38,Dividend Growth,0.56%,-2.78%,8.41%,14.73%,2.67%,65.23%,45.96%,-14.42%,72.78%,66.94%,Upgrade
39,Operating Margin,17.75%,5.70%,17.58%,13.10%,19.20%,21.74%,21.28%,27.41%,13.98%,16.47%,Upgrade
40,Profit Margin,12.12%,1.46%,13.58%,7.42%,13.33%,17.15%,12.83%,18.61%,11.92%,12.38%,Upgrade
41,Free Cash Flow Margin,5.85%,14.50%,9.26%,14.18%,9.13%,13.12%,11.93%,19.86%,14.69%,20.68%,Upgrade
42,EBITDA,778,302,812,578,976,915.79,873.22,1024,543.26,632.23,Upgrade
43,D&A For EBITDA,192,107,165,103,162,115.92,159.08,115.57,148.65,118.36,Upgrade
44,EBIT,586,195,647,475,814,799.86,714.14,908.58,394.61,513.87,Upgrade
45,Advertising Expenses,160,-,183,-,188,-,174.65,-,161.99,-,Upgrade
