,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,"Property, Plant & Equipment",96323,96932.0,97583,98029.0,100800,101210.0,101358,99352.0,102385,102390,102286,102219,100402,100168,102004,99821,97009,95831,92074,91421,Upgrade
1,Cash & Equivalents,4133,2930.0,3778,2974.0,3675,2852.0,2664,2928.0,5738,6135,6545,6904,6484,6605,7907,6511,6220,9508,8064,7229,Upgrade
2,Accounts Receivable,2129,2341.0,2490,2596.0,3191,3436.0,3603,3800.0,4113,4070,3691,3750,4086,3922,3459,3514,3337,3016,3175,2956,Upgrade
3,Other Receivables,939.64,819.0,849.17,920.95,1099,1142.0,1308,991.63,1300,949.4,1087,935.67,1645,2239,1649,1525,1054,957.22,1012,827.19,Upgrade
4,Investment In Debt and Equity Securities,1565,1658.0,1890,2018.0,2165,1694.0,2859,2919.0,3323,3757,3665,3016,5291,5909,4758,3182,4665,3494,3919,3617,Upgrade
5,Goodwill,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,Upgrade
6,Other Intangible Assets,73.24,1203.0,91.06,1219.0,103.59,1524.0,93.08,1509.0,101.55,1947,116.98,1961,342.65,2185,356.68,2180,435.22,2287,454.94,2285,Upgrade
7,Loans Receivable Current,1013,2009.0,1092,2256.0,923.72,2013.0,415.14,1406.0,135.39,1250,141.42,1381,-,1821,-,1718,418.64,1684,468.65,1286,Upgrade
8,Other Current Assets,1838,937.67,2287,1111.0,2215,1234.0,2535,1406.0,2633,1467,2940,1664,3529,1888,3633,1622,3022,1503,2263,1423,Upgrade
9,Trading Asset Securities,142.26,134.97,985.68,570.32,595.17,606.86,645.3,921.84,1002,966.29,1606,1019,655.62,713.79,75.1,247.61,1578,224.32,189.36,233.39,Upgrade
10,Deferred Long-Term Tax Assets,3621,3499.0,3249,3115.0,3320,3028.0,3127,2999.0,2754,2594,2838,2670,1885,1568,1602,1541,1510,1369,1257,1175,Upgrade
11,Deferred Long-Term Charges,198.45,239.93,318.4,345.5,361.36,385.59,416.73,442.64,437.16,461.31,490.01,517.14,415.81,433.96,444.72,30.84,445.69,448.92,458.58,524.04,Upgrade
12,Other Long-Term Assets,6592,5464.0,6892,5809.0,7530,7207.0,8529,7320.0,9615,7847,9596,9054,9024,7357,9065,9559,10931,9537,12062,9221,Upgrade
13,Total Assets,118665,118266.0,121604,121061.0,126075,126428.0,127651,126092.0,133635,133932,135099,135188,133858,134908,135050,131548,130724,129957,125496,122294,Upgrade
14,Current Portion of Long-Term Debt,8574,6588.0,8549,8108.0,6751,5542.0,6526,5773.0,7342,8441,10600,10433,14255,12703,12021,11009,12498,12585,9646,9256,Upgrade
15,Current Portion of Leases,-,674.65,-,954.45,-,999.4,-,940.87,-,1097,-,1193,-,1043,-,888.11,-,550.75,-,548.4,Upgrade
16,Long-Term Debt,16806,22058.0,19507,21983.0,23058,26511.0,24614,26789.0,24642,26851,22757,25967,24052,27167,32406,31046,32301,31373,35413,28894,Upgrade
17,Long-Term Leases,1956,2386.0,2704,2987.0,3085,3357.0,3158,3657.0,3615,3851,3710,4151,3961,4186,4445,4226,3575,3452,3322,3322,Upgrade
18,Accounts Payable,1449,626.06,1739,825.29,2028,990.85,2387,993.75,2074,611.62,2119,579.29,1960,13.7,2324,2085,1360,875.79,1011,531.12,Upgrade
19,Accrued Expenses,363.87,947.18,402.42,1086.0,492.27,1129.0,483.29,1139.0,407.53,1055,459.55,1070,388.73,1187,338.95,1110,358.1,1237,335.5,1421,Upgrade
20,Current Income Taxes Payable,404.63,209.32,594.25,378.3,945.27,651.95,1367,1006.0,1147,815.72,800.45,609.82,713.62,533.65,568.65,472.03,598.12,236.55,663.94,479.57,Upgrade
21,Current Unearned Revenue,1397,1565.0,1560,2088.0,2298,2917.0,2285,2778.0,3281,2986,3617,3653,3837,3604,3147,3263,2891,2682,2797,3391,Upgrade
22,Other Current Liabilities,16594,14108.0,13408,10180.0,12051,10396.0,9844,10733.0,12493,12848,12631,11637,12052,12541,11158,8924,8459,8700,7769,8609,Upgrade
23,Long-Term Unearned Revenue,162.09,595.59,165.61,665.46,211.32,703.43,217.37,800.68,217.78,936.23,214.56,1080,214.14,1028,228.04,1020,223.79,1286,228.18,1337,Upgrade
24,Long-Term Deferred Tax Liabilities,13305,13245.0,13247,13233.0,13794,13744.0,13748,13151.0,13879,13591,13465,13401,13194,13043,12764,12518,12561,12419,12044,11989,Upgrade
25,Other Long-Term Liabilities,4836,742.15,5407,778.6,4101,815.24,3818,851.88,4605,1142,4987,925.53,1976,-,-,2.07,-,-,-,-,Upgrade
26,Total Liabilities,67922,66862.0,69205,68239.0,70213,69686.0,70404,70611.0,75977,76321,77670,77656,79487,80529,82969,80450,79993,80221,76511,73310,Upgrade
27,Common Stock,4355,4355.0,4355,4355.0,4355,4355.0,4355,4355.0,4355,4355,4355,4355,3905,3905,3905,3905,3905,3550,3550,3550,Upgrade
28,Additional Paid-In Capital,7256,7254.0,7254,7255.0,6885,6877.0,6877,6882.0,6881,6881,6881,6880,3660,3656,3648,8521,3650,3998,4146,4240,Upgrade
29,Retained Earnings,35598,36190.0,37032,37386.0,40543,41238.0,41517,39789.0,41791,41484,41568,40869,40904,40260,39061,38290,38102,37085,36972,36442,Upgrade
30,Treasury Stock,-5,-5.0,-5,-5.0,-5,-5.0,-5,-5.0,-5,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Comprehensive Income & Other,454.13,487.84,551.64,624.27,715.75,852.17,1003,1013.0,1247,1518,1252,1878,2370,2857,1883,-3153,1727,1769,1162,1483,Upgrade
