,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,107309,67540,30995,25002,108898,76458,24657,24005,82380,48725,78950,40680,191982,17571,67231,35417,128441,133114,99816,42409,Upgrade
1,Revenue Growth (YoY),-1.46%,-11.66%,25.70%,4.15%,32.19%,56.92%,-68.77%,-40.99%,-57.09%,177.30%,17.43%,14.86%,49.47%,-86.80%,-32.65%,-16.49%,-25.40%,29.76%,68.47%,-21.12%,Upgrade
2,Cost of Revenue,67873,44398,30732,21968,76841,50867,17292,15587,50592,31564,53218,26564,136016,11762,46952,22541,91736,107437,72946,28554,Upgrade
3,Gross Profit,39435,23142,262.35,3035,32057,25590,7365,8418,31788,17160,25732,14116,55967,5809,20279,12876,36705,25677,26870,13855,Upgrade
4,"Selling, General & Admin",26973,18016,3827,5908,19986,18150,10078,9348,25813,15598,18698,12099,37494,5155,18931,10726,29104,17294,24091,13617,Upgrade
5,Operating Expenses,26973,18016,3827,5908,19986,18150,10078,9348,25813,15598,18698,12099,37494,5155,18931,10726,29104,17294,24091,13617,Upgrade
6,Operating Income,12462,5126,-3565,-2873,12071,7441,-2712,-930.05,5976,1563,7033,2017,18473,653.98,1348,2151,7601,8383,2780,238.26,Upgrade
7,Interest Expense,-223.46,-240.74,-195.46,-175.69,-222.45,-216.69,-172.13,-151.39,-113.79,-141.52,-133.72,-116.92,-147.11,-127.99,-108.83,-,-,-,-,-,Upgrade
8,Interest & Investment Income,242.87,1787,5148,3874,5050,3058,197.92,150.59,5607,687.48,254.12,436.21,81.52,435.7,48.7,261.37,311.45,336.95,3013,511.88,Upgrade
