,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,157407,81575,289041,83346,422445,192873,120889,70115,457239,51667,3642,1662,140929,18343,36511,5084,41258,19835,51170,9812,Upgrade
1,Revenue Growth (YoY),-62.74%,-57.71%,139.10%,18.87%,-7.61%,273.30%,3219.62%,4117.65%,224.45%,181.67%,-90.03%,-67.30%,241.58%,-7.52%,-28.65%,-48.19%,-53.14%,-82.75%,22.42%,-88.49%,Upgrade
2,Cost of Revenue,114466,61213,202587,56525,283018,132777,84046,42632,310262,44372,2721,613.67,64558,13297,24612,3198,30859,11259,19821,6926,Upgrade
3,Gross Profit,42940,20362,86453,26821,139427,60096,36843,27483,146977,7295,920.88,1049,76370,5046,11899,1886,10399,8576,31350,2886,Upgrade
4,"Selling, General & Admin",19336,12415,17967,13007,32117,22514,8995,11524,34511,7487,8207,5688,6164,7661,14834,5103,16516,6609,16278,5195,Upgrade
5,Operating Expenses,19336,12415,17967,13007,32117,22514,8995,11524,34511,7487,8207,5688,6164,7661,14834,5103,16516,6609,16278,5195,Upgrade
6,Operating Income,23604,7947,68486,13814,107311,37582,27848,15960,112465,-191.66,-7286,-4639,70207,-2615,-2935,-3217,-6117,1966,15072,-2309,Upgrade
7,Interest Expense,-90.69,-256.38,-310.94,-343.69,-500.93,-843.08,-4875,-4594,-20436,-358.78,-15432,-3966,-15185,-1386,-6646,-705.05,-1739,-81.85,-3268,-,Upgrade
8,Interest & Investment Income,153.86,185.55,366.83,317.95,332.85,1409,447.31,2957,-,2176,-,22047,-,6790,-,18220,-,269.85,-,2967,Upgrade
