,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,82016,84919,247860,61495,313419,134575,327624,389999,132309,378784,634127,416903,390086,10809,10837,3011,159608,17511,25362,11801,Upgrade
1,Short-Term Investments,2930,-,-,-,-,-,40000,120000,312000,120000,120000,243085,263599,284114,325142,325142,200000,200500,150,-,Upgrade
2,Cash & Short-Term Investments,84947,84919,247860,61495,313419,134575,367624,509999,444309,498784,754127,659989,653685,294922,335979,328153,359608,218011,25512,11801,Upgrade
3,Cash Growth,-72.90%,-36.90%,-32.58%,-87.94%,-29.46%,-73.02%,-51.25%,-22.73%,-32.03%,69.12%,124.46%,101.12%,81.78%,35.28%,1216.94%,2680.79%,206.79%,133.48%,-74.34%,-87.18%,Upgrade
4,Accounts Receivable,42698,45520,48446,66627,57922,42234,43770,32258,31108,19728,24163,34108,36631,14479,41207,21250,33227,62873,73684,55036,Upgrade
5,Other Receivables,179631,37485,31269,123296,6742,135855,4289,6023,7708,23061,12323,19611,10575,230916,98481,446844,22630,425514,16821,641863,Upgrade
6,Receivables,222329,83006,79716,189923,64664,178090,48059,38281,38815,111319,105016,134519,128006,438395,332688,481094,71944,502887,111142,709899,Upgrade
7,Inventory,1955182,1997547,2023318,2195325,2176092,2378087,2339964,2446214,2422099,2355470,2139242,599667,423724,456974,374666,645774,330221,281337,224325,173539,Upgrade
8,Prepaid Expenses,14751,16173,22123,169.56,45611,260.55,78040,79245,80370,677.6,36470,-,1111,-,-,2717,9.95,161.65,908.06,166.67,Upgrade
9,Other Current Assets,581461,770330,587274,692947,563751,642137,573114,516314,508526,452633,456849,517194,282967,300328,391222,17756,301558,56286,670514,66064,Upgrade
10,Total Current Assets,2858669,2951975,2960290,3139860,3163538,3333150,3406801,3590054,3494118,3418884,3491704,1911369,1489493,1490619,1434555,1475494,1063341,1058683,1032401,961469,Upgrade
11,"Property, Plant & Equipment",13565,14067,14575,15095,15620,16146,16780,18179,19651,23003,21971,7879,6605,10105,10445,11051,145818,140403,141251,138604,Upgrade
12,Long-Term Investments,146258,146231,146231,146169,146203,146075,146135,146169,146060,90000,90000,-,-,-,-,-,-,-,-,-,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,40445,43142,43142,45389,Upgrade
14,Other Intangible Assets,2708,2730,2751,2773,2795,2817,2839,2861,2883,2905,2926,2948,2970,3014,3014,3233,3233,3233,3233,3233,Upgrade
15,Long-Term Accounts Receivable,18020,18020,18020,18020,18020,18020,18020,18020,18020,-,-,-,-,-,-,-,-,-,-,96.71,Upgrade
16,Long-Term Deferred Tax Assets,3234,7830,7830,7830,7830,14709,14147,14709,14982,8729,6624,-,-,-,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,12310,12901,13506,14111,14732,15359,15990,16851,17635,17817,19214,19278,20788,35898,36742,37855,78418,81263,79929,83927,Upgrade
18,Total Assets,3054763,3153753,3163204,3343858,3368739,3546276,3620712,3806843,3713348,3561338,3632440,1941496,1519857,1539637,1484757,1527633,1331255,1326724,1299956,1232718,Upgrade
19,Accounts Payable,414173,415831,427222,437424,459046,378088,365966,404483,468888,348685,354810,33516,40117,53187,47240,53413,62301,66883,73251,190689,Upgrade
20,Accrued Expenses,4497,1446,1477,1519,40430,57058,20479,5690,6091,10596,447008,6391,21330,16104,34683,37159,38289,75099,10652,76415,Upgrade
21,Short-Term Debt,3933,119981,119285,131525,302407,293606,193606,182805,20426,111550,732830,101920,1920,6419,6919,5355,12485,11925,91769,26565,Upgrade
22,Current Portion of Long-Term Debt,111960,-,-,-,112767,90606,100000,-,100000,794784,287238,462322,416743,36841,36841,26694,35608,60936,65656,60936,Upgrade
23,Current Income Taxes Payable,35555,31682,31280,45050,42299,27041,33286,34527,32534,5896,3912,18162,17980,1557,1046,1913,3040,3540,3170,-,Upgrade
24,Current Unearned Revenue,327085,490417,517892,768530,547728,1259387,1075113,1229249,1196466,825090,664290,4791,2732,3841,3841,3893,5857,6176,7467,57260,Upgrade
25,Other Current Liabilities,737961,687362,663827,593010,505481,164578,547256,599968,547093,533944,214274,385070,90598,150232,166315,322054,176580,219973,192479,13703,Upgrade
