,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,3441651,3441651,3566802,3229350,3318743,2737684,2659464,2882959,2886267,2816114,2619024,2959765,3561071,3855044,1790558,1238618,1037266,1025063,1031164,964047,505861,Upgrade
1,Market Cap Growth,26.17%,25.71%,34.12%,12.02%,14.98%,-2.79%,1.54%,-2.59%,-18.95%,-26.95%,46.27%,138.96%,243.31%,276.08%,73.64%,28.48%,105.05%,90.36%,56.62%,45.17%,-20.78%,Upgrade
2,Enterprise Value,3494128,3498071,3460227,3321945,3443149,3010815,2649032,2699428,2706028,3367384,3027279,3006720,3468706,4113843,1926119,1263131,906825,950667,1204167,1087389,566780,Upgrade
3,Last Close Price,27500.00,27500.00,28500.00,25803.57,26517.86,21875.00,21250.00,23035.71,23062.14,22501.60,31390.13,26112.81,31417.89,34011.49,15797.36,10927.78,9151.34,9043.68,9097.51,8505.36,8343.87,Upgrade
4,PE Ratio,74.93,52.63,26.13,19.93,23.54,19.42,20.88,29.84,35.32,38.37,58.98,65.20,74.07,62.99,74.49,53.77,37.22,74.00,35.17,18.97,-,Upgrade
5,PS Ratio,7.16,5.63,4.07,3.27,4.05,3.40,3.16,4.12,4.95,5.48,13.23,17.98,18.04,19.19,17.69,12.06,8.84,8.40,6.11,3.65,1.99,Upgrade
6,PB Ratio,2.48,2.45,2.56,2.33,2.46,2.04,2.12,2.36,2.39,2.35,3.33,3.77,4.54,4.92,2.42,1.68,1.41,1.41,1.46,1.37,0.73,Upgrade
7,P/TBV Ratio,2.50,2.49,2.60,2.37,2.50,2.08,2.16,2.40,2.44,2.39,3.43,3.89,4.68,5.07,2.49,1.73,1.46,1.56,1.59,1.48,0.79,Upgrade
8,P/FCF Ratio,17.24,17.18,-,35.26,-12.37,-8.81,-,-,-,-12.39,-,-,-,-45.82,-,-393.77,-,-6.07,-3.89,-,-,Upgrade
9,P/OCF Ratio,17.24,17.18,-,35.26,-12.37,-8.81,-,-,-,-13.14,-,-,-,-45.95,-,-1407.57,-,-6.27,-4.03,-,-,Upgrade
10,EV/Sales Ratio,5.72,5.72,3.95,3.36,4.20,3.73,3.15,3.86,4.64,6.55,15.30,18.27,17.57,20.48,19.03,12.30,7.73,7.79,7.13,4.12,2.23,Upgrade
11,EV/EBITDA Ratio,29.50,29.54,16.99,14.26,17.89,15.46,13.38,16.74,21.61,32.13,47.76,-,-,61.38,-,-,-,42.45,20.94,12.35,-,Upgrade
12,EV/EBIT Ratio,30.68,30.72,17.52,14.62,18.46,15.96,13.67,17.30,22.37,33.56,-,-,-,66.96,-,-,-,-,28.13,15.29,-,Upgrade
13,EV/FCF Ratio,17.52,17.46,-,36.27,-12.84,-9.69,-,-,-,-14.81,-,-,-,-48.89,-,-401.56,-,-5.63,-4.54,-,-,Upgrade
14,Debt / Equity Ratio,0.08,0.08,0.09,0.09,0.10,0.31,0.31,0.28,0.25,0.20,1.31,1.46,0.88,0.69,0.72,0.61,0.45,0.28,0.19,0.27,0.18,Upgrade
15,Debt / EBITDA Ratio,0.99,1.18,3.33,0.43,2.24,0.95,2.53,2.89,4.43,0.54,157.16,-,-,1.89,-,-,-,2002.28,17.26,2.20,-,Upgrade
16,Debt / FCF Ratio,0.58,0.58,-,1.32,-0.50,-1.34,-,-,-,-1.07,-,-,-,-6.43,-,-143.54,-,-1.20,-0.51,-,-,Upgrade
17,Asset Turnover,0.20,0.10,0.36,0.10,0.49,0.22,0.13,0.07,0.50,0.06,0.01,0.00,0.37,0.05,0.10,0.01,0.12,0.06,0.16,0.03,Upgrade,
18,Inventory Turnover,0.21,0.23,0.12,0.38,0.10,0.50,0.23,0.14,0.07,0.52,0.08,0.01,0.00,0.59,0.13,0.19,0.03,0.40,0.18,0.40,0.17,Upgrade
19,Quick Ratio,0.19,0.19,0.10,0.19,0.13,0.19,0.14,0.18,0.22,0.20,0.21,0.29,0.71,1.19,2.01,1.60,1.77,1.24,1.59,0.26,1.67,Upgrade
20,Current Ratio,1.75,1.75,1.69,1.68,1.59,1.57,1.47,1.46,1.46,1.47,1.30,1.29,1.89,2.52,5.56,4.83,3.28,3.18,2.38,2.32,2.26,Upgrade
21,Return on Equity (ROE),3.78%,1.81%,10.77%,2.71%,26.00%,10.26%,5.18%,3.06%,28.51%,0.53%,0.44%,0.41%,21.92%,1.10%,1.95%,7.59%,2.55%,0.60%,4.78%,-0.05%,Upgrade,
22,Return on Assets (ROA),1.90%,0.63%,5.26%,1.03%,7.76%,2.62%,1.87%,1.06%,7.73%,-0.01%,-0.65%,-0.67%,11.47%,-0.43%,-0.49%,-0.56%,-1.15%,0.37%,2.98%,-0.51%,Upgrade,
23,Return on Capital (ROIC),3.89%,1.32%,11.45%,2.13%,15.78%,5.86%,4.53%,2.70%,17.26%,-0.03%,-1.07%,-0.83%,13.51%,-0.53%,-0.65%,-0.80%,-1.73%,0.57%,4.39%,-0.82%,Upgrade,
24,Return on Capital Employed (ROCE),8.02%,8.02%,14.04%,16.20%,13.65%,13.89%,15.19%,12.15%,8.96%,7.48%,-,-,-,6.62%,-,-,-,-,4.85%,8.31%,-,Upgrade
25,Earnings Yield,1.90%,1.90%,3.83%,5.02%,4.25%,5.15%,4.79%,3.35%,2.83%,2.61%,1.70%,1.53%,1.35%,1.59%,1.34%,1.86%,2.69%,1.35%,2.84%,5.27%,7.65%,Upgrade
26,FCF Yield,5.80%,5.82%,3.23%,2.84%,-8.08%,-11.35%,13.27%,1.77%,-3.72%,-8.07%,-23.68%,-8.36%,4.18%,-2.18%,-15.94%,-0.25%,-9.34%,-16.49%,-25.72%,-43.51%,-82.53%,Upgrade
