,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,147,131,137,156,158,147,158,203,178,151,183,Upgrade
1,Market Cap Growth,-16.00%,-16.00%,-13.16%,5.63%,0%,-27.55%,-11.63%,34.25%,-2.27%,-21.51%,-21.43%,Upgrade
2,PE Ratio,3.18,2.82,3.21,2.96,2.68,2.37,2.24,2.73,2.44,2.62,3.29,Upgrade
3,PS Ratio,1.16,1.03,1.12,1.20,1.17,1.15,1.25,1.56,1.33,1.35,1.67,Upgrade
4,PB Ratio,0.18,0.16,0.17,0.19,0.20,0.19,0.21,0.29,0.26,0.24,0.30,Upgrade
5,P/FCF Ratio,4.11,3.65,-,1.58,1.22,1.98,-,-,0.81,1.04,-,Upgrade
6,P/OCF Ratio,3.17,3.17,-,1.58,1.21,1.97,-,-,0.81,1.03,-,Upgrade
7,Debt / Equity Ratio,0.30,0.30,0.38,0.36,0.42,0.56,0.58,0.55,0.60,0.63,0.89,Upgrade
8,Debt / FCF Ratio,7.03,7.03,-,2.94,2.52,5.69,-,-,1.86,2.76,-,Upgrade
9,Earnings Yield,31.46%,35.45%,31.17%,33.79%,37.34%,42.12%,44.74%,36.67%,41.03%,38.10%,30.39%,Upgrade
10,Earnings Yield,31.46%,35.45%,31.17%,33.79%,37.34%,42.12%,44.74%,36.67%,41.03%,38.10%,30.39%,Upgrade
11,FCF Yield,24.32%,27.40%,19.56%,63.10%,82.27%,50.60%,-22.18%,21.87%,122.77%,96.27%,-10.26%,Upgrade
12,Dividend Yield,7.32%,8.58%,8.53%,7.81%,7.95%,8.85%,8.56%,6.84%,8.00%,9.74%,8.34%,Upgrade
13,Total Shareholder Return,7.32%,8.58%,8.53%,7.81%,7.95%,8.85%,8.56%,6.84%,8.00%,9.74%,8.34%,Upgrade
