,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011",+20 Quarters
0,Revenue,70530,109819,48280,44612,44269,47250,41016,45372,37472,40582,35148,35733,36666,50138,54967,61649,49245,48869,53796,69952,Upgrade
1,Revenue Growth (YoY),59.32%,132.42%,17.71%,-1.68%,18.14%,16.43%,16.69%,26.98%,2.20%,-19.06%,-36.06%,-42.04%,-25.54%,2.60%,2.18%,-11.87%,5.09%,-14.82%,-12.74%,-2.73%,Upgrade
2,Cost of Revenue,51909,84759,34124,32345,31306,36083,33304,36704,34186,35128,25888,36561,30621,38979,44717,47958,43130,29153,37349,43390,Upgrade
3,Gross Profit,18621,25060,14156,12267,12963,11167,7712,8668,3287,5454,9259,-828.5,6044,11158,10251,13692,6115,19717,16447,26562,Upgrade
4,"Selling, General & Admin",10900,10980,3168,2418,2242,2986,2666,3568,1666,1703,1748,2712,2379,9768,2729,4728,3464,7905,5775,8804,Upgrade
5,Operating Expenses,10900,10980,3168,2418,2242,2986,2666,3568,1666,1703,1748,2712,2379,9768,2729,4728,3464,7905,5775,8804,Upgrade
6,Operating Income,7721,14080,10988,9849,10721,8180,5046,5100,1621,3751,7512,-3541,3665,1390,7522,8963,2652,11811,10671,17758,Upgrade
7,Interest Expense,-,-,-,-,-,-129.13,-70.39,-341.61,-362.54,-1451,-483.42,-927.53,-889.85,-732.64,-1415,-1286,-1316,-2898,-2458,-2162,Upgrade
8,Interest & Investment Income,2286,2469,577.81,9750,318.47,-,197.46,558.76,130.37,-,163.61,895.16,987.6,220.74,890.49,1002,319.57,-,1539,1869,Upgrade
9,Other Non Operating Income (Expenses),-287.02,-3908,-0.07,-22.07,-0.07,-368.87,170.56,-160.36,-0.07,284.26,-9.35,4662,-1852,1906,-1.36,-135.4,93.31,1813,-0.23,-154.94,Upgrade
