,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,291.66,294.79,141.13,354.2,324.28,316.5,330.58,317.13,287.96,271.69,193.93,196.46,147.96,182.65,176.92,233.06,121.95,145.1,154.5,177.3,Upgrade
1,Trading Asset Securities,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.07,0.07,0.08,0.08,0.06,0.06,0.06,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,291.71,294.84,141.17,354.24,324.32,316.55,330.63,317.17,288.03,271.76,194,196.53,148.02,182.71,176.98,233.06,121.95,145.1,154.5,177.3,Upgrade
3,Cash Growth,-10.06%,-6.86%,-57.30%,11.69%,12.60%,16.48%,70.42%,61.38%,94.59%,48.74%,9.62%,-15.67%,21.38%,25.92%,14.55%,31.45%,12.09%,82.80%,86.47%,52.66%,Upgrade
4,Accounts Receivable,518.07,522.32,222.59,464.77,470.66,446.36,328.13,333.8,428.11,441.36,624.17,651.77,884.38,850.98,714.32,600.93,835.6,692.66,585.65,516.76,Upgrade
5,Other Receivables,2.28,1.84,14.59,1.34,1.96,2.45,2.15,1.2,2.68,2.52,4.61,1.22,2.2,2.52,2.77,1.24,3.29,1.31,2.41,1.38,Upgrade
6,Receivables,520.35,524.16,237.18,466.11,472.61,448.81,330.28,334.99,430.79,443.88,628.78,652.99,886.58,853.5,717.09,602.17,838.89,693.97,588.07,518.14,Upgrade
7,Inventory,190.14,191.27,56.46,180.28,215.73,192.51,227.23,160.99,213.73,182.48,172.43,152.38,185.77,276.09,314.85,266.5,239.2,240.71,193.73,140.43,Upgrade
8,Other Current Assets,6.67,6.19,6.83,11.21,14.89,8.44,11.36,15.69,33.11,30.55,10.34,8.92,12.17,9.96,7.17,12.88,10.08,9.8,9.95,10.52,Upgrade
9,Total Current Assets,1009,1016,441.64,1012,1028,966.31,899.5,828.85,965.66,928.66,1006,1011,1233,1322,1216,1115,1210,1090,946.24,846.39,Upgrade
10,"Property, Plant & Equipment",128.84,128.65,98.48,143.46,145.47,151.73,156.34,162.05,164.2,169.69,172.52,176.75,166.88,184.52,187.89,193.07,192.84,197.59,200.49,206.71,Upgrade
