,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,224.26,253.92,239.97,279.84,247.15,229.58,338.75,185.37,144.53,231.09,Upgrade
1,Cash & Short-Term Investments,224.26,253.92,239.97,279.84,247.15,229.58,338.75,185.37,144.53,231.09,Upgrade
2,Cash Growth,-6.55%,-9.26%,-2.91%,21.89%,-27.04%,23.85%,134.37%,-19.79%,-37.79%,-10.77%,Upgrade
3,Accounts Receivable,888.15,791.86,640.62,756.63,873.53,1066,901.65,897.63,681.38,745.4,Upgrade
4,Other Receivables,34.72,32.71,40.02,47.65,34.32,18.94,18.71,19.54,16,13.14,Upgrade
5,Receivables,922.87,824.57,680.65,804.28,907.85,1085,920.35,917.16,697.38,758.54,Upgrade
6,Inventory,208.42,205.31,253.44,228.35,309.48,223.28,215.27,169.75,149.4,137.28,Upgrade
7,Other Current Assets,48.05,113.73,77.09,82.74,54.76,124.4,254,130.61,194.53,170.9,Upgrade
8,Total Current Assets,1404,1398,1251,1395,1519,1663,1728,1403,1186,1298,Upgrade
9,"Property, Plant & Equipment",1547,1553,1549,1544,1522,1325,1271,1238,1241,1108,Upgrade
10,Long-Term Deferred Tax Assets,1.07,1.05,0.27,0.34,8.55,11.22,7.76,7.27,7.62,6.48,Upgrade
11,Long-Term Deferred Charges,13.06,13.77,15.84,12.62,14.02,5.42,6.02,4.12,-,-,Upgrade
12,Other Long-Term Assets,45.21,26.66,41.04,31.04,27.36,29.5,40.04,30.14,15.47,11.79,Upgrade
13,Total Assets,3009,2992,2858,2984,3091,3034,3053,2683,2450,2425,Upgrade
14,Accounts Payable,249.44,326.36,262.41,241.89,174.59,197.97,294.81,155.02,174.01,224.58,Upgrade
15,Accrued Expenses,79.93,69.27,74.32,76.6,91.98,95.04,72.62,73.81,55.69,61.7,Upgrade
16,Current Portion of Long-Term Debt,719.74,802.51,762.68,870.92,923.76,1022,1134,1025,848.09,816.59,Upgrade
17,Current Portion of Leases,9.74,4.54,4.8,5.12,7.03,15.46,13.65,14.23,15.12,17.28,Upgrade
18,Current Income Taxes Payable,0.44,0.56,1.75,2.22,4.64,11.52,5.67,6.46,5.32,6.45,Upgrade
19,Current Unearned Revenue,8.47,10.13,4.78,7.16,5.86,8.03,2.8,3.58,3.77,2.22,Upgrade
20,Other Current Liabilities,42.91,127.52,82.67,90.98,88.31,50.6,38.24,43.08,56.25,21.66,Upgrade
21,Total Current Liabilities,1111,1341,1193,1295,1296,1401,1562,1322,1158,1150,Upgrade
22,Long-Term Debt,455.7,219.56,183.93,183.27,192.64,169.1,155.19,86,64.61,56.72,Upgrade
23,Long-Term Leases,18.44,23,23.5,25.92,27.38,29.86,26.08,31,33.58,48.41,Upgrade
24,Long-Term Unearned Revenue,31.35,33.38,24.68,26.32,36.03,37.64,39.03,37.02,39.29,38.92,Upgrade
25,Long-Term Deferred Tax Liabilities,4.27,4.99,4.41,6.09,4.62,8.74,7.92,6.79,4.57,5.63,Upgrade
26,Other Long-Term Liabilities,-,-,44.64,44.64,96.44,5.68,5.53,10.88,-,-,Upgrade
27,Total Liabilities,1620,1622,1475,1581,1653,1652,1796,1493,1300,1300,Upgrade
28,Common Stock,41.66,41.66,41.66,41.66,41.66,41.66,41.66,41.66,41.66,41.66,Upgrade
29,Additional Paid-In Capital,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,Upgrade
30,Retained Earnings,992.83,977.8,986.87,1002,1042,1000,906.08,854.45,823.42,814.68,Upgrade
31,Comprehensive Income & Other,-23.39,-23.39,-23.39,-23.39,-23.39,-23.39,-23.39,-23.39,-23.39,-23.39,Upgrade
32,Total Common Equity,1104,1089,1098,1114,1153,1112,1017,965.68,934.65,925.91,Upgrade
33,Minority Interest,284.96,281.6,285,288.87,284.24,270.43,239.88,223.89,214.79,198.5,Upgrade
34,Shareholders' Equity,1389,1371,1383,1403,1438,1382,1257,1190,1149,1124,Upgrade
35,Total Liabilities & Equity,3009,2992,2858,2984,3091,3034,3053,2683,2450,2425,Upgrade
36,Total Debt,1204,1050,974.91,1085,1151,1237,1329,1157,961.41,939,Upgrade
37,Net Cash (Debt),-979.36,-795.69,-734.94,-805.38,-903.67,-1007,-990.18,-971.2,-816.87,-707.91,Upgrade
38,Net Cash Per Share,-1.96,-1.59,-1.47,-1.61,-1.81,-2.01,-1.98,-1.94,-1.63,-1.42,Upgrade
39,Filing Date Shares Outstanding,500,500,500,500,495.79,495.79,495.79,495.79,495.79,495.79,Upgrade
40,Total Common Shares Outstanding,500,500,500,500,495.79,495.79,495.79,495.79,495.79,495.79,Upgrade
41,Working Capital,292.92,56.64,57.74,100.33,223.06,261.62,166.58,81.37,27.58,147.34,Upgrade
42,Book Value Per Share,2.21,2.18,2.20,2.23,2.33,2.24,2.05,1.95,1.89,1.87,Upgrade
43,Tangible Book Value,1104,1089,1098,1114,1153,1112,1017,965.68,934.65,925.91,Upgrade
44,Tangible Book Value Per Share,2.21,2.18,2.20,2.23,2.33,2.24,2.05,1.95,1.89,1.87,Upgrade
45,Buildings,-,496.46,-,487.66,-,254.3,-,242.27,-,189.47,Upgrade
46,Machinery,-,1700,-,1582,-,1531,-,1394,-,1206,Upgrade
47,Construction In Progress,-,40.65,-,49.79,-,66.07,-,45.38,-,58.03,Upgrade
48,Leasehold Improvements,-,10.04,-,10.04,-,10.07,-,10.51,-,11.31,Upgrade
