,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Feb '25 Feb 14, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,195,228,230,245,278,347,342,312,268,327,372,Upgrade
1,Market Cap Growth,-7.14%,-7.14%,-17.16%,-29.41%,-18.84%,11.11%,27.78%,-4.55%,-28.00%,-37.14%,-33.60%,Upgrade
2,Enterprise Value,1554,1414,1332,1482,1669,1915,1821,1732,1400,1341,1505,Upgrade
3,Last Close Price,0.39,0.46,0.45,0.48,0.53,0.66,0.56,0.51,0.42,0.48,0.55,Upgrade
4,PE Ratio,13.90,16.22,-,-,5.21,1.96,1.73,2.66,4.12,7.54,4.04,Upgrade
5,PS Ratio,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.14,0.14,Upgrade
6,PB Ratio,0.16,0.15,0.15,0.16,0.18,0.21,0.20,0.21,0.19,0.26,0.30,Upgrade
7,P/TBV Ratio,0.19,0.19,0.19,0.21,0.22,0.26,0.25,0.26,0.23,0.32,0.36,Upgrade
8,P/FCF Ratio,-,-,-,3.00,-7.10,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,0.90,1.65,-10.40,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.61,0.55,0.51,0.53,0.49,0.46,0.42,0.46,0.47,0.57,0.57,Upgrade
11,EV/EBITDA Ratio,13.77,13.75,19.75,24.96,13.21,5.16,3.99,5.35,6.48,7.83,5.78,Upgrade
12,EV/EBIT Ratio,-,-74.97,-,-,-,7.51,5.38,8.28,13.03,17.43,8.85,Upgrade
13,EV/FCF Ratio,-2.20,-,-,18.13,-42.67,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.87,0.87,0.77,0.70,0.77,0.80,0.89,1.06,0.97,0.84,0.84,Upgrade
15,Debt / FCF Ratio,-,-,-,12.89,-31.36,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-0.92%,-,-,-,12.14%,16.88%,11.66%,6.65%,5.43%,11.92%,Upgrade
17,Earnings Yield,7.19%,6.17%,-8.41%,-4.57%,19.21%,51.02%,57.71%,37.60%,24.30%,13.26%,24.72%,Upgrade
18,FCF Yield,-362.50%,-310.71%,-119.51%,33.37%,-14.09%,-84.32%,-154.55%,-165.00%,-161.94%,-147.16%,-64.58%,Upgrade
19,Total Shareholder Return,2.82%,-,-,-,-,-,-,-,-,-,-,Upgrade
