,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,1385,1554,1579,1589,1734,1505,1680,1639,1905,1836,1926,698.51,-,647.49,-,613.37,613.56,556.53,556.53
1,Short-Term Investments,-,-,-,-,-,203.7,-,201.13,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,59.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,1444,1554,1579,1589,1734,1709,1680,1840,1905,1836,1926,698.51,-,647.49,613.37,613.37,613.56,556.53,556.53
4,Cash Growth,-16.72%,-9.08%,-6.02%,-13.65%,-8.97%,-6.94%,-12.74%,163.37%,-,183.61%,213.94%,13.88%,-,16.34%,10.21%,-,-,-,-
5,Accounts Receivable,48.81,58.67,63.06,51.42,53.32,59.04,50.87,31.48,41.94,39.49,29.71,30.76,-,36.51,-,28.03,28.03,37.18,37.18
6,Other Receivables,6.71,6.94,7.2,6.62,7.53,8.96,9.49,8.78,8.2,6.67,5.24,5.36,-,0.85,-,5.43,0.33,0.51,0.51
7,Receivables,55.51,65.61,70.26,58.04,60.85,68,60.37,40.26,50.15,46.16,34.95,36.12,-,37.36,-,33.47,28.37,37.7,37.7
8,Inventory,85.58,85.9,85.14,85.4,95.23,101.75,93.63,84.1,86.31,86.47,85.39,72.89,-,77.01,-,70.52,70.52,70.82,70.82
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.73,0.73
10,Other Current Assets,31.53,27.31,29.91,51.42,22.85,24.31,225.7,19.22,17.17,17.6,24.11,22.9,-,28.19,-,40.55,45.47,39.01,39.01
11,Total Current Assets,1617,1733,1764,1783,1913,1903,2060,1983,2058,1987,2070,830.43,-,790.05,-,757.91,757.91,704.78,704.78
12,"Property, Plant & Equipment",528.76,542.82,548.86,492.95,508.44,500.42,499.41,500.93,442.73,459.92,453.13,471.44,-,492.36,-,218.17,218.17,218.34,218.34
13,Long-Term Investments,22.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Other Intangible Assets,33.07,34.31,34.33,35.04,35.37,36.62,37.52,38.49,31.9,31.83,32.06,32.04,-,28.9,-,22.78,22.78,17.6,17.6
15,Long-Term Deferred Tax Assets,6.15,6.17,6.27,5.83,35.99,37.56,38.01,8.37,7.07,6.53,6.14,5.92,-,5.08,-,5.03,5.03,4.66,4.66
16,Long-Term Deferred Charges,88.31,94.1,95.77,98.63,76.81,73.37,76.33,71.74,72.13,76.54,80.26,78.96,-,87.68,-,75.28,75.28,74.54,74.54
17,Other Long-Term Assets,6.91,8.03,10.29,67.85,17.65,6.9,6.32,3.68,8.35,4.79,3.16,2.35,-,7.36,-,25.21,25.21,10.43,10.43
18,Total Assets,2303,2418,2460,2484,2587,2558,2717,2606,2621,2566,2645,1421,-,1411,-,1104,1104,1030,1030
19,Accounts Payable,74.23,74.13,74.05,59.23,81.9,83.67,90.93,68.13,81.4,69,81.12,57.79,-,75.85,-,57.54,54.96,66.75,66.75
20,Accrued Expenses,10.99,11.74,2.72,32.2,14.35,9.54,2.43,22.87,15.48,4.59,1.86,25.54,-,3.85,-,27.14,27.14,7.5,7.5
21,Current Portion of Leases,47.08,52.11,51.37,50.66,48.52,46.56,49.47,44.85,40.04,42.18,39.68,44.55,-,56.15,-,-,-,-,-
22,Current Income Taxes Payable,15.66,12.41,14.72,23.06,22.53,18.97,28.46,7.03,21.92,13.51,20.87,10.38,-,18.7,-,15.48,15.48,11.07,11.07
23,Current Unearned Revenue,28.89,27.61,29.7,21.43,24.74,19.21,25.51,13.04,19.84,18.68,21.87,15.16,-,16.59,-,11.6,11.6,14.99,14.99
24,Other Current Liabilities,11.87,11.76,10.72,12.83,10.07,13.03,11.49,11.08,11.19,11.33,31.81,7.73,-,13.38,-,7.38,9.96,12.25,12.25
25,Total Current Liabilities,188.73,189.77,183.28,199.41,202.11,190.98,208.29,166.99,189.86,159.29,197.2,161.15,-,184.51,-,119.14,119.14,112.57,112.57
26,Long-Term Leases,184.97,195.81,204.84,208.59,239.13,239.88,243.67,240.54,199.22,201.71,185.47,188.2,-,182.84,-,-,-,-,-
27,Long-Term Unearned Revenue,3.09,2.99,3.15,3.18,3.55,3.67,3.95,3.17,3.56,3.69,4,4.21,-,4.19,-,4.67,4.67,4.51,4.51
28,Long-Term Deferred Tax Liabilities,0.15,0.12,0.16,0.17,27.68,28.63,29.38,0.98,-,-,-,-,-,-,-,-,-,-,-
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,18.56,18.8,18.64,18.08,17.92,-,17.6,-,17.28,17.28,16.96,16.96
30,Total Liabilities,376.94,388.68,391.43,411.36,472.48,463.16,485.29,430.24,411.43,383.33,404.75,371.48,-,389.14,-,141.09,141.09,134.03,134.03
31,Common Stock,158.03,158.03,158.03,158.03,158.03,158.03,158.03,158.03,158.03,158.03,121.56,91.06,-,91.06,-,91.06,91.06,91.06,91.06
32,Additional Paid-In Capital,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1718,583.72,-,583.72,-,583.72,583.72,583.72,583.72
33,Retained Earnings,162.86,264.51,269.42,240.45,276.36,255.29,391.8,335.21,367.68,343.75,400.97,374.88,-,347.51,-,288.51,288.51,221.55,221.55
34,Treasury Stock,-67.6,-67.6,-35.2,-4.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,0.07,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
36,Total Common Equity,1934,2036,2073,2075,2115,2094,2231,2174,2207,2183,2240,1050,-,1022,963.29,963.29,963.29,896.32,896.32
37,Minority Interest,-8.82,-6.69,-4.77,-2.97,-0.9,0.22,1.32,1.91,2.32,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,1926,2029,2069,2072,2115,2095,2232,2176,2209,2183,2240,1050,-,1022,963.29,963.29,963.29,896.32,896.32
39,Total Liabilities & Equity,2303,2418,2460,2484,2587,2558,2717,2606,2621,2566,2645,1421,-,1411,-,1104,1104,1030,1030
40,Total Debt,232.05,247.92,256.21,259.25,287.65,286.44,293.14,285.39,239.25,243.89,225.15,232.75,-,238.99,-,-,-,-,-
41,Net Cash (Debt),1212,1306,1323,1329,1446,1422,1387,1554,1665,1592,1700,465.76,-,408.5,613.37,613.37,613.56,556.53,556.53
42,Net Cash Growth,-16.20%,-8.19%,-4.62%,-14.48%,-13.17%,-10.68%,-18.43%,233.70%,-,289.83%,177.23%,-24.07%,-,-26.60%,10.21%,-,-,-,-
43,Net Cash Per Share,7.74,8.40,8.37,8.41,9.15,9.00,8.78,10.45,10.54,9.52,14.37,3.93,-,3.45,5.18,5.18,5.18,4.70,4.70
44,Filing Date Shares Outstanding,155.3,155.3,157.99,156.61,158.03,158.03,158.03,158.03,158.03,158.03,158.03,118.38,118.39,118.38,118.38,118.38,118.38,118.38,118.38
45,Total Common Shares Outstanding,155.3,155.3,157.99,156.61,158.03,158.03,158.03,158.03,158.03,158.03,158.03,118.38,118.39,118.38,118.38,118.38,118.38,118.38,118.38
46,Working Capital,1428,1543,1581,1584,1711,1712,1852,1816,1868,1827,1873,669.28,-,605.54,-,638.77,638.77,592.21,592.21
47,Book Value Per Share,12.46,13.11,13.12,13.25,13.39,13.25,14.12,13.76,13.96,13.81,14.18,8.87,-,8.64,8.14,8.14,8.14,7.57,7.57
48,Tangible Book Value,1901,2002,2039,2040,2080,2058,2193,2136,2175,2151,2208,1018,-,993.39,940.51,940.51,940.51,878.72,878.72
49,Tangible Book Value Per Share,12.24,12.89,12.91,13.03,13.16,13.02,13.88,13.52,13.76,13.61,13.97,8.60,-,8.39,7.95,7.95,7.95,7.42,7.42
50,Buildings,-,144.94,-,83.19,-,83.19,-,83.19,-,83.19,-,83.19,-,83.19,-,83.19,83.19,83.19,83.19
51,Machinery,-,462.51,-,445.24,-,417.52,-,387.7,-,374.69,-,370.98,-,364,-,318.69,318.69,307.01,307.01
52,Construction In Progress,-,33.19,-,17.86,-,6.13,-,7.78,-,1.14,-,2.36,-,0.06,-,3.36,3.36,1.79,1.79
