,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,303.57,330.46,322.87,414.25,465.15,524.26,666.69,69.13,22.67,57.34
1,Short-Term Investments,-,-,-,-,8,-,-,1.67,2.21,2.54
2,Trading Asset Securities,27.68,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,331.25,330.46,322.87,414.25,473.15,524.26,666.69,70.8,24.88,59.88
4,Cash Growth,2.59%,-20.23%,-31.76%,-20.98%,-29.03%,640.49%,2579.39%,18.24%,-,-
5,Accounts Receivable,358.69,349.72,385.54,336.52,319.14,244.89,173.65,147.76,128.11,97.15
6,Other Receivables,-,-,-,-,3.35,-,-,-,-,56.02
7,Receivables,358.69,349.72,385.54,336.52,322.49,244.89,173.65,147.76,128.11,153.17
8,Inventory,2.17,2.17,2.23,2.25,-,-,-,-,-,-
9,Prepaid Expenses,-,2.63,-,1.63,-,3.17,-,-,-,-
10,Other Current Assets,12.21,7.94,6.71,5.07,1.69,27.82,4.66,6.94,4.98,2.17
11,Total Current Assets,704.33,692.91,717.35,759.72,797.33,800.14,845,225.49,157.96,215.22
12,"Property, Plant & Equipment",41.3,46.27,44.62,22.68,10.47,10.77,12.54,11.58,13.94,16.38
13,Long-Term Investments,33.18,34.4,29.2,32.13,22.22,6.3,-,-,-,-
14,Goodwill,36.72,36.72,36.72,36.72,-,-,-,-,-,-
15,Other Intangible Assets,110.57,122.36,138.71,130.05,80.33,52.16,31.66,18.2,9.49,11.14
16,Long-Term Accounts Receivable,1.06,1.01,3.38,3.85,1.36,1.04,1.42,1.4,0.8,0.8
17,Long-Term Deferred Tax Assets,0.69,0.69,4.28,4.28,1.74,1.33,0.58,0.33,0.34,0.13
18,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,3.84,-
19,Other Long-Term Assets,17.43,13.32,2.22,1.78,1.74,1.6,1.73,1.48,1.45,1.45
20,Total Assets,945.29,947.69,976.5,991.2,915.18,873.34,892.93,258.48,187.82,245.12
21,Accounts Payable,80.41,71.74,46.19,23.67,11.86,11.65,3.41,6.27,0.01,0.9
22,Accrued Expenses,6.22,7.23,7.13,6.54,0.05,1.7,1.05,10.93,5.18,2.66
23,Short-Term Debt,20,8.01,-,19,15,5,15,15,-,37
24,Current Portion of Leases,5.59,5.59,2.92,2.59,3.09,3.37,3.75,2.64,1.58,2.11
25,Current Income Taxes Payable,-,-,5.54,5.3,2.45,5.21,3.49,4.92,0.55,2.58
26,Current Unearned Revenue,11.92,14.41,8.84,9.98,1.88,0.62,1.38,1.37,0.33,1.5
27,Other Current Liabilities,5.46,3.28,31.69,2.72,1.2,4.34,0.72,11.94,1.85,1.22
28,Total Current Liabilities,129.61,110.25,102.31,69.78,35.54,31.89,28.8,53.06,9.51,47.97
29,Long-Term Leases,20.68,23.78,13.48,13.43,-,2.18,4.58,6.05,8.41,10.26
30,Long-Term Deferred Tax Liabilities,3.75,3.75,3.58,3.58,2.05,-,-,-,-,-
31,Other Long-Term Liabilities,21,21,21.68,21.81,-,-,-,-,-,-
32,Total Liabilities,175.04,158.78,141.05,108.59,37.58,34.07,33.38,59.11,17.92,58.22
33,Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0
34,Additional Paid-In Capital,749.74,710.08,710.08,710.08,710.08,710.08,734.45,75.46,75.46,72
35,Retained Earnings,-27.52,27.71,70.11,125.95,125.87,108.47,96.65,95.42,66.44,63.39
36,Comprehensive Income & Other,47.59,49.18,53.04,44.11,40.14,19.21,26.93,26.98,26.48,50
37,Total Common Equity,769.82,786.97,833.24,880.15,876.1,837.76,858.04,197.87,168.39,185.39
38,Minority Interest,0.44,1.93,2.21,2.46,1.51,1.51,1.51,1.51,1.51,1.51
39,Shareholders' Equity,770.26,788.9,835.45,882.61,877.6,839.27,859.55,199.37,169.9,186.9
40,Total Liabilities & Equity,945.29,947.69,976.5,991.2,915.18,873.34,892.93,258.48,187.82,245.12
41,Total Debt,46.27,37.38,16.4,35.01,18.09,10.55,23.33,23.68,10,49.37
42,Net Cash (Debt),284.98,293.08,306.48,379.24,455.06,513.71,643.36,47.12,14.89,10.51
43,Net Cash Growth,-7.01%,-22.72%,-32.65%,-26.18%,-29.27%,990.33%,4221.60%,348.20%,-,-
44,Net Cash Per Share,0.34,0.37,0.39,0.48,0.58,0.64,0.81,0.08,0.02,-
45,Filing Date Shares Outstanding,943.82,786.51,786.51,786.51,786.51,786.51,800,600,600,600
46,Total Common Shares Outstanding,943.82,786.51,786.51,786.51,786.51,786.51,800,600,600,600
47,Working Capital,574.72,582.66,615.05,689.94,761.8,768.26,816.2,172.43,148.45,167.26
48,Book Value Per Share,0.82,1.00,1.06,1.12,1.11,1.07,1.07,0.33,0.28,0.31
