,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Cash & Equivalents,15.01,15.01,17.33,17.33,19.95,-,15.57,-,19.98,-,15.6,-,23.38,-,20.65,-,24.33,-,15.9,-,Upgrade
1,Cash & Short-Term Investments,15.01,15.01,17.33,17.33,19.95,15.57,15.57,19.98,19.98,15.6,15.6,-,23.38,20.65,20.65,-,24.33,15.9,15.9,-,Upgrade
2,Cash Growth,-24.75%,-3.63%,11.24%,-13.27%,-0.15%,-0.17%,-0.17%,-,-14.54%,-24.46%,-24.46%,-,-3.91%,29.93%,29.93%,-,2.53%,-42.17%,-42.17%,-,Upgrade
3,Accounts Receivable,10.89,10.89,7.55,7.55,7.6,-,5.45,-,5.54,-,5.19,-,5.51,-,3.96,-,5.29,-,6.23,-,Upgrade
4,Other Receivables,1,1,0.99,0.99,1.03,-,1,-,1.55,-,1.74,-,2.46,-,2.17,-,0.72,-,1.48,-,Upgrade
5,Receivables,11.89,11.89,8.55,8.55,8.63,-,6.45,-,7.09,-,6.94,-,7.97,-,6.13,-,6.01,-,7.71,-,Upgrade
6,Inventory,0.66,0.66,0.58,0.58,0.53,-,0.37,-,0.39,-,0.49,-,0.69,-,0.65,-,0.84,-,1.09,-,Upgrade
7,Prepaid Expenses,0.84,0.84,1.22,1.22,1.33,-,1.07,-,1.77,-,2.07,-,1.24,-,2.11,-,2.18,-,2.33,-,Upgrade
8,Other Current Assets,0.88,0.88,1.58,1.58,1.59,-,1.83,-,0.43,-,1.52,-,1.13,-,0.86,-,1.61,-,1.54,-,Upgrade
9,Total Current Assets,29.28,29.28,29.25,29.25,32.02,-,25.29,-,29.65,-,26.62,-,34.39,-,30.4,-,34.97,-,28.57,-,Upgrade
10,"Property, Plant & Equipment",12.65,12.65,10.63,10.63,11.73,-,12.83,-,16.62,-,17.69,-,18.43,-,19.28,-,21.56,-,16.31,-,Upgrade
11,Goodwill,-,-,-,-,1.91,-,1.91,-,19.48,-,19.48,-,19.48,-,19.48,-,19.48,-,19.48,-,Upgrade
12,Other Intangible Assets,-,-,-,-,-,-,-,-,0.79,-,1.57,-,2.36,-,3.14,-,3.93,-,4.72,-,Upgrade
13,Long-Term Deferred Tax Assets,1.32,1.32,1.33,1.33,1.36,-,1.37,-,1.37,-,1.36,-,1.42,-,1.29,-,1.29,-,1.22,-,Upgrade
14,Other Long-Term Assets,1.42,1.42,0.82,0.82,1.78,-,1.48,-,1.82,-,1.73,-,2.05,-,2.29,-,1.56,-,2.15,-,Upgrade
15,Total Assets,44.67,44.67,42.03,42.03,48.8,-,42.88,-,69.71,-,68.46,-,78.12,-,75.89,-,82.79,-,72.44,-,Upgrade
16,Accounts Payable,10.3,10.3,10.52,10.52,10.2,-,8.15,-,2.8,-,4.95,-,7.37,-,5.32,-,6.57,-,6.29,-,Upgrade
17,Accrued Expenses,4.74,4.74,4.43,4.43,4.24,-,5.25,-,3.09,-,3.92,-,3.82,-,3.93,-,3.82,-,3.71,-,Upgrade
18,Short-Term Debt,8.05,8.05,8.43,8.43,8.81,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,Upgrade
19,Current Portion of Leases,5.67,5.67,4.73,4.73,5.46,-,6.49,-,7.46,-,7.59,-,8.09,-,8.83,-,8.57,-,6.3,-,Upgrade
20,Current Income Taxes Payable,0.34,0.34,0.17,0.17,0.08,-,0.06,-,0.32,-,0.2,-,0.03,-,-,-,0.43,-,-,-,Upgrade
21,Current Unearned Revenue,7.22,7.22,6.41,6.41,6.11,-,6.25,-,6.54,-,7.45,-,7.56,-,6.37,-,10.06,-,9.8,-,Upgrade
22,Other Current Liabilities,1.28,1.28,1.09,1.09,1.9,-,1.48,-,7.18,-,1.67,-,1.56,-,1.56,-,1.49,-,0.78,-,Upgrade
23,Total Current Liabilities,37.6,37.6,35.77,35.77,36.8,-,27.69,-,27.39,-,25.78,-,28.42,-,26.01,-,30.94,-,27.02,-,Upgrade
24,Long-Term Leases,4.51,4.51,2.8,2.8,2.69,-,3.33,-,4.8,-,5.26,-,5.01,-,5.41,-,8.03,-,5.54,-,Upgrade
25,Long-Term Deferred Tax Liabilities,-,-,-,-,0.01,-,0.02,-,0.08,-,0.34,-,0.51,-,0.68,-,0.73,-,0.92,-,Upgrade
26,Other Long-Term Liabilities,0.36,0.36,0.27,0.27,0.3,-,0.5,-,0.6,-,0.45,-,1.01,-,0.73,-,0.86,-,0.72,-,Upgrade
27,Total Liabilities,42.47,42.47,38.85,38.85,39.79,-,31.55,-,32.86,-,31.82,-,34.96,-,32.84,-,40.56,-,34.2,-,Upgrade
28,Common Stock,10.4,10.4,10.4,10.4,10.4,-,10.4,-,10.4,-,10.4,-,10.4,-,10.4,-,10.4,-,10.4,-,Upgrade
29,Additional Paid-In Capital,51.85,51.85,51.85,51.85,51.85,-,51.85,-,51.85,-,51.85,-,51.85,-,51.85,-,51.85,-,51.85,-,Upgrade
30,Retained Earnings,-78.6,-78.6,-77.69,-77.69,-71.87,-,-69.6,-,-44.77,-,-44.72,-,-38.28,-,-38.51,-,-39.35,-,-43.26,-,Upgrade
31,Comprehensive Income & Other,19,19,19.06,19.06,19.06,-,19.11,-,19.64,-,19.27,-,19.19,-,19.3,-,19.33,-,19.25,-,Upgrade
32,Total Common Equity,2.65,2.65,3.63,3.63,9.44,11.76,11.76,37.13,37.13,36.8,36.8,-,43.17,43.05,43.05,-,42.23,38.24,38.24,-,Upgrade
33,Minority Interest,-0.45,-0.45,-0.45,-0.45,-0.43,-,-0.43,-,-0.28,-,-0.16,-,-,-,-,-,-,-,-,-,Upgrade
34,Shareholders' Equity,2.2,2.2,3.18,3.18,9.01,11.33,11.33,36.85,36.85,36.64,36.64,-,43.17,43.05,43.05,-,42.23,38.24,38.24,-,Upgrade
35,Total Liabilities & Equity,44.67,44.67,42.03,42.03,48.8,-,42.88,-,69.71,-,68.46,-,78.12,-,75.89,-,82.79,-,72.44,-,Upgrade
36,Total Debt,18.23,18.23,15.96,15.96,16.96,9.82,9.82,12.26,12.26,12.85,12.85,-,13.1,14.25,14.25,-,16.6,11.98,11.98,-,Upgrade
37,Net Cash (Debt),-3.23,-3.23,1.37,1.37,2.98,5.75,5.75,7.72,7.72,2.75,2.75,-,10.28,6.4,6.4,-,7.73,3.92,3.92,-,Upgrade
38,Net Cash Growth,-,-,-76.25%,-82.30%,-61.34%,108.90%,108.90%,-,-24.93%,-57.01%,-57.01%,-,32.95%,63.41%,63.41%,-,-25.54%,-85.74%,-85.74%,-,Upgrade
39,Net Cash Per Share,-0.08,-0.08,0.03,0.03,0.07,0.14,0.14,0.19,0.19,0.07,0.07,-,0.25,0.15,0.15,-,0.19,0.09,0.09,-,Upgrade
40,Filing Date Shares Outstanding,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,Upgrade
41,Total Common Shares Outstanding,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,Upgrade
42,Working Capital,-8.32,-8.32,-6.52,-6.52,-4.78,-,-2.4,-,2.27,-,0.84,-,5.97,-,4.39,-,4.02,-,1.55,-,Upgrade
