,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+19 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,14,12,14,17,19,11,16,12,14,16,43,46,55,58,76,68,72,61,61,58,64,Upgrade
1,Market Cap Growth,13.21%,13.21%,-17.72%,33.33%,30.88%,-31.17%,-61.46%,-72.73%,-74.34%,-72.50%,-43.84%,-32.31%,-23.19%,-5.08%,23.73%,16.07%,11.29%,1.72%,-13.24%,-21.13%,-17.33%,Upgrade
2,Enterprise Value,17,11,12,13,15,5,10,4,6,13,40,35,45,52,70,60,64,57,57,48,54,Upgrade
3,Last Close Price,0.34,0.30,0.33,0.40,0.45,0.27,0.40,0.30,0.34,0.39,1.02,1.10,1.32,1.40,1.82,1.63,1.73,1.48,1.48,1.40,1.55,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-7.34,-,-,54.33,-,14.22,-15.17,-7.76,-4.66,-,-,Upgrade
5,PS Ratio,0.12,0.11,0.12,0.14,0.16,0.10,0.15,0.11,0.13,0.14,0.36,0.38,0.43,0.45,0.59,0.52,0.55,0.46,0.45,0.40,0.42,Upgrade
6,PB Ratio,5.26,5.68,6.15,5.23,5.82,1.22,1.45,1.10,0.38,0.43,1.16,1.25,-,1.35,1.76,1.57,-,1.45,1.60,1.52,-,Upgrade
7,P/TBV Ratio,4.71,4.71,5.11,4.58,5.10,1.46,1.67,1.27,0.84,0.95,2.71,2.91,-,2.73,3.72,3.31,-,3.26,4.37,4.15,-,Upgrade
8,P/FCF Ratio,3.36,3.01,4.28,7.66,17.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,2.18,2.18,2.89,4.58,10.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.14,0.09,0.10,0.11,0.13,0.04,0.09,0.04,0.06,0.12,0.34,0.29,0.35,0.40,0.54,0.46,0.49,0.43,0.42,0.33,0.36,Upgrade
11,EV/EBITDA Ratio,2.58,-6.57,-4.82,-,-,-,-,-,-,-,-14.56,-,-,87.86,21.76,-,8.80,18.61,-293.15,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-12.34,-,-,28.24,-32.31,-,-,-,Upgrade
13,EV/FCF Ratio,4.03,2.57,3.70,6.09,13.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,8.30,8.30,8.30,5.02,5.02,1.88,0.87,0.87,0.33,0.33,0.35,0.35,-,0.30,0.33,0.33,-,0.39,0.31,0.31,-,Upgrade
15,Debt / EBITDA Ratio,2.82,2.30,2.30,3.19,3.19,-,-,-,-,-,6.53,-,-,2.29,3.72,-,-,1.03,6.04,-,-,Upgrade
16,Debt / FCF Ratio,4.40,4.40,5.77,7.34,14.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,2.59,2.67,2.77,2.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,161.91,143.03,152.35,168.36,176.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.72,0.72,0.72,0.72,0.72,0.78,-,0.80,-,0.99,-,0.87,-,1.10,-,1.03,-,0.98,-,0.87,-,Upgrade
20,Current Ratio,0.78,0.78,0.78,0.82,0.82,0.87,-,0.91,-,1.08,-,1.03,-,1.21,-,1.17,-,1.13,-,1.06,-,Upgrade
21,Return on Equity (ROE),-83.39%,-68.13%,-366.55%,-191.34%,-51.61%,-33.97%,-330.14%,-55.44%,-2.32%,0.57%,-,-,4.89%,-2.81%,-,-,38.65%,0.21%,-,-,Upgrade,
22,Return on Assets (ROA),-1.24%,-1.27%,-8.20%,-7.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-2.70%,-2.79%,-18.01%,-15.28%,-11.71%,-12.34%,-20.66%,-27.77%,-6.79%,-3.23%,-,-,1.32%,-1.02%,-,-,13.14%,-3.91%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-8.46%,-,-,-,-3.42%,-,-,-,Upgrade
25,Earnings Yield,-48.28%,-53.91%,-56.07%,-48.57%,-135.02%,-245.89%,-157.91%,-199.38%,-68.36%,-40.50%,-13.62%,-13.58%,-2.91%,1.84%,5.84%,7.03%,-6.59%,-12.89%,-21.45%,-25.66%,-15.86%,Upgrade
26,FCF Yield,29.75%,33.22%,23.37%,13.06%,5.87%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
