,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,125660,103022,102479,-,90858,72818,76222,153155,267627,296493,-,-,206923,120169,115309,129299,252754,55925,48379,47507,Upgrade
1,Short-Term Investments,22709,21635,32635,-,41525,41491,39991,39935,39935,33135,-,-,51219,27000,27000,46377,25801,50549,50743,50743,Upgrade
2,Trading Asset Securities,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,148369,124657,135114,132384,132384,114309,116213,193090,307562,329628,-,-,258142,147169,142309,175676,278555,106475,99122,98250,Upgrade
4,Cash Growth,12.08%,9.05%,16.26%,-31.44%,-56.96%,-65.32%,-,-,19.14%,123.98%,-,-,-7.33%,38.22%,43.57%,78.81%,96.71%,36.05%,17.65%,-,Upgrade
5,Accounts Receivable,326638,334157,353415,-,378000,312175,298914,327286,346658,304300,-,-,303657,266970,224211,194158,141353,234118,273771,280596,Upgrade
6,Other Receivables,59731,83847,82021,-,81631,83174,92588,83238,74215,66193,-,-,112423,178315,176339,196377,96228,102260,101356,78301,Upgrade
7,Receivables,405602,418004,435435,-,459631,395349,391503,410524,420873,370493,-,-,416080,445285,400550,390536,237581,336378,375127,358897,Upgrade
8,Inventory,1647520,1665806,1748812,-,1719112,1599241,1573153,1592506,1570731,1235385,-,-,1333936,1220131,688153,456706,445654,380583,102075,78674,Upgrade
