,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,164324,246394,109382,89912,248039,110381,94083,93432,226294,641831,562037,300454,431434,136731,57540,85195,25860,69520,34299,31531,Upgrade
1,Revenue Growth (YoY),-33.75%,123.22%,16.26%,-3.77%,9.61%,-82.80%,-83.26%,-68.90%,-47.55%,369.41%,876.78%,252.67%,1568.32%,96.68%,67.76%,170.19%,-83.51%,-22.71%,-77.32%,-23.74%,Upgrade
2,Cost of Revenue,134431,215983,85914,67399,180376,65383,65921,55831,183544,397800,335891,198587,321259,118970,46723,77189,24558,63182,34849,25134,Upgrade
3,Gross Profit,29893,30411,23468,22512,67663,44998,28162,37601,42750,244032,226147,101867,110175,17761,10817,8006,1302,6338,-549.65,6397,Upgrade
4,"Selling, General & Admin",16997,18267,13438,12953,25557,16174,15257,13035,19758,60780,56340,27889,49596,6253,8998,4766,4631,4487,4642,6493,Upgrade
5,Operating Expenses,16997,18267,13438,12953,25557,16174,15257,13035,19758,60780,56340,27889,49596,6253,8998,4766,4631,4487,4642,6493,Upgrade
6,Operating Income,12897,12144,10030,9560,42106,28824,12905,24566,22992,183252,169806,73978,60578,11508,1819,3239,-3329,1851,-5192,-96.12,Upgrade
7,Interest Expense,-3801,-3076,-3086,-2827,-1726,-1456,-1941,-2675,-3080,-1259,-1286,-1515,-5161,-5801,-1557,-1318,-1278,-1481,-1788,-1994,Upgrade
8,Interest & Investment Income,1220,789.88,966.66,1273,1032,1005,2086,2581,2503,2460,1476,808.65,636.59,441.1,517.51,372.25,99540,525.17,3622,521.09,Upgrade
