,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Market Capitalization,1340,1213,1112,877,1205,1668,1721,1986,1784,1177,1136,1406,1720,1997,1908,2124,2099,2652,3710,5677,-,Upgrade
1,Market Cap Growth,-27.32%,-27.32%,-35.41%,-55.85%,-32.47%,41.75%,51.50%,41.24%,3.73%,-41.07%,-40.48%,-33.80%,-18.05%,-24.69%,-48.56%,-62.58%,-,-,-,-,-,Upgrade
2,Enterprise Value,1223,1096,984,737,1084,1548,1536,1730,1542,935,901,1154,1414,1691,1428,1617,1703,2257,3175,5452,-,Upgrade
3,Last Close Price,16.73,15.14,13.88,10.95,15.04,20.83,21.49,24.80,22.28,14.70,14.18,17.56,21.40,24.84,23.74,26.43,25.92,32.76,45.83,70.12,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-37.82,-,-,-,40.62,40.72,45.13,-,57.12,67.16,105.71,-,Upgrade
5,PS Ratio,7.78,7.02,6.17,4.98,6.65,8.70,9.01,10.54,10.74,7.50,5.40,6.55,5.85,6.95,6.21,7.11,7.15,9.21,12.91,19.94,-,Upgrade
6,PB Ratio,2.10,1.90,1.74,1.35,1.82,2.49,2.52,2.87,2.51,1.65,1.60,1.96,2.32,2.67,2.67,2.98,2.97,3.72,5.44,8.34,-,Upgrade
7,P/TBV Ratio,1.95,1.95,1.79,1.38,1.86,2.55,2.57,2.92,2.55,1.69,1.62,2.00,2.36,2.72,2.69,2.99,2.98,3.73,5.44,8.34,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-55.38,-,-,-,-45.88,79.61,-,-,-11.20,-,-,-,130.49,-,305.06,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-69.62,-,-,-,614.43,19.49,36.37,-,49.09,-,-,-,99.99,-,298.59,-,Upgrade
10,EV/Sales Ratio,7.08,6.34,5.46,4.18,5.98,8.07,8.04,9.18,9.28,5.96,4.28,5.38,4.81,5.89,4.65,5.41,5.80,7.84,11.04,19.15,-,Upgrade
11,EV/EBITDA Ratio,-,-36.62,-,-,-,-,-,-,-,-,-,-,-,39.27,-,37.27,-,50.53,-,98.48,-,Upgrade
12,EV/EBIT Ratio,-,-28.13,-,-,-,-,-,-,-,-,-,-,-,40.78,-,38.44,-,51.85,-,100.36,-,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-51.37,-,-,-,-36.45,63.13,-,-,-9.48,-,-,-,111.04,-,292.96,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,-,-,-,-,-,0.00,-,Upgrade
15,Debt / EBITDA Ratio,-,0.42,-,-,-,-,-,-,-,-,-,-,-,0.03,-,-,-,-,-,0.01,-,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-0.18,-,-,-,-0.11,0.18,-,-,-0.02,-,-,-,-,-,0.04,-,Upgrade
17,Asset Turnover,-,0.30,0.15,0.15,0.37,0.26,0.17,0.20,0.34,0.24,0.05,0.15,0.61,0.26,0.46,0.12,0.74,0.23,-,-,Upgrade,
18,Inventory Turnover,-,-,2.55,0.77,0.93,2.71,2.16,1.58,2.32,3.14,2.61,0.33,2.19,6.27,2.17,3.98,1.15,6.19,1.10,-,-,Upgrade
19,Quick Ratio,-,-,2.75,3.39,3.10,2.59,4.25,5.06,7.17,4.01,6.25,9.52,9.54,6.51,8.42,10.40,13.80,8.47,8.52,9.06,-,Upgrade
20,Current Ratio,-,-,3.87,4.57,4.13,3.43,5.45,5.92,8.16,4.51,7.12,10.81,10.64,7.00,9.39,11.06,14.73,8.86,11.22,9.87,-,Upgrade
21,Return on Equity (ROE),-2.35%,-7.83%,-9.02%,-4.49%,-6.19%,-5.98%,-11.30%,-1.44%,0.09%,-2.26%,-11.63%,-3.25%,17.85%,0.62%,11.50%,-2.83%,17.40%,0.77%,13.67%,-2.77%,Upgrade,
22,Return on Assets (ROA),-,-4.99%,-5.74%,-2.73%,-7.59%,-3.49%,-7.56%,-1.11%,-1.43%,-1.64%,-7.92%,-2.37%,9.92%,-0.39%,6.17%,-2.65%,10.88%,-0.77%,-,-,Upgrade,
23,Return on Capital (ROIC),0.25%,-5.56%,-6.37%,-3.10%,-8.52%,-3.80%,-8.16%,-1.25%,-1.60%,-1.76%,-8.39%,-2.57%,10.90%,-0.42%,6.66%,-2.90%,12.07%,-0.85%,7.91%,-2.84%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,5.53%,-,5.89%,-,6.11%,-,7.98%,-,Upgrade
25,Earnings Yield,-2.88%,-3.18%,-4.08%,-4.91%,-3.99%,-2.59%,-1.89%,-1.32%,-1.55%,-2.64%,0.12%,0.46%,2.80%,2.46%,2.46%,2.22%,2.07%,1.75%,1.49%,0.95%,-,Upgrade
26,FCF Yield,-,0.30%,-0.74%,-0.65%,-1.81%,-1.66%,-0.29%,0.21%,-2.18%,1.26%,-11.82%,-10.09%,-8.93%,-9.31%,-1.27%,-0.29%,0.77%,0.20%,0.33%,-,Upgrade,
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,0.25%,-,-,-,0.54%,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.48%,-,-,-,-,-,Upgrade
