,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,2417614,2558085,2504508,2384763,2387787,2463536,2413584,2483108,3111502,3695881,4002351,3634378,3456267,2106391,2038543,1949185,1583975,1556104,1575970,1520431,Upgrade
1,Revenue Growth (YoY),1.25%,3.84%,3.77%,-3.96%,-23.26%,-33.34%,-39.70%,-31.68%,-9.98%,75.46%,96.33%,86.46%,118.20%,35.36%,29.35%,28.20%,9.30%,34.79%,19.17%,30.56%,Upgrade
2,Cost of Revenue,1599095,1676667,1521110,1618610,1620958,1623746,1473450,1592800,1841306,2049959,1874464,1928030,1839676,1466198,1543593,1518562,1203632,1199481,1191685,1162496,Upgrade
3,Gross Profit,818519,881418,983398,766152,766829,839790,940134,890308,1270195,1645922,2127886,1706348,1616590,640193,494950,430623,380343,356623,384285,357934,Upgrade
4,"Selling, General & Admin",106975,208075,157363,145364,128625,156783,146946,148741,191638,178540,191006,191030,193117,153056,150800,143447,122412,120077,99598,150558,Upgrade
5,Operating Expenses,106975,208075,157363,145364,128625,156783,146946,148741,191638,178540,191006,191030,193117,153056,150800,143447,122412,120077,99598,150558,Upgrade
6,Operating Income,711544,673343,826036,620789,638205,683008,793188,741567,1078557,1467382,1936880,1515318,1423473,487137,344150,287176,257930,236547,284687,207376,Upgrade
7,Interest Expense,-5919,-22194,-,-6509,-7920,-21866,-,-6866,-6275,-14697,-,-2735,-,-3170,-18763,-4386,-4800,-3774,-3535,-7713,Upgrade
8,Interest & Investment Income,139075,150535,162440,101179,161752,203311,151709,114529,118993,143573,52808,5336,47285,40456,14906,7980,22289,32751,23413,-,Upgrade
9,Currency Exchange Gain (Loss),22253,-,-2648,41904,4833,-,20787,20522,9621,-,51561,25325,-9393,-,25366,2272,-7013,-,-4118,-10444,Upgrade
10,Other Non Operating Income (Expenses),-1999,-1660,-19792,11899,127.59,-892.48,-15559,14941,-6279,-251.93,-42498,43128,-4911,-8480,-11002,17016,-9484,-17416,-24571,29216,Upgrade
11,EBT Excluding Unusual Items,864954,800025,966036,769261,796997,863560,950125,884694,1194617,1596007,1998751,1586372,1456454,515943,354657,310059,258922,248108,275875,218435,Upgrade
12,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,384.54,-,-208.83,-175.71,729.18,-,6982,-7712,Upgrade
13,Pretax Income,864954,800025,966036,769261,796997,863560,950125,884694,1194617,1596007,1998751,1586372,1456838,515943,354449,309883,259652,248108,282857,210723,Upgrade
14,Income Tax Expense,79777,61996,85745,65356,49660,60702,71020,61939,74342,82311,102495,79617,56222,27861,21320,17933,16420,12605,13639,10605,Upgrade
15,Earnings From Continuing Operations,785177,738029,880291,703905,747337,802858,879105,822755,1120275,1513696,1896256,1506756,1400617,488081,333128,291950,243232,235503,269218,200118,Upgrade
16,Minority Interest in Earnings,-37870,-32049,-19546,-31290,-26190,-41500,-38367,-35618,-90551,-99747,-110754,-170926,-96426,-9682,-11520,-7997,-6878,-9982,-14545,-9992,Upgrade
17,Net Income,747307,705980,860745,672615,721147,761358,840738,787136,1029724,1413949,1785502,1335830,1304191,478399,321608,283953,236354,225521,254674,190126,Upgrade
18,Preferred Dividends & Other Adjustments,44838,-,43459,90902,43269,-,45681,97672,61783,-,84837,187280,78242,-,28704,36334,13407,-,13674,26545,Upgrade
19,Net Income to Common,702468,705980,817286,581714,677878,761358,795057,689464,967941,1413949,1700665,1148550,1225949,478399,292904,247619,222947,225521,241000,163581,Upgrade
20,Net Income Growth,3.63%,-7.27%,2.38%,-14.55%,-29.97%,-46.15%,-52.91%,-41.08%,-21.04%,195.56%,455.18%,370.44%,451.80%,112.13%,26.28%,49.35%,39.91%,90.75%,60.48%,57.34%,Upgrade
21,Shares Outstanding (Basic),404,404,380,356,404,404,380,356,404,404,388,348,395,395,371,348,395,395,371,348,Upgrade
22,Shares Outstanding (Diluted),404,404,380,356,404,404,380,356,404,404,388,356,395,395,371,348,395,395,371,348,Upgrade
23,Shares Change (YoY),0.01%,-0.00%,0.01%,-0.01%,-0.02%,0.03%,-2.10%,-0.16%,2.31%,2.31%,4.44%,2.48%,0.02%,-0.02%,0.05%,-0.03%,4.34%,4.30%,4.35%,4.35%,Upgrade
24,EPS (Basic),1738.63,1747.00,2152.43,1636.22,1677.92,1884.00,2094.09,1939.15,2395.47,3500.00,4385.39,3304.73,3104.06,1211.52,788.81,712.51,564.60,571.03,649.33,470.54,Upgrade
25,EPS (Diluted),1737.99,1747.00,2152.43,1636.22,1677.92,1884.00,2094.09,1938.94,2395.47,3500.00,4385.00,3225.05,3104.05,1211.52,788.81,712.38,564.31,571.03,649.33,470.34,Upgrade
26,EPS Growth,3.58%,-7.27%,2.79%,-15.61%,-29.95%,-46.17%,-52.24%,-39.88%,-22.83%,188.89%,455.90%,352.71%,450.07%,112.16%,21.48%,51.46%,32.73%,82.90%,52.35%,50.57%,Upgrade
27,Free Cash Flow,243795,1017998,3133045,-1797367,1060037,87149,1576707,-190820,1903685,1231360,1204619,1439638,1238332,859517,23908,245120,263046,90927,256107,219638,Upgrade
28,Free Cash Flow Per Share,603.40,2519.11,8251.29,-5055.57,2623.87,215.65,4152.86,-536.69,4711.26,3048.03,3106.27,4042.40,3135.41,2176.68,64.39,705.32,666.15,230.23,690.03,631.79,Upgrade
29,Dividend Per Share,-,-,-,-,3000.000,3000.000,-,-,1000.000,3000.000,-,-,460.829,-,-,-,-,601.082,-,-,Upgrade
30,Dividend Growth,-,-,-,-,200.00%,0%,-,-,117.00%,-,-,-,-,-,-,-,-,72.50%,-,-,Upgrade
31,Gross Margin,33.86%,34.46%,39.27%,32.13%,32.11%,34.09%,38.95%,35.85%,40.82%,44.53%,53.17%,46.95%,46.77%,30.39%,24.28%,22.09%,24.01%,22.92%,24.38%,23.54%,Upgrade
32,Operating Margin,29.43%,26.32%,32.98%,26.03%,26.73%,27.72%,32.86%,29.86%,34.66%,39.70%,48.39%,41.69%,41.19%,23.13%,16.88%,14.73%,16.28%,15.20%,18.06%,13.64%,Upgrade
33,Profit Margin,29.06%,27.60%,32.63%,24.39%,28.39%,30.91%,32.94%,27.77%,31.11%,38.26%,42.49%,31.60%,35.47%,22.71%,14.37%,12.70%,14.08%,14.49%,15.29%,10.76%,Upgrade
34,Free Cash Flow Margin,10.08%,39.80%,125.10%,-75.37%,44.39%,3.54%,65.33%,-7.68%,61.18%,33.32%,30.10%,39.61%,35.83%,40.81%,1.17%,12.58%,16.61%,5.84%,16.25%,14.45%,Upgrade
35,EBITDA,773393,760343,932077,727184,731744,776254,873456,822288,1140477,1541406,2012047,1589549,1494940,558014,412667,354921,325199,304067,351392,273690,Upgrade
36,EBITDA Margin,31.99%,29.72%,37.22%,30.49%,30.65%,31.51%,36.19%,33.12%,36.65%,41.71%,50.27%,43.74%,43.25%,26.49%,20.24%,18.21%,20.53%,19.54%,22.30%,18.00%,Upgrade
37,D&A For EBITDA,61849,87000,106041,106395,93539,93246,80268,80721,61920,74023,75167,74231,71466,70877,68517,67745,67269,67520,66705,66314,Upgrade
38,EBIT,711544,673343,826036,620789,638205,683008,793188,741567,1078557,1467382,1936880,1515318,1423473,487137,344150,287176,257930,236547,284687,207376,Upgrade
39,EBIT Margin,29.43%,26.32%,32.98%,26.03%,26.73%,27.72%,32.86%,29.86%,34.66%,39.70%,48.39%,41.69%,41.19%,23.13%,16.88%,14.73%,16.28%,15.20%,18.06%,13.64%,Upgrade
40,Effective Tax Rate,9.22%,7.75%,8.88%,8.50%,6.23%,7.03%,7.47%,7.00%,6.22%,5.16%,5.13%,5.02%,3.86%,5.40%,6.01%,5.79%,6.32%,5.08%,4.82%,5.03%,Upgrade
41,Revenue as Reported,2417614,2558085,2504508,2384763,2387787,2463536,2413584,2483108,3111502,3695881,4002351,3634378,3456267,2106391,2038543,1949185,1583975,1556104,1575970,1520431,Upgrade
