,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,41357869,44282163,43864407,46522856,46864656,35851082,35509282,24229863,19482633,22368949,29470658,43249702,39006168,27355641,25815924,13960102,10041710,7601946,6337429,5109828,2509637,Upgrade
1,Market Cap Growth,23.52%,23.52%,23.53%,92.01%,140.55%,60.27%,20.49%,-43.98%,-50.05%,-18.23%,14.16%,209.81%,288.44%,259.85%,307.36%,173.20%,300.13%,151.31%,91.46%,44.62%,-44.83%,Upgrade
2,Enterprise Value,32096959,34098313,34801694,38218360,38120393,27540116,28255689,16602658,11325911,16212211,24798216,39395026,36347774,25976270,25215079,13394303,9507268,7339468,6192433,5102162,2601932,Upgrade
3,Last Close Price,108900.00,116600.00,112433.63,119247.79,120123.89,91893.81,88106.69,60119.86,47428.80,54455.28,68583.61,102963.79,92861.08,65124.94,61079.52,33029.09,23758.13,17985.79,14535.02,11563.56,5679.32,Upgrade
4,PE Ratio,14.73,15.77,15.76,16.39,16.64,12.26,11.05,6.27,4.08,4.28,5.37,9.50,12.40,12.19,20.79,14.12,10.72,8.91,8.01,7.47,4.22,Upgrade
5,PS Ratio,4.19,4.49,4.46,4.78,4.86,3.68,3.39,2.07,1.47,1.55,1.99,3.28,3.47,2.86,3.36,1.96,1.51,1.22,1.04,0.90,0.46,Upgrade
6,PB Ratio,3.10,3.23,3.10,3.48,3.75,2.98,2.84,2.07,1.77,2.06,2.69,4.55,5.12,4.32,5.04,3.01,2.33,1.87,1.56,1.34,0.69,Upgrade
7,P/TBV Ratio,3.42,3.42,3.29,3.66,3.95,3.18,3.02,2.15,1.82,2.14,2.79,4.77,5.36,4.50,5.23,3.21,2.49,1.95,1.67,1.44,0.74,Upgrade
8,P/FCF Ratio,15.92,17.05,12.85,18.74,-,14.15,10.52,5.36,-,3.87,5.76,9.12,10.95,11.56,18.55,22.41,11.74,9.16,8.55,5.92,3.23,Upgrade
9,P/OCF Ratio,14.20,14.20,11.57,16.15,-,12.88,9.75,5.09,4.34,3.77,5.60,8.77,10.52,10.44,16.16,16.13,8.37,7.08,6.26,4.87,2.86,Upgrade
10,EV/Sales Ratio,3.25,3.46,3.54,3.92,3.95,2.83,2.70,1.42,0.85,1.12,1.68,2.98,3.24,2.72,3.28,1.88,1.43,1.18,1.01,0.90,0.48,Upgrade
11,EV/EBITDA Ratio,10.05,10.68,11.04,12.07,12.26,8.60,7.82,3.79,2.05,2.58,3.74,6.97,8.96,9.21,15.27,9.59,7.12,5.85,5.29,4.89,2.79,Upgrade
12,EV/EBIT Ratio,11.33,12.04,12.62,13.81,13.94,9.64,8.57,4.07,2.17,2.70,3.91,7.35,9.64,10.22,18.32,11.90,8.92,7.44,6.84,6.53,3.86,Upgrade
13,EV/FCF Ratio,12.36,13.13,10.19,15.39,-,10.87,8.37,3.67,-,2.81,4.85,8.31,10.21,10.97,18.12,21.50,11.12,8.85,8.36,5.92,3.35,Upgrade
14,Debt / Equity Ratio,0.06,0.06,0.06,0.06,0.07,0.11,0.08,0.09,0.09,0.04,0.08,0.10,0.11,0.13,0.17,0.25,0.25,0.28,0.31,0.30,0.24,Upgrade
15,Debt / EBITDA Ratio,0.27,0.28,0.26,0.22,0.32,0.45,0.32,0.29,0.29,0.10,0.14,0.12,0.14,0.14,0.39,0.72,0.76,0.88,1.03,0.81,0.79,Upgrade
16,Debt / FCF Ratio,0.33,0.33,0.23,0.33,-,0.52,0.29,0.22,-,0.08,0.17,0.21,0.24,0.36,0.62,1.90,1.26,1.38,1.69,1.32,1.11,Upgrade
17,Asset Turnover,0.60,0.65,0.67,0.64,0.63,0.69,0.72,0.75,0.95,1.22,1.54,1.62,1.80,1.28,1.32,1.31,1.09,1.11,1.21,1.26,Upgrade,
18,Inventory Turnover,6.97,7.43,7.82,6.63,7.56,7.57,7.00,6.04,6.52,5.82,5.25,5.80,6.47,6.91,6.99,7.40,8.50,7.21,7.46,7.74,6.68,Upgrade
19,Quick Ratio,5.45,5.45,6.03,5.61,5.36,3.26,4.86,4.59,4.41,3.78,4.85,3.81,3.22,2.04,1.95,1.61,1.57,1.46,1.50,1.34,1.46,Upgrade
20,Current Ratio,6.19,6.19,6.55,6.24,5.93,3.57,5.31,5.47,4.96,4.27,5.81,4.69,3.81,2.74,2.53,2.22,2.06,1.90,1.96,1.83,1.96,Upgrade
21,Return on Equity (ROE),22.56%,21.45%,27.20%,22.95%,24.36%,26.53%,30.93%,30.10%,41.09%,59.15%,88.66%,86.45%,97.78%,39.98%,29.79%,27.89%,23.94%,23.90%,28.81%,22.54%,Upgrade,
22,Return on Assets (ROA),11.11%,10.67%,13.86%,10.35%,10.53%,12.00%,14.70%,13.93%,20.62%,30.38%,46.49%,42.20%,46.45%,18.48%,13.89%,12.08%,11.08%,10.50%,13.64%,10.74%,Upgrade,
