,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,96.06,93.06,126.06,809.36,112.84,156.25,102.08,831.99,136.88,118.6,110.7,754.9,124.21,155.81,85.49,712.28,91.46,101.17,66.82,357.69,Upgrade
1,Trading Asset Securities,404,435,566,40,485,421,575,-,462.49,438.04,636.85,117.25,549,482,714.5,200,521,391,648.2,540,Upgrade
2,Cash & Short-Term Investments,500.06,528.06,692.06,849.36,597.84,577.25,677.08,831.99,599.37,556.64,747.55,872.15,673.21,637.81,799.99,912.28,612.46,492.17,715.02,897.69,Upgrade
3,Cash Growth,-16.36%,-8.52%,2.21%,2.09%,-0.26%,3.70%,-9.43%,-4.60%,-10.97%,-12.73%,-6.56%,-4.40%,9.92%,29.59%,11.88%,1.63%,661.86%,12.03%,1000.59%,10.31%,Upgrade
4,Accounts Receivable,309.72,366.74,262.78,231.34,326.82,327.29,261.57,245.38,245.81,282.95,227.84,196.15,271.77,290.12,275.51,234.59,153.72,227.16,237.35,272.85,Upgrade
5,Other Receivables,33.6,43.99,46,27.36,17.73,43.2,37.35,26.58,32.59,38.73,46.58,24.18,32.83,35.79,47.62,24.9,36.58,40.64,31.2,34.18,Upgrade
6,Receivables,343.32,410.73,308.77,258.7,344.55,370.49,298.92,271.97,278.4,321.68,274.42,220.33,304.6,325.91,323.13,259.49,190.3,267.8,268.55,307.02,Upgrade
7,Inventory,128.76,104.17,122.95,185.88,133.36,195.28,136.65,173.29,152.63,123.79,108.64,153.9,85.38,94.34,92.67,115.65,91.42,65.39,112.57,112.11,Upgrade
8,Other Current Assets,34.11,29.88,23.79,22.16,32.34,28.63,32.35,36.45,29.45,25.49,26.06,27.53,44.88,22.62,35.29,34.1,22.91,42.33,27.96,29.63,Upgrade
9,Total Current Assets,1006,1073,1148,1316,1108,1172,1145,1314,1060,1028,1157,1274,1108,1081,1251,1322,917.09,867.68,1124,1346,Upgrade
10,"Property, Plant & Equipment",723.4,728.07,733.28,739.95,746.54,750.87,753.02,768.26,761.12,772.62,777.75,778.38,782.67,795.77,804.76,805.79,787.09,795.53,806.04,809.32,Upgrade
11,Goodwill,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,Upgrade
12,Other Intangible Assets,76.4,78.38,79.19,79.97,72.16,76.3,79.21,81.1,84.56,86.12,87.94,89.85,82.15,83.69,81.03,82.62,92.61,94.19,95.76,97.34,Upgrade
