,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,327,192,313,495,771,844,800,1601,1819,2168,2532,Upgrade
1,Market Cap Growth,-66.58%,-61.18%,-59.43%,-41.38%,-3.64%,-47.27%,-56.00%,-26.17%,-28.16%,-16.76%,5.45%,Upgrade
2,Enterprise Value,606,448,627,749,604,472,562,1696,1892,2225,2557,Upgrade
3,Last Close Price,0.23,0.13,0.21,0.34,0.53,0.58,0.55,1.10,1.25,1.49,1.74,Upgrade
4,PE Ratio,-,-,-,-,-,-,20.90,75.55,-,90.87,-,Upgrade
5,PS Ratio,1.38,1.35,-,4.23,-,3.12,2.48,5.22,6.72,8.16,12.59,Upgrade
6,PB Ratio,1.30,0.84,1.23,1.62,2.18,2.48,2.30,4.68,5.88,6.24,8.75,Upgrade
7,P/TBV Ratio,0.76,0.76,1.20,1.71,2.44,2.48,2.30,4.68,5.90,6.24,8.78,Upgrade
8,P/FCF Ratio,25.70,-,-,-,-,-,-,3.89,19.12,-,-,Upgrade
9,P/OCF Ratio,4.04,-,-,-,-,-,-,3.88,19.02,-,-,Upgrade
10,EV/Sales Ratio,2.55,3.14,-,6.40,-,1.75,1.74,5.53,6.99,8.38,12.71,Upgrade
11,EV/EBITDA Ratio,16.04,53.07,-,-,-,86.37,13.09,56.73,-,44.82,215.03,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,306.43,14.35,67.58,-,49.42,351.92,Upgrade
13,EV/FCF Ratio,47.57,-,-,-,-,-,-,4.12,19.89,-,-,Upgrade
14,Debt / Equity Ratio,2.12,2.12,1.77,1.54,1.40,0.30,0.30,0.33,0.83,0.71,0.89,Upgrade
15,Debt / FCF Ratio,37.94,-,-,-,-,-,-,0.28,2.68,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,0.35%,10.91%,7.02%,-,7.59%,1.63%,Upgrade
17,Earnings Yield,-6.29%,-5.61%,-,-5.65%,-,0.42%,4.78%,1.32%,1.08%,1.10%,-0.46%,Upgrade
18,FCF Yield,3.89%,-5.36%,-,-11.04%,-,-20.55%,13.77%,25.72%,5.23%,-3.77%,-1.32%,Upgrade
