,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,4624,5265,5014,4199,3868,4845,5650,6524,6566,6268,6756,4890,4864,6339,5677,8959,5780,7959,10681,16281,-,Upgrade
1,Market Cap Growth,8.67%,8.67%,-11.26%,-35.64%,-41.08%,-22.70%,-16.37%,33.42%,34.98%,-1.12%,18.99%,-45.42%,-15.84%,-20.36%,-46.85%,-44.97%,-,-,-,-,-,Upgrade
2,Enterprise Value,4229,4870,4608,3765,3321,4297,5137,6012,5937,5639,6089,4199,4174,5649,4710,7866,4673,6851,9600,16243,-,Upgrade
3,Last Close Price,18.61,21.19,20.18,16.90,15.51,19.42,22.65,26.15,26.25,25.05,27.01,19.55,19.28,25.13,22.50,35.51,22.81,31.40,42.14,64.24,-,Upgrade
4,PE Ratio,409.19,465.92,132.41,122.27,-,50.69,42.64,36.84,34.14,32.85,34.20,25.39,25.66,34.01,37.30,59.33,42.32,67.13,102.19,188.42,-,Upgrade
5,Forward PE,32.37,37.25,38.26,26.72,24.71,32.84,29.61,26.87,22.89,24.82,28.08,21.65,18.36,31.66,30.22,53.53,37.53,49.75,68.45,114.50,-,Upgrade
6,PS Ratio,9.29,11.63,11.55,10.76,10.02,10.52,10.73,10.28,9.65,9.66,10.30,7.77,8.04,10.68,10.51,17.88,12.59,20.38,29.05,47.37,-,Upgrade
7,PB Ratio,2.42,2.57,2.45,2.06,1.89,2.37,2.86,3.30,3.37,3.28,3.68,2.74,2.74,3.65,3.43,5.71,3.70,5.19,7.14,11.20,-,Upgrade
8,P/TBV Ratio,3.60,3.60,3.42,2.89,2.63,3.20,3.71,4.30,4.32,4.22,4.77,3.58,3.56,4.74,4.45,5.83,3.77,5.27,7.25,11.38,-,Upgrade
9,P/FCF Ratio,-,-,60.44,37.70,-,20.06,35.14,74.00,108.61,352.58,-,53.60,-,119.02,227.10,266.99,-,169.08,349.61,-986.62,-,Upgrade
10,P/OCF Ratio,-,-,47.47,30.32,-,18.12,24.84,33.60,36.77,40.19,36.98,24.42,29.77,43.74,79.08,132.85,-,102.67,125.08,332.87,-,Upgrade
11,EV/Sales Ratio,9.34,10.76,10.61,9.65,8.60,9.33,9.76,9.47,8.72,8.69,9.28,6.67,6.90,9.52,8.72,15.70,10.18,17.55,26.11,47.26,-,Upgrade
