,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,1406664,1177423,833575,833061,1450369,1562176,963382,128831,827784,986897,156111,536953,1494332,569507,1024843,823827,878056,212149,266466,91485,Upgrade
1,Short-Term Investments,-,12477,21824,-,6245,-,-,-,1394,-,1394,-,1457,-,-,-,902.93,-,-,-,Upgrade
2,Cash & Short-Term Investments,1406664,1189900,855399,833061,1456614,1562176,963382,128831,829178,986897,157505,536953,1495789,569507,1024843,823827,878959,212149,266466,91485,Upgrade
3,Cash Growth,-3.43%,-23.83%,-11.21%,546.63%,75.67%,58.29%,511.65%,-76.01%,-44.57%,73.29%,-84.63%,-34.82%,70.18%,168.45%,284.61%,800.50%,567.24%,206.79%,341.84%,-5.99%,Upgrade
4,Accounts Receivable,2383219,2516481,2533657,2067061,1970945,2355427,2217668,1885517,1485554,2138982,2024572,2084583,1668040,1840227,1142922,1485620,1089718,1063306,685600,746008,Upgrade
5,Other Receivables,85604,169955,48815,94024,48997,48085,43929,83131,31147,34800,21729,23162,27260,10978,9191,10017,9970,10054,15047,19643,Upgrade
6,Receivables,2522436,2747750,2633414,2210833,2061470,2423512,2281597,1989648,1540421,2204831,2077349,2120693,1701701,1859606,1160513,1593622,1099688,1073360,700648,765826,Upgrade
7,Inventory,3500842,2859862,2908405,2944837,3016489,2248572,2592942,3032767,3254339,2723120,3396605,3512228,2888111,934956,975014,666419,827371,795375,1028064,835895,Upgrade
8,Prepaid Expenses,18919,21642,18158,10898,15516,13463,16519,13263,27077,11417,14081,9747,9447,6356,8317,8681,6828,3138,3468,3932,Upgrade
