,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,31917,21942,30952,25651,31672,27075,31978,26310,30705,20130,28816,24763,24601,23538,30011,26208,24427,18826,22116,25014,Upgrade
1,Other Revenue,-287.15,287.15,-,800.06,-396.63,396.63,-,1098,-599.38,599.38,-,1695,-890.17,890.17,-,1432,-588.64,588.64,-,1183,Upgrade
2,Revenue,31630,22229,30952,26451,31275,27471,31978,27408,30106,20729,28816,26458,23711,24428,30011,27640,23838,19415,22116,26197,Upgrade
3,Revenue Growth (YoY),1.13%,-19.08%,-3.21%,-3.49%,3.89%,32.53%,10.98%,3.59%,26.97%,-15.14%,-3.98%,-4.28%,-0.53%,25.82%,35.69%,5.51%,2.24%,-5.80%,-6.01%,8.03%,Upgrade
4,"Selling, General & Admin",413.9,300.02,348.6,659.03,384.63,318.96,305.74,665.76,380.28,327.69,265.64,742.62,361.28,350.6,352.38,696.91,451.81,344.23,351.2,597.73,Upgrade
5,Provision for Bad Debts,-5.12,-0.35,-0.03,4.99,-2.92,-5.47,-2.08,42.24,-0.69,-0.18,-,59.48,4.84,34.21,-0.89,37.45,-22.17,-0.48,-0.06,25.58,Upgrade
6,Other Operating Expenses,28446,20559,28538,25603,28347,25684,30627,29449,29098,20389,28253,36193,26399,22675,26579,23377,20122,16239,18659,22544,Upgrade
7,Total Operating Expenses,28854,20859,28887,26267,28729,25998,30931,30157,29478,20717,28519,36995,26765,23061,26933,24111,20552,16583,19011,23167,Upgrade
8,Operating Income,2775,1370,2065,183.53,2547,1473,1048,-2749,627.94,12.34,296.91,-10537,-3054,1367,3078,3529,3287,2832,3106,3030,Upgrade
9,Interest Expense,-796.72,-793.11,-848.37,-3634,-904.39,-907.89,-927.14,-4071,2016,-996.87,-1019,-1200,-956.98,-1060,-1033,-908.14,-1276,-1064,-1237,-1127,Upgrade
10,Interest Income,825.5,1100,1148,713.3,807.13,1145,1183,954.31,987.35,1741,1207,2299,785.9,4096,214.94,207.57,144.6,147.66,173.86,275.86,Upgrade
11,Net Interest Expense,28.78,306.54,299.78,-2920,-97.26,237.56,255.94,-3117,3003,743.78,188.47,1099,-171.08,3036,-817.77,-700.57,-1131,-916.58,-1063,-850.73,Upgrade
