,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,4616799,5653286,4522069,4269040,4191622,4254266,4526130,4245773,4713099,4556811,3457628,4815785,6113068,3872631,3399687,4212851,3727381,4367623,2512584,2845661,Upgrade
1,Revenue Growth (YoY),10.14%,32.89%,-0.09%,0.55%,-11.06%,-6.64%,30.90%,-11.84%,-22.90%,17.67%,1.70%,14.31%,64.00%,-11.33%,35.31%,48.04%,41.92%,73.43%,6.07%,14.06%,Upgrade
2,Cost of Revenue,4363718,5394194,4295529,4102300,3983915,4056508,4391584,4063448,4463111,4331384,3165034,4616690,5758614,3674176,3212437,4013811,3539140,4196201,2354075,2694933,Upgrade
3,Gross Profit,253082,259092,226540,166740,207707,197758,134546,182325,249988,225426,292595,199095,354454,198455,187250,199040,188241,171422,158509,150727,Upgrade
4,"Selling, General & Admin",179554,196359,146997,120507,169867,126028,126196,108093,159405,124434,89068,110118,207415,123580,109138,116184,134866,92832,116409,90247,Upgrade
5,Operating Expenses,179554,196359,146997,120507,169867,126028,126196,108093,159405,124434,89068,110118,207415,123580,109138,116184,134866,92832,116409,90247,Upgrade
6,Operating Income,73528,62733,79543,46234,37840,71730,8350,74232,90583,100992,203527,88977,147039,74875,78112,82856,53375,78591,42100,60480,Upgrade
7,Interest Expense,-39687,-34871,-41904,-30327,-,-62497,-11153,-177478,-44110,-34041,-36165,-25677,-21418,-21758,-19204,-18685,-21479,-20613,-14551,-19777,Upgrade
8,Interest & Investment Income,45719,60464,-,25487,99817,68966,-,140021,15499,31690,26228,27143,2422,20301,14158,4188,2828,8875,14002,585.07,Upgrade
