,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 4, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,79,79,89,99,92,118,138,146,150,148,247,Upgrade
1,Market Cap Growth,-20.00%,-20.00%,-3.23%,-16.67%,-33.57%,-18.92%,-7.89%,-1.33%,-39.20%,-54.55%,-15.54%,Upgrade
2,Enterprise Value,-121,-162,-156,-167,-192,-185,-113,-118,-78,-72,-10,Upgrade
3,Last Close Price,0.40,0.40,0.45,0.50,0.47,0.60,0.70,0.74,0.76,0.75,1.25,Upgrade
4,PS Ratio,0.35,0.35,0.40,0.55,0.51,0.64,0.60,0.50,0.58,0.74,1.00,Upgrade
5,PB Ratio,0.12,0.12,0.13,0.15,0.13,0.16,0.17,0.20,0.19,0.18,0.28,Upgrade
6,P/TBV Ratio,0.12,0.12,0.13,0.15,0.14,0.17,0.18,0.21,0.21,0.19,0.29,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,-16.15,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,-20.06,-,-,-,Upgrade
9,EV/FCF Ratio,1.49,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,0.00,0.00,0.00,-,-,-,0.00,0.00,0.00,0.00,0.00,Upgrade
11,Debt / FCF Ratio,-,-,-,-,-,-,-,-0.02,-,-,-,Upgrade
12,Earnings Yield,-26.40%,-26.40%,-19.01%,-17.26%,-28.96%,-45.87%,-57.02%,-101.11%,-103.09%,-107.65%,-89.14%,Upgrade
13,FCF Yield,-102.94%,-102.94%,-49.82%,-46.51%,-47.77%,-25.92%,1.68%,-6.19%,-23.51%,-50.65%,-33.47%,Upgrade
