,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,507,597,756,1951,2269,2117,1966,2042,1739,2352,2707,Upgrade
1,Market Cap Growth,-69.38%,-69.38%,-66.67%,-7.86%,15.38%,3.70%,13.04%,-13.18%,-35.75%,-17.72%,24.31%,Upgrade
2,Enterprise Value,486,453,664,1748,2110,2041,1837,1977,1667,2318,2601,Upgrade
3,Last Close Price,0.67,0.75,0.94,2.42,2.73,2.51,2.28,2.36,1.96,2.64,3.01,Upgrade
4,PE Ratio,-,-,-,-29.85,-,22.58,35.69,25.20,164.27,-,18.93,Upgrade
5,PS Ratio,0.88,1.04,1.06,2.63,2.30,1.80,1.82,2.05,1.93,2.11,2.06,Upgrade
6,PB Ratio,0.68,0.82,0.89,1.99,2.19,1.85,1.74,1.83,1.56,2.19,2.37,Upgrade
7,P/TBV Ratio,0.85,0.85,0.92,2.18,2.39,2.02,1.91,2.03,1.72,2.44,2.64,Upgrade
8,P/FCF Ratio,-,-,53.36,-,11.52,10.44,11.23,21.46,-,21.23,22.22,Upgrade
9,P/OCF Ratio,28.95,-,23.47,-,9.90,9.03,9.46,14.64,14.46,16.82,15.69,Upgrade
10,EV/Sales Ratio,0.84,0.79,0.93,2.36,2.14,1.74,1.70,1.98,1.85,2.08,1.98,Upgrade
11,EV/EBITDA Ratio,-,-,-,-179.04,-,11.78,13.87,16.39,32.58,-,14.66,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,16.91,22.26,25.08,276.08,-,32.50,Upgrade
13,EV/FCF Ratio,-90.03,-,46.85,-,10.72,10.07,10.49,20.78,-,20.93,21.34,Upgrade
14,Debt / Equity Ratio,0.10,0.10,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.09,Upgrade
15,Debt / FCF Ratio,-,-,3.50,-,0.34,0.38,0.54,0.94,-,0.84,0.85,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,10.10%,6.94%,6.71%,0.51%,-,6.62%,Upgrade
17,Earnings Yield,-36.91%,-31.31%,-13.57%,-3.35%,0.27%,4.43%,2.80%,3.97%,0.61%,-0.78%,5.28%,Upgrade
18,FCF Yield,-1.06%,-0.90%,1.87%,0.93%,8.68%,9.58%,8.90%,4.66%,4.57%,4.71%,4.50%,Upgrade
19,Dividend Yield,7.46%,6.04%,5.30%,4.14%,4.40%,3.98%,3.50%,2.55%,2.80%,1.71%,2.83%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,0.10%,0.10%,0.37%,0.06%,-0.47%,Upgrade,
21,Total Shareholder Return,7.46%,6.04%,5.30%,4.14%,4.40%,3.98%,3.60%,2.64%,3.17%,1.77%,2.35%,Upgrade
