,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,112,81,74,93,92,109,109,85,125,114,112,112,138,143,151,151,135,145,158,187,164,Upgrade
1,Market Cap Growth,-25.36%,-25.36%,-32.06%,9.82%,-26.14%,-5.00%,-2.79%,-24.19%,-9.06%,-20.00%,-25.86%,-25.86%,1.92%,-1.79%,-4.92%,-19.44%,-17.46%,-22.22%,-12.86%,-5.26%,-12.50%,Upgrade
2,Enterprise Value,-136,-122,-131,53,52,8,10,93,134,70,67,115,141,81,89,116,100,120,132,100,73,Upgrade
3,Last Close Price,0.21,0.16,0.14,0.18,0.18,0.21,0.21,0.16,0.24,0.22,0.21,0.21,0.27,0.28,0.29,0.29,0.26,0.28,0.30,0.36,0.32,Upgrade
4,PE Ratio,-,-857.51,-18.13,-,-2.66,-2.07,-1.43,-,-,-,-,-,-,642.25,-,195.18,-,-2.80,-,-,-,Upgrade
5,PS Ratio,0.05,0.03,0.03,0.04,0.04,0.06,0.06,0.05,0.08,0.07,0.07,0.08,0.12,0.16,0.16,0.18,0.17,0.19,0.24,0.27,0.24,Upgrade
6,PB Ratio,0.24,0.16,0.14,0.19,0.18,0.21,0.21,0.16,-,0.19,-,0.17,0.19,0.20,-,0.22,-,0.23,-,0.29,0.24,Upgrade
7,P/TBV Ratio,0.18,0.18,0.16,0.21,0.21,0.24,0.23,0.18,-,0.21,-,0.19,0.21,0.21,-,0.23,-,0.24,-,0.31,0.25,Upgrade
8,P/FCF Ratio,0.42,1.02,1.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
