,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,77309,72762,66395,70639,69048,72534,79886,79369,80147,76175,85895,Upgrade
1,Market Cap Growth,3.00%,3.00%,-3.84%,-2.61%,-13.57%,-8.61%,-0.33%,4.19%,-6.69%,-8.37%,-8.51%,Upgrade
2,Enterprise Value,120560,120023,111849,115965,112842,116954,122770,123014,122436,117868,125950,Upgrade
3,Last Close Price,10.20,9.60,8.47,8.57,8.08,8.12,8.69,8.31,8.15,7.48,8.21,Upgrade
4,PE Ratio,15.24,14.35,13.20,14.15,13.97,14.80,16.58,16.51,15.11,14.36,17.34,Upgrade
5,Forward PE,14.47,13.57,12.83,13.84,14.09,14.97,16.13,14.63,14.95,14.72,15.88,Upgrade
6,PS Ratio,2.22,2.09,1.92,2.06,2.01,2.13,2.32,2.34,2.40,2.35,2.63,Upgrade
7,PB Ratio,2.02,1.84,1.96,2.00,1.98,1.99,2.22,2.13,2.19,2.01,2.33,Upgrade
8,P/FCF Ratio,-,-,6.84,7.74,8.11,8.60,9.56,9.61,9.86,9.33,10.41,Upgrade
9,P/OCF Ratio,-,-,5.60,6.27,6.42,6.78,7.44,7.46,7.63,7.23,7.88,Upgrade
10,PEG Ratio,4.69,6.72,6.72,-,-,5.82,-,92.52,21.54,25.25,5.29,Upgrade
11,EV/Sales Ratio,3.47,3.45,3.23,3.38,3.28,3.43,3.56,3.62,3.66,3.64,3.86,Upgrade
12,EV/EBITDA Ratio,11.69,11.50,11.10,11.67,11.84,12.42,13.12,13.21,13.34,13.01,13.38,Upgrade
13,EV/EBIT Ratio,14.84,14.55,14.10,14.97,14.94,16.12,17.18,17.31,17.24,16.39,17.05,Upgrade
14,EV/FCF Ratio,-,-,11.52,12.71,13.26,13.86,14.69,14.89,15.06,14.44,15.26,Upgrade
15,Debt / Equity Ratio,1.11,1.11,1.44,1.34,1.35,1.27,1.29,1.24,1.25,1.19,1.19,Upgrade
16,Debt / FCF Ratio,-,-,5.03,5.20,5.54,5.47,5.55,5.58,5.63,5.53,5.33,Upgrade
17,Return on Capital Employed (ROCE),9.06%,9.06%,8.84%,8.42%,8.28%,8.19%,8.08%,7.61%,7.89%,8.19%,8.74%,Upgrade
18,Earnings Yield,6.56%,6.97%,7.57%,7.07%,7.16%,6.76%,6.03%,6.06%,6.62%,6.96%,5.77%,Upgrade
19,FCF Yield,-,14.62%,12.91%,12.32%,11.63%,10.46%,10.41%,10.15%,10.72%,9.61%,Upgrade,
20,Dividend Yield,7.58%,8.06%,9.13%,8.92%,9.31%,9.18%,8.45%,8.75%,8.79%,9.51%,8.58%,Upgrade
21,Buyback Yield / Dilution,0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,0.04%,0.01%,-0.06%,-0.02%,Upgrade,
22,Total Shareholder Return,7.58%,8.07%,9.12%,8.92%,9.29%,9.16%,8.44%,8.79%,8.80%,9.44%,8.56%,Upgrade
