,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,18084,16669,17930,16400,17968,16157,18318,15643,17783,14606,Upgrade
1,Revenue Growth (YoY),0.86%,1.64%,-0.21%,1.50%,-1.91%,3.29%,3.01%,7.10%,-1.17%,-3.33%,Upgrade
2,Cost of Revenue,9219,8491,9175,8279,8960,8134,9179,7550,8762,6941,Upgrade
3,Gross Profit,8865,8178,8755,8121,9008,8023,9139,8093,9021,7665,Upgrade
4,"Selling, General & Admin",4111,4684,4318,4812,4763,5014,5000,5127,4887,4608,Upgrade
5,Operating Expenses,4111,4684,4318,4812,4763,5014,5000,5127,4887,4608,Upgrade
6,Operating Income,4754,3494,4437,3309,4245,3009,4139,2966,4134,3057,Upgrade
7,Interest Expense,-1227,-1011,-1111,-901,-869,-603,-633,-542,-684,-613,Upgrade
8,Interest & Investment Income,-,-,56,-,29,-,33,-,44,-,Upgrade
9,Earnings From Equity Investments,-42,-84,-54,-60,-59,-38,-67,-63,-49,-30,Upgrade
10,Currency Exchange Gain (Loss),-,-,-97,-,-55,-,24,-,4,-,Upgrade
11,Other Non Operating Income (Expenses),196,-65,-56,-15,-78,-21,-19,-19,-1,-40,Upgrade
12,EBT Excluding Unusual Items,3681,2334,3175,2333,3213,2347,3477,2342,3448,2374,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-3,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,20,-55,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-,-,-302,-,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,-,692,-,Upgrade
17,Pretax Income,3681,2334,3175,2333,3213,2347,3477,2342,3855,2319,Upgrade
18,Income Tax Expense,572,342,117,379,206,435,563,434,441,414,Upgrade
19,Earnings From Continuing Operations,3109,1992,3058,1954,3007,1912,2914,1908,3414,1905,Upgrade
20,Minority Interest in Earnings,-29,-2,-19,-2,-16,-2,-6,-8,-9,-7,Upgrade
21,Net Income,3080,1990,3039,1952,2991,1910,2908,1900,3405,1898,Upgrade
22,Net Income to Common,3080,1990,3039,1952,2991,1910,2908,1900,3405,1898,Upgrade
23,Net Income Growth,1.35%,1.95%,1.60%,2.20%,2.85%,0.53%,-14.60%,0.11%,11.46%,-12.21%,Upgrade
24,Shares Outstanding (Basic),7574,7575,7575,7574,7574,7573,7573,7573,7576,7573,Upgrade
25,Shares Outstanding (Diluted),7575,7577,7576,7576,7576,7575,7575,7574,7577,7575,Upgrade
26,Shares Change (YoY),-0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,-0.04%,-0.01%,0.06%,0.02%,Upgrade
27,EPS (Basic),0.41,0.26,0.40,0.26,0.39,0.25,0.38,0.25,0.45,0.25,Upgrade
28,EPS (Diluted),0.41,0.26,0.40,0.26,0.39,0.25,0.38,0.25,0.45,0.25,Upgrade
29,EPS Growth,1.35%,1.90%,1.60%,2.18%,2.84%,0.52%,-14.57%,0.12%,11.39%,-12.22%,Upgrade
30,Free Cash Flow,-,5345,4363,4760,3749,4689,3670,4593,3539,4624,Upgrade
31,Free Cash Flow Per Share,-,0.71,0.58,0.63,0.49,0.62,0.48,0.61,0.47,0.61,Upgrade
32,Dividend Per Share,0.444,0.329,0.444,0.321,0.431,0.314,0.421,0.307,0.410,0.301,Upgrade
33,Dividend Growth,0%,2.71%,2.99%,2.20%,2.57%,2.15%,2.68%,1.99%,1.49%,0.30%,Upgrade
34,Operating Margin,26.29%,20.96%,24.75%,20.18%,23.63%,18.62%,22.60%,18.96%,23.25%,20.93%,Upgrade
35,Profit Margin,17.03%,11.94%,16.95%,11.90%,16.65%,11.82%,15.88%,12.15%,19.15%,12.99%,Upgrade
36,Free Cash Flow Margin,-,32.07%,24.33%,29.02%,20.86%,29.02%,20.03%,29.36%,19.90%,31.66%,Upgrade
37,EBITDA,5766,4670,5408,4526,5004,4409,4952,4358,4820,4241,Upgrade
38,D&A For EBITDA,1012,1176,971,1217,759,1400,813,1392,686,1184,Upgrade
39,EBIT,4754,3494,4437,3309,4245,3009,4139,2966,4134,3057,Upgrade
