,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,1850,1480,1630,1822,1997,1568,2411,1681,2092,1823,Upgrade
1,Short-Term Investments,295,187,443,79,459,471,832,468,856,508,Upgrade
2,Trading Asset Securities,18,-,-,13,-,14,-,11,-,15,Upgrade
3,Cash & Short-Term Investments,2163,1667,2073,1914,2456,2053,3243,2160,2948,2346,Upgrade
4,Cash Growth,4.34%,-12.90%,-15.59%,-6.77%,-24.27%,-4.95%,10.01%,-7.93%,-6.86%,8.26%,Upgrade
5,Accounts Receivable,3331,3090,3371,2743,3916,4327,4683,3661,3950,4195,Upgrade
6,Other Receivables,7,21,2,-,-,7,8,3,5,-,Upgrade
7,Receivables,3338,3111,3373,2743,3916,4334,4691,3664,3955,4195,Upgrade
8,Inventory,1503,1363,959,1419,1607,1333,1218,884,820,751,Upgrade
9,Prepaid Expenses,3702,3478,796,2578,989,2244,785,2269,826,1901,Upgrade
10,Restricted Cash,179,161,211,375,375,455,187,105,107,106,Upgrade
11,Other Current Assets,-,15,2031,-,1817,66,1011,-,1081,-,Upgrade
12,Total Current Assets,10885,9795,9443,9029,11160,10485,11135,9082,9737,9299,Upgrade
13,"Property, Plant & Equipment",30194,29791,29266,28598,28183,27819,27337,26714,26449,25171,Upgrade
14,Long-Term Investments,2062,1018,1120,1101,1084,1125,1077,1137,986,955,Upgrade
15,Goodwill,49799,49802,49806,49805,49803,49805,49809,49813,49816,49806,Upgrade
16,Other Intangible Assets,19583,19077,18504,17581,17182,16792,16376,13551,11975,11301,Upgrade
