,Fiscal Quarter,Current,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Market Capitalization,2402,2036,1492,898,723,438,401,98,111,129,307
1,Market Cap Growth,116.72%,126.83%,106.29%,104.70%,80.45%,346.15%,261.36%,-23.53%,-63.91%,-66.53%,-12.73%
2,Enterprise Value,2341,1959,1491,884,698,412,399,108,117,131,309
3,Last Close Price,1.18,1.05,0.78,0.55,0.45,0.28,0.25,0.07,0.08,0.10,0.23
4,PE Ratio,-,-,-,-,-,-,-,-,-33.19,-,-
5,PS Ratio,8.38,5.35,5.69,4.44,5.64,3.43,3.32,0.92,0.89,0.83,1.70
6,PB Ratio,11.47,10.54,6.68,8.04,5.81,3.65,3.09,1.05,1.09,1.27,2.80
7,P/TBV Ratio,11.85,11.29,8.26,13.02,5.81,3.65,3.09,1.05,1.09,1.27,2.80
8,P/FCF Ratio,-,-,-,-,-,-,-,9.59,-48.91,-,-
9,P/OCF Ratio,-,-,-,-,-,-,-,7.84,-182.37,-,-142.55
10,EV/Sales Ratio,9.04,5.15,5.69,4.37,5.45,3.23,3.30,1.01,0.95,0.85,1.71
11,EV/EBITDA Ratio,-,-,-,-,-,-,-54.46,-,-96.29,-,19.15
12,EV/FCF Ratio,-44.82,-,-,-,-,-,-,10.51,-51.78,-,-
13,Debt / Equity Ratio,0.13,0.10,0.11,0.33,0.17,0.23,0.31,0.47,0.45,0.48,0.24
14,Debt / FCF Ratio,-,-,-,-,-,-,-,4.24,-20.34,-,-
15,Earnings Yield,-2.53%,-1.64%,-2.41%,-3.09%,-2.44%,-2.50%,-2.44%,-8.38%,-3.01%,-3.69%,2.82%
16,FCF Yield,-2.17%,-3.37%,-2.47%,-2.52%,-2.75%,-2.21%,-0.29%,10.43%,-2.04%,-7.11%,-2.10%
17,Buyback Yield / Dilution,-18.73%,-9.00%,-14.83%,-18.04%,-15.05%,-20.07%,-4.92%,0.08%,1.56%,1.49%,-
18,Total Shareholder Return,-18.73%,-9.00%,-14.83%,-18.04%,-15.05%,-20.07%,-4.92%,0.08%,1.56%,1.49%,-
