,Fiscal Quarter,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Cash & Equivalents,33.83,93.33,30.42,28.51,44.96,67.1,37.43,36.67,32.76,23.36
1,Short-Term Investments,46.2,15.8,7.41,6.74,8.21,-,8.06,-,9.28,-
2,Trading Asset Securities,1.06,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,81.08,109.13,37.82,35.26,53.16,67.1,45.49,36.67,42.03,23.36
4,Cash Growth,114.37%,209.54%,-28.86%,-47.46%,16.86%,82.98%,8.23%,56.95%,51.68%,5.88%
5,Accounts Receivable,68.84,41.21,41.01,30.37,21.01,26.7,19.75,29.63,31.9,32.92
6,Other Receivables,3.54,1.73,0.72,-,-,-,-,3.79,3.12,0.98
7,Receivables,72.38,42.93,41.73,30.37,21.01,26.7,19.75,33.42,35.02,33.89
8,Inventory,2.76,2,2.97,0.61,0.39,0.59,0.55,0.54,0.34,1.13
9,Prepaid Expenses,-,-,-,-,-,7.63,-,6.62,-,4.38
10,Total Current Assets,156.22,154.06,82.52,66.24,74.56,102.03,65.79,77.25,77.4,62.76
11,"Property, Plant & Equipment",85.99,91.09,91.05,85.29,80.7,77.49,79.5,80.02,82.38,81.61
12,Long-Term Investments,-,-,-,0.2,0.19,0.2,0.28,0.67,0.72,0.93
13,Goodwill,12.82,42.75,42.75,-,-,-,-,-,-,-
14,Other Long-Term Assets,0.01,0.03,0.01,0.01,0,0.65,0.02,0.03,0.01,1.79
15,Total Assets,255.04,287.94,216.33,151.74,155.45,180.37,145.58,157.96,160.5,147.08
16,Accounts Payable,30.78,2.97,12.14,1.32,2.11,4.99,3.89,3.84,3.43,5.39
17,Accrued Expenses,4.52,3.32,2.21,1.95,3.39,3.17,3.19,3.76,4.54,4.31
18,Short-Term Debt,9.81,11.64,27.57,15.04,23.62,40.73,43.4,46.03,48.54,25.71
19,Current Portion of Leases,8.27,7.63,4.13,2.89,1.56,0.01,0.02,0.05,0,0.38
20,Current Income Taxes Payable,0.59,2.05,2.96,0.38,-,-,0.11,0.11,0.11,0.16
21,Other Current Liabilities,4.6,30.49,17.45,-,-,-,-,-,-,-
22,Total Current Liabilities,58.56,58.09,66.46,21.59,30.69,48.91,50.6,53.77,56.61,35.95
23,Long-Term Leases,1.36,4.65,5.63,3.79,2.93,-,0,0.05,-,-
24,Long-Term Deferred Tax Liabilities,1.93,1.94,2.07,2.01,1.81,1.85,1.71,2.47,2.38,1.32
25,Other Long-Term Liabilities,-,-,30.49,-,-,-,-,-,-,-
26,Total Liabilities,61.84,64.68,104.64,27.39,35.43,50.76,52.31,56.29,58.99,37.26
27,Common Stock,19.39,19.12,15.48,15.38,15.12,15.12,12.6,12.6,12.6,12.8
28,Additional Paid-In Capital,233.96,223.35,97.86,93.01,-,82.15,46.97,46.97,46.97,51.57
29,Retained Earnings,-67.91,-21.33,-5.08,14.56,-,32.23,33.61,42.02,41.85,45.36
30,Comprehensive Income & Other,7.76,2.11,3.43,1.4,104.9,0.1,0.1,0.1,0.1,0.1
31,Total Common Equity,193.2,223.25,111.69,124.35,120.02,129.6,93.28,101.69,101.52,109.83
32,Minority Interest,-,-,-,-,-,-,-0.01,-0.01,-0.01,-0.01
33,Shareholders' Equity,193.2,223.25,111.69,124.35,120.02,129.6,93.27,101.68,101.52,109.82
34,Total Liabilities & Equity,255.04,287.94,216.33,151.74,155.45,180.37,145.58,157.96,160.5,147.08
35,Total Debt,19.43,23.91,37.32,21.72,28.11,40.75,43.42,46.12,48.54,26.09
36,Net Cash (Debt),61.66,85.22,0.5,13.54,25.05,26.35,2.08,-9.45,-6.51,-2.72
37,Net Cash Growth,12206.39%,529.50%,-98.00%,-48.63%,1107.37%,-,-,-,-,-
38,Net Cash Per Share,0.03,0.05,0.00,0.01,0.02,0.02,0.00,-0.01,-0.01,-0.00
39,Filing Date Shares Outstanding,1939,1912,1548,1538,1512,1512,1260,1260,1260,1280
40,Total Common Shares Outstanding,1939,1912,1548,1538,1512,1512,1260,1260,1260,1280
41,Working Capital,97.67,95.97,16.06,44.65,43.87,53.12,15.19,23.48,20.79,26.82
42,Book Value Per Share,0.10,0.12,0.07,0.08,0.08,0.09,0.07,0.08,0.08,0.09
43,Tangible Book Value,180.38,180.5,68.94,124.35,120.02,129.6,93.28,101.69,101.52,109.83
44,Tangible Book Value Per Share,0.09,0.09,0.04,0.08,0.08,0.09,0.07,0.08,0.08,0.09
45,Buildings,-,-,21.4,-,21.4,-,20.51,-,20.51,-
46,Machinery,-,-,17.54,-,14.18,-,12.9,-,10.62,-
47,Leasehold Improvements,-,-,21.64,-,12.82,-,12.82,-,12.82,-
