,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,138.82,141.46,172.97,128.1,183.85,232.79,223.34,269.89,222.99,311.67,Upgrade
1,Revenue Growth (YoY),-19.75%,10.43%,-5.92%,-44.97%,-17.68%,-13.75%,0.16%,-13.40%,-45.58%,-28.10%,Upgrade
2,Cost of Revenue,108.23,115.81,122.8,100.4,121.34,131.1,134.69,156.57,121.27,157.61,Upgrade
3,Gross Profit,30.59,25.65,50.17,27.7,62.51,101.69,88.65,113.33,101.72,154.06,Upgrade
4,"Selling, General & Admin",52.13,85.03,54.19,58.26,46.45,66.06,59.78,100.12,72.5,117.18,Upgrade
5,Other Operating Expenses,-37.04,3.47,-7.04,-5.13,-12.29,13.36,-18.05,-2.54,-4.16,-26.99,Upgrade
6,Operating Expenses,15.05,112.18,56.5,139.77,34.16,110.91,41.73,68.97,78.43,90.19,Upgrade
7,Operating Income,15.54,-86.53,-6.33,-112.07,28.35,-9.22,46.91,44.35,23.29,63.87,Upgrade
8,Interest Expense,-20.52,-18.66,-14.94,-15.03,-22.62,-15.92,-18.61,-76.01,-21.73,-25.2,Upgrade
9,Interest & Investment Income,15.44,21.51,15.97,11.84,23.36,2.82,53.33,-,53.97,40.1,Upgrade
10,Earnings From Equity Investments,-2.06,2.15,-2.41,-3.02,-7.67,1.13,-1.12,-0.5,-1.6,-1.08,Upgrade
11,Currency Exchange Gain (Loss),-,-6,-,-,-,-1.07,-,-0.26,-,0.09,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-0.06,-,-0.09,-,-0.38,Upgrade
13,EBT Excluding Unusual Items,8.4,-87.54,-7.71,-118.28,21.43,-22.31,80.52,-32.5,53.93,77.39,Upgrade
14,Gain (Loss) on Sale of Investments,1.49,-250.75,-1.05,7.47,-7.73,26.56,-26.89,6.92,6.37,-958.02,Upgrade
15,Gain (Loss) on Sale of Assets,-,0.13,-,-,-,-,-,-,-,-,Upgrade
16,Pretax Income,9.88,-338.16,-8.75,-110.81,13.7,4.25,53.62,-25.58,60.3,-880.63,Upgrade
17,Income Tax Expense,0.85,1.24,4.71,-0.53,5.87,1.9,9.02,7.9,9.9,11.47,Upgrade
18,Earnings From Continuing Operations,9.04,-339.4,-13.47,-110.29,7.82,2.35,44.6,-33.48,50.4,-892.1,Upgrade
19,Minority Interest in Earnings,-,-,-,-,-,-,-,0.06,-,-,Upgrade
20,Net Income,9.04,-339.4,-13.47,-110.29,7.82,2.35,44.6,-33.42,50.4,-892.1,Upgrade
21,Net Income to Common,9.04,-339.4,-13.47,-110.29,7.82,2.35,44.6,-33.42,50.4,-892.1,Upgrade
22,Net Income Growth,-,-,-,-,-82.47%,-,-11.50%,-,-65.71%,-,Upgrade
23,Shares Outstanding (Basic),4373,4026,3845,3016,2534,2527,2503,2503,2503,2503,Upgrade
24,Shares Outstanding (Diluted),4373,4026,3845,3016,2534,2527,3016,2503,2503,2503,Upgrade
25,Shares Change (YoY),13.76%,33.52%,51.73%,19.32%,-15.98%,0.96%,20.47%,-,-,-0.00%,Upgrade
26,EPS (Basic),0.00,-0.08,-0.00,-0.04,0.00,0.00,0.02,-0.01,0.02,-0.36,Upgrade
27,EPS (Diluted),0.00,-0.08,-0.00,-0.04,0.00,-0.00,0.02,-0.01,0.02,-0.36,Upgrade
28,EPS Growth,-,-,-,-,-81.78%,-,-15.73%,-,-65.76%,-,Upgrade
29,Free Cash Flow,89.09,-256.07,-50.37,41.66,39.4,-15.86,91.95,55.01,25.56,296.78,Upgrade
30,Free Cash Flow Per Share,0.02,-0.06,-0.01,0.01,0.02,-0.01,0.03,0.02,0.01,0.12,Upgrade
31,Operating Margin,11.19%,-61.17%,-3.66%,-87.49%,15.42%,-3.96%,21.01%,16.43%,10.44%,20.49%,Upgrade
32,Profit Margin,6.51%,-239.93%,-7.79%,-86.09%,4.25%,1.01%,19.97%,-12.38%,22.60%,-286.23%,Upgrade
33,Free Cash Flow Margin,64.18%,-181.02%,-29.12%,32.52%,21.43%,-6.81%,41.17%,20.38%,11.46%,95.22%,Upgrade
34,EBITDA,42.88,-57.84,21.91,-79.76,54.77,23.59,85.17,85.29,64.24,104.72,Upgrade
35,D&A For EBITDA,27.34,28.69,28.24,32.31,26.42,32.81,38.25,40.93,40.95,40.85,Upgrade
36,EBIT,15.54,-86.53,-6.33,-112.07,28.35,-9.22,46.91,44.35,23.29,63.87,Upgrade
