,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,-,16034,7456,14277,15690,18287,17830,21646,23255,31272,Upgrade
1,Short-Term Investments,15115,213,552,957,2197,2044,201,668,609,642,Upgrade
2,Trading Asset Securities,-,674,598,610,593,645,707,845,811,610,Upgrade
3,Cash & Short-Term Investments,15115,16921,8606,15844,18480,20976,18738,23159,24675,32524,Upgrade
4,Cash Growth,75.63%,6.80%,-53.43%,-24.47%,-1.38%,-9.43%,-24.06%,-28.79%,4.84%,40.58%,Upgrade
5,Accounts Receivable,3959,4348,4289,4333,4528,9155,3755,3175,3551,3832,Upgrade
6,Other Receivables,17419,12038,10697,9181,9128,8925,10690,8910,10078,10729,Upgrade
7,Receivables,21378,16651,15188,13730,13881,19806,15818,13257,15101,16052,Upgrade
8,Inventory,202830,214579,220280,212136,211228,207614,201210,201296,193604,196520,Upgrade
9,Other Current Assets,45,512,631,1073,1331,1254,9178,5121,1060,38566,Upgrade
10,Total Current Assets,239368,248663,244705,242783,244920,249650,244944,242833,234440,283662,Upgrade
11,"Property, Plant & Equipment",50249,50190,49015,47168,45916,44955,43860,42921,42221,40825,Upgrade
12,Long-Term Investments,103523,102736,105162,103345,102712,104422,105444,104710,104181,81385,Upgrade
13,Goodwill,-,142,-,148,-,148,-,130,-,133,Upgrade
14,Other Intangible Assets,3971,4196,4707,4931,5447,5667,6108,4143,4003,4155,Upgrade
15,Other Long-Term Assets,414002,408502,408917,403686,399254,399217,403062,396002,388458,381082,Upgrade
16,Total Assets,811113,818094,816135,805991,801750,807567,808307,796419,779489,797831,Upgrade
17,Accounts Payable,2953,3070,3079,3259,3306,3237,3313,2708,2863,2809,Upgrade
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,122,Upgrade
19,Current Portion of Long-Term Debt,12827,10498,20290,7508,21497,15857,24250,20979,18748,26453,Upgrade
20,Current Portion of Leases,-,874,1467,1378,834,815,748,732,796,856,Upgrade
21,Current Income Taxes Payable,6253,7876,7325,9456,8320,13276,12573,15366,13080,12654,Upgrade
22,Current Unearned Revenue,12588,12405,6756,5119,4848,3697,6420,9274,14821,29660,Upgrade
23,Other Current Liabilities,29633,27289,26175,26694,24204,25494,26144,24140,25777,24788,Upgrade
24,Total Current Liabilities,64254,62012,65092,53414,63009,62376,73448,73199,76085,97342,Upgrade
25,Long-Term Debt,109431,116589,115427,117545,110376,109078,98614,95953,88709,86231,Upgrade
26,Long-Term Leases,-,1693,-,1623,-,1026,-,1053,-,785,Upgrade
27,Long-Term Deferred Tax Liabilities,23621,23905,24243,23910,24816,25533,26856,25694,24484,22638,Upgrade
28,Other Long-Term Liabilities,4363,2824,4495,2703,3679,2810,3842,894,1290,420,Upgrade
29,Total Liabilities,201669,207023,209257,199195,201880,200823,202760,196793,190568,207416,Upgrade
30,Common Stock,70703,70703,70703,70703,70703,70703,70703,70703,70703,70703,Upgrade
31,Retained Earnings,-,544535,537374,538931,527049,529022,522291,517721,508212,505192,Upgrade
32,Comprehensive Income & Other,534343,-8521,-5747,-7579,-2682,2221,7779,5396,4371,-269,Upgrade
33,Total Common Equity,605046,606717,602330,602055,595070,601946,600773,593820,583286,575626,Upgrade
34,Minority Interest,4398,4354,4548,4741,4800,4798,4774,5806,5635,14789,Upgrade
35,Shareholders' Equity,609444,611071,606878,606796,599870,606744,605547,599626,588921,590415,Upgrade
36,Total Liabilities & Equity,811113,818094,816135,805991,801750,807567,808307,796419,779489,797831,Upgrade
37,Total Debt,122258,129654,137184,128054,132707,126776,123612,118717,108253,114447,Upgrade
38,Net Cash (Debt),-107143,-112733,-128578,-112210,-114227,-105800,-104874,-95558,-83578,-81923,Upgrade
39,Net Cash Per Share,-36.97,-38.90,-44.37,-38.72,-39.42,-36.51,-36.19,-32.98,-28.84,-28.27,Upgrade
40,Filing Date Shares Outstanding,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,Upgrade
41,Total Common Shares Outstanding,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,Upgrade
42,Working Capital,175114,186651,179613,189369,181911,187274,171496,169634,158355,186320,Upgrade
43,Book Value Per Share,208.80,209.36,207.84,207.75,205.34,207.71,207.31,204.91,201.27,197.31,Upgrade
44,Tangible Book Value,601075,602379,597623,596976,589623,596131,594665,589547,579283,571338,Upgrade
45,Tangible Book Value Per Share,207.43,207.86,206.22,206.00,203.46,205.70,205.20,203.43,199.89,195.83,Upgrade
46,Machinery,-,21386,-,18978,-,17608,-,16649,-,15645,Upgrade
47,Construction In Progress,-,12236,-,13333,-,13022,-,10770,-,9130,Upgrade
