,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,220811,216319,184913,244718,286011,309483,268624,274130,335273,289778,286735,Upgrade
1,Market Cap Growth,-11.60%,-11.60%,-35.35%,-20.93%,6.47%,12.90%,-19.88%,-5.40%,16.93%,-16.18%,-25.32%,Upgrade
2,Enterprise Value,332352,333406,318039,361669,405038,420081,378272,375494,424486,386490,403746,Upgrade
3,Last Close Price,76.20,73.73,64.47,79.63,89.00,95.21,79.18,79.69,93.98,80.38,76.70,Upgrade
4,PE Ratio,12.67,12.42,9.71,9.93,11.96,16.48,10.51,9.69,12.56,13.37,12.19,Upgrade
5,Forward PE,9.45,8.96,7.94,9.47,9.53,10.48,8.61,8.50,10.53,9.27,8.92,Upgrade
6,PS Ratio,2.63,2.58,2.59,3.43,4.02,4.76,3.46,3.45,3.93,3.22,3.47,Upgrade
7,PB Ratio,0.36,0.35,0.30,0.40,0.47,0.52,0.44,0.45,0.56,0.49,0.49,Upgrade
8,P/TBV Ratio,0.36,0.36,0.31,0.41,0.48,0.52,0.45,0.46,0.57,0.50,0.50,Upgrade
9,P/FCF Ratio,-,-,9.19,-,13.05,19.98,23.13,435.13,-,8.29,6.57,Upgrade
10,P/OCF Ratio,-,-,7.54,-,10.93,16.06,17.45,73.85,-,7.66,6.17,Upgrade
11,PEG Ratio,6.31,3.25,-,2.13,18.96,-,4.99,6.26,4.02,-,43.57,Upgrade
12,EV/Sales Ratio,3.96,3.97,4.45,5.07,5.69,6.46,4.87,4.73,4.98,4.29,4.88,Upgrade
13,EV/EBITDA Ratio,10.19,11.43,11.02,11.61,13.09,14.29,10.68,10.71,10.85,9.14,10.83,Upgrade
14,EV/EBIT Ratio,11.30,12.24,12.09,13.18,14.82,15.73,11.55,11.54,11.58,9.69,11.54,Upgrade
15,EV/FCF Ratio,-,-,15.81,-,18.48,27.12,32.58,596.02,-,11.06,9.26,Upgrade
16,Debt / Equity Ratio,0.20,0.20,0.21,0.23,0.21,0.22,0.21,0.20,0.20,0.18,0.19,Upgrade
17,Debt / FCF Ratio,-,-,6.44,-,5.84,8.57,10.92,196.21,-,3.10,2.62,Upgrade
18,Return on Capital Employed (ROCE),3.67%,3.65%,3.48%,3.65%,3.63%,3.61%,4.39%,4.43%,5.07%,5.67%,4.99%,Upgrade
19,Earnings Yield,7.89%,8.05%,10.30%,10.07%,8.36%,6.07%,9.52%,10.32%,7.98%,7.53%,8.26%,Upgrade
20,FCF Yield,-,10.88%,5.33%,7.66%,5.01%,4.32%,0.23%,3.75%,12.06%,15.21%,Upgrade,
21,Dividend Yield,4.92%,5.09%,5.82%,5.84%,5.56%,5.20%,6.25%,6.21%,5.27%,6.16%,6.45%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.00%,-0.00%,-0.01%,Upgrade,
23,Total Shareholder Return,4.92%,5.09%,5.82%,5.84%,5.56%,5.20%,6.25%,6.21%,5.27%,6.16%,6.44%,Upgrade
