,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Interest and Dividend Income,167.91,127.88,168.24,119.11,174.87,100.43,189.97,124.12,185.54,139.41
1,Total Interest Expense,0.52,0.05,0.09,0.15,0.19,0.27,0.49,4.6,0.87,1.21
2,Net Interest Income,167.38,127.83,168.16,118.96,174.68,100.16,189.48,119.52,184.66,138.2
3,Brokerage Commission,-,22.3,-,32.05,-,51.85,-,57.68,-,27.83
4,Asset Management Fee,-,2.71,-,3.12,-,5.06,-,3.43,-,2.78
5,Underwriting & Investment Banking Fee,-,11.1,-,4.48,-,5.83,-,8.75,-,5.82
6,Gain on Sale of Investments (Rev),-,-0.56,-,-4.43,-,1,-,0.1,-,-0.07
7,Other Revenue,0.82,3.37,0.78,2.01,3.42,10.47,1.12,0.81,1.78,2.14
8,Revenue,168.2,166.73,168.94,156.19,178.1,174.36,190.6,190.28,186.45,176.71
9,Revenue Growth (YoY),-0.43%,6.75%,-5.15%,-10.42%,-6.56%,-8.37%,2.23%,7.68%,16.70%,15.01%
10,Salaries & Employee Benefits,9.34,9.53,10.11,10.58,11.27,12.62,11.93,12.06,9.95,9.84
11,Cost of Services Provided,2.61,2.58,3.4,4.83,3.89,6.12,6.56,8.5,4.4,2.85
12,Other Operating Expenses,-,-0.28,-,-2.6,-,0.01,-,-9.87,9.87,-10.69
13,Total Operating Expenses,76.66,100.7,65.39,54.9,78.28,108.59,72.05,-5.37,101.79,61.66
14,Operating Income,91.54,66.03,103.55,101.29,99.82,65.77,118.54,195.66,84.66,115.05
15,Currency Exchange Gains,-,-0.39,-,-0.79,-,0.79,-,-0.36,-,0.56
16,Other Non-Operating Income (Expenses),-11.48,-22.96,-0.94,-12.4,-14.07,-17.41,-7.29,-23.72,-1.39,-20.91
17,EBT Excluding Unusual Items,80.05,42.69,102.61,88.1,85.75,49.15,111.26,171.57,83.27,94.69
18,Asset Writedown,-,-,-,-0.04,-,-0.45,-,-,-,-
19,Other Unusual Items,-,-,-,0.01,-,-,-,3.05,-,-
20,Pretax Income,80.05,51.79,102.61,87.98,85.75,49.4,450.32,174.62,83.27,94.73
21,Income Tax Expense,8.24,-14.95,16.66,9.88,14.02,15.1,17.75,31.56,13.12,13.98
22,Earnings From Continuing Ops.,71.81,66.74,85.96,78.1,71.73,34.31,432.56,143.06,70.15,80.76
23,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,0
24,Net Income,71.81,66.74,85.96,78.1,71.73,34.31,432.56,143.06,70.15,80.76
25,Net Income to Common,71.81,66.74,85.96,78.1,71.73,34.31,432.56,143.06,70.15,80.76
26,Net Income Growth,-16.45%,-14.55%,19.83%,127.66%,-83.42%,-76.02%,516.62%,77.14%,18.99%,3.25%
27,Shares Outstanding (Basic),2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
28,Shares Outstanding (Diluted),2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
29,EPS (Basic),0.03,0.03,0.03,0.03,0.03,0.01,0.17,0.06,0.03,0.03
30,EPS (Diluted),0.03,0.03,0.03,0.03,0.03,0.01,0.17,0.06,0.03,0.03
31,EPS Growth,-16.45%,-14.55%,19.83%,127.66%,-83.42%,-76.02%,516.62%,77.14%,18.99%,3.25%
32,Free Cash Flow,286.8,113.67,233.47,724.21,191.12,122.23,804.17,587.93,-385.94,567.32
33,Free Cash Flow Per Share,0.11,0.05,0.09,0.29,0.08,0.05,0.32,0.24,-0.15,0.23
34,Dividend Per Share,-,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.020
35,Dividend Growth,-,0%,0%,0%,0%,0%,0%,50.00%,0%,-50.00%
36,Operating Margin,54.42%,39.60%,61.30%,64.85%,56.05%,37.72%,62.20%,102.82%,45.41%,65.11%
37,Profit Margin,42.70%,40.03%,50.88%,50.00%,40.28%,19.67%,226.95%,75.18%,37.63%,45.70%
38,Free Cash Flow Margin,170.51%,68.18%,138.20%,463.68%,107.31%,70.10%,421.92%,308.98%,-207.00%,321.05%
