,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,2480,2434,2399,2235,1566,1227,1207,328.19,410.69,260.91
1,Short-Term Investments,279.19,233.06,293.16,318.86,398.06,480.9,665.01,656.24,499.17,445.24
2,Trading Asset Securities,-,0.19,-,0.16,-,0.16,-,0.14,-,0.1
3,Accounts Receivable,1716,1864,1934,2079,2747,2826,3136,3655,4133,3565
4,Other Receivables,1.9,10.27,0.4,8.72,0.52,12.77,0.01,0.1,8.21,21.41
5,"Property, Plant & Equipment",25.21,30.65,17.55,23.02,27.39,32.88,37.13,5.97,124.4,105.65
6,Goodwill,2,2,2,2,2,2,2,2,2,-
7,Other Intangible Assets,7.96,7.96,7.96,8.51,8.51,8.51,8.96,8.96,9.12,8.41
8,Investments in Debt & Equity Securities,19.7,17.89,17.54,18.45,48.2,55.92,0.16,-,2.1,-
9,Other Current Assets,3.57,3.33,3.43,3.53,4.6,4.1,5.46,109.4,2.52,2.06
10,Long-Term Deferred Tax Assets,6.15,6.15,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
11,Other Long-Term Assets,164.46,3.75,7.71,4.49,4.46,226.43,286,11.01,5.72,10.37
12,Total Assets,4706,4614,4683,4702,4807,4877,5347,4777,5198,4419
13,Accounts Payable,346.81,251.53,317.45,349.24,447.74,517.12,903.69,695.8,581.17,478.48
14,Accrued Expenses,4.13,2.13,4.16,2.99,8.31,3.35,17.96,3.92,5.79,3.16
15,Short-Term Debt,-,-,-,-,-,-,-,-,633.62,-
16,Current Portion of Leases,5.9,5.15,3.58,7.12,7.11,7.8,8.68,1.93,1.15,-
17,Other Current Liabilities,-,1.71,-,4.71,-,2.93,-,43.44,-,2.21
18,Long-Term Leases,9.46,12.44,-,-,3.58,7.12,10.69,0.83,1.01,-
19,Long-Term Deferred Tax Liabilities,0.14,0.13,0.13,0.12,0.12,0.09,0.09,0.08,6.99,3.96
20,Total Liabilities,366.5,273.1,333.84,364.32,472.22,538.94,968.8,756.3,1231,487.81
21,Common Stock,25,25,25,25,25,25,25,25,25,25
22,Additional Paid-In Capital,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862
23,Retained Earnings,2289,2292,2301,2290,2287,2290,2331,1954,1886,1866
24,Comprehensive Income & Other,163.08,160.97,160.94,160.91,160.89,160.79,160.76,179.7,193.66,178.34
25,Total Common Equity,4340,4341,4349,4338,4335,4338,4379,4021,3967,3931
26,Shareholders' Equity,4340,4341,4349,4338,4335,4338,4379,4021,3967,3931
27,Total Liabilities & Equity,4706,4614,4683,4702,4807,4877,5347,4777,5198,4419
28,Total Debt,15.35,17.6,3.58,7.12,10.69,14.92,19.37,2.76,635.79,-
29,Net Cash (Debt),2744,2650,2689,2547,1953,1693,1852,981.81,274.07,706.25
30,Net Cash Growth,2.06%,4.03%,37.67%,50.46%,5.44%,72.41%,575.83%,39.02%,-52.12%,-47.01%
31,Net Cash Per Share,1.10,1.06,1.08,1.02,0.78,0.68,0.74,0.39,0.11,0.28
32,Filing Date Shares Outstanding,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
33,Total Common Shares Outstanding,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
34,Working Capital,4124,4285,4296,4281,4248,4019,4055,3994,3831,3811
35,Book Value Per Share,1.74,1.74,1.74,1.74,1.73,1.74,1.75,1.61,1.59,1.57
36,Tangible Book Value,4330,4331,4339,4327,4324,4327,4368,4010,3956,3923
37,Tangible Book Value Per Share,1.73,1.73,1.74,1.73,1.73,1.73,1.75,1.60,1.58,1.57
