,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,11487,13051,10501,10956,12099,12476,14728,13143,8906,8207,10292,10932,12982,11869,15640,12013,16681,18685,15799,6620,5665,Upgrade
1,Market Cap Growth,4.60%,4.60%,-28.70%,-16.64%,35.86%,52.02%,43.10%,20.23%,-31.40%,-30.85%,-34.19%,-9.00%,-22.18%,-36.48%,-1.00%,81.46%,194.44%,187.71%,177.82%,-10.28%,6.88%,Upgrade
2,Enterprise Value,9461,10811,8221,9112,10369,10657,12871,11718,7662,7124,9371,10183,12467,11354,14810,11252,16027,17950,14835,5799,4951,Upgrade
3,Last Close Price,35.64,40.20,31.46,32.31,35.68,36.79,42.40,37.39,25.34,23.35,29.28,30.82,36.60,33.46,44.09,33.51,46.53,52.12,44.07,17.96,15.37,Upgrade
4,PE Ratio,15.55,17.70,12.68,13.52,-,15.95,20.93,26.37,-,35.19,59.51,48.28,-,23.18,31.51,26.89,39.90,46.98,42.14,17.89,18.14,Upgrade
5,Forward PE,11.21,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,28.98,24.51,14.38,13.07,Upgrade
6,PS Ratio,3.90,4.44,3.59,3.74,3.86,4.21,4.86,4.68,3.49,3.24,4.21,4.75,6.07,6.10,8.77,7.65,12.15,14.22,12.48,5.27,4.51,Upgrade
7,PB Ratio,3.16,3.56,2.75,2.97,3.59,3.62,4.22,3.91,2.94,2.63,3.57,3.88,4.91,4.13,5.69,4.36,6.44,7.33,6.31,2.55,2.32,Upgrade
8,P/TBV Ratio,3.79,3.79,2.92,3.17,3.86,4.15,4.84,4.48,3.44,3.08,4.22,4.58,5.87,6.06,8.59,6.67,10.27,12.21,11.04,4.38,4.17,Upgrade
