,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,150.85,134.43,157.13,207.29,186.83,-,166.44,-,196.66,136.39
1,Revenue Growth (YoY),-4.00%,-35.15%,-15.90%,-,12.26%,-,-15.37%,-,16.78%,-63.31%
2,Cost of Revenue,128.98,117.81,131.45,178.26,157.02,-,133.1,-,145.15,103.88
3,Gross Profit,21.87,16.62,25.68,29.03,29.81,-,33.33,-,51.51,32.51
4,"Selling, General & Admin",26.03,25.75,28.38,24.69,31.09,-,25.47,-,45.18,51.01
5,Other Operating Expenses,-0.39,-0.45,-0.44,-0.44,-0.51,-,-0.27,-,-0.71,-0.36
6,Operating Expenses,25.65,25.3,27.93,27.88,30.58,-,25.21,-,44.47,51.39
7,Operating Income,-3.78,-8.68,-2.26,1.15,-0.77,-,8.13,-,7.05,-18.88
8,Interest Expense,-1.63,-1.85,-2.39,-3.1,-1.05,-,-1.3,-,-3.09,-4.97
9,Interest & Investment Income,0.92,0.69,1.16,0.24,0.03,-,0.12,-,0.47,0.24
10,EBT Excluding Unusual Items,-4.5,-9.84,-3.49,-1.7,-1.79,-,6.95,-,4.43,-23.62
11,Gain (Loss) on Sale of Investments,-1.77,-5.06,0.24,0.6,-4.38,-,-,-,-,-
12,Gain (Loss) on Sale of Assets,-,17.98,-,7.31,-0.15,-,0.17,-,-,0
13,Pretax Income,-6.27,3.07,-3.25,6.21,-6.32,-,7.11,-,4.43,-23.61
14,Income Tax Expense,-0.52,-0.71,-0.55,1.75,-1.4,-,1.36,-,0.99,-3.44
15,Earnings From Continuing Operations,-5.75,3.79,-2.7,4.46,-4.93,-,5.75,-,3.44,-20.18
16,Earnings From Discontinued Operations,-,-,-,-,-,-,-1.64,-,-,-
17,Net Income,-5.75,3.79,-2.7,4.46,-4.93,-,4.11,-,3.44,-20.18
18,Net Income to Common,-5.75,3.79,-2.7,4.46,-4.93,-,4.11,-,3.44,-20.18
19,Net Income Growth,-,-15.11%,-,-,-,-,19.63%,-,-,-
20,Shares Outstanding (Basic),1200,1200,1200,1030,1000,-,1000,-,1000,1002
21,Shares Outstanding (Diluted),1200,1200,1200,1030,1000,-,1000,-,1000,1002
22,Shares Change (YoY),-,16.55%,20.00%,-,-,-,-,-,20.21%,20.76%
23,EPS (Basic),-0.00,0.00,-0.00,0.00,-0.00,-,0.00,-,0.00,-0.02
24,EPS (Diluted),-0.00,0.00,-0.00,0.00,-0.00,-,0.00,-,0.00,-0.02
25,EPS Growth,-,-27.33%,-,-,-,-,19.44%,-,-,-
26,Free Cash Flow,1.12,-8.16,2.3,2.42,-1.61,-,1.85,-,40.1,-60.25
27,Free Cash Flow Per Share,0.00,-0.01,0.00,0.00,-0.00,-,0.00,-,0.04,-0.06
28,Operating Margin,-2.51%,-6.46%,-1.44%,0.56%,-0.41%,-,4.88%,-,3.58%,-13.85%
29,Profit Margin,-3.81%,2.82%,-1.72%,2.15%,-2.64%,-,2.47%,-,1.75%,-14.79%
30,Free Cash Flow Margin,0.74%,-6.07%,1.46%,1.17%,-0.86%,-,1.11%,-,20.39%,-44.18%
31,EBITDA,-2.97,-8.31,-1.31,2.06,0.48,-,9.88,-,12.31,-14.42
32,D&A For EBITDA,0.81,0.37,0.94,0.91,1.25,13.05,1.76,5.29,5.27,4.47
33,EBIT,-3.78,-8.68,-2.26,1.15,-0.77,-,8.13,-,7.05,-18.88
