,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,60741,72361,64891,110143,123654,145380,165510,166560,128133,97965,95834,Upgrade
1,Market Cap Growth,-34.30%,-34.30%,-47.52%,-24.24%,-25.29%,-12.72%,29.17%,70.02%,33.70%,14.65%,22.77%,Upgrade
2,Enterprise Value,80371,93047,84680,131685,144120,167708,184546,186954,147386,117416,114424,Upgrade
3,PE Ratio,9.37,11.12,8.64,16.72,18.64,17.49,17.39,18.84,17.19,17.85,15.11,Upgrade
4,PS Ratio,0.50,0.59,0.52,0.96,0.99,1.13,1.45,1.70,1.51,1.35,1.22,Upgrade
5,PB Ratio,1.33,1.39,1.22,2.18,2.40,2.85,3.20,3.63,2.98,2.79,2.76,Upgrade
6,P/FCF Ratio,18.06,21.52,18.90,24.65,28.33,42.20,32.00,26.89,25.81,22.81,19.39,Upgrade
7,P/OCF Ratio,7.59,7.59,6.13,9.30,10.83,13.58,12.88,12.64,11.13,8.42,7.33,Upgrade
8,EV/Sales Ratio,0.65,0.76,0.68,1.15,1.16,1.30,1.61,1.91,1.73,1.61,1.46,Upgrade
9,EV/EBITDA Ratio,6.30,7.91,6.65,9.39,10.04,12.99,13.32,13.90,12.37,11.93,11.64,Upgrade
10,EV/EBIT Ratio,8.27,10.36,8.52,11.67,12.36,16.32,16.33,16.85,15.23,14.90,14.23,Upgrade
11,EV/FCF Ratio,23.90,27.67,24.66,29.47,33.02,48.68,35.69,30.18,29.68,27.34,23.15,Upgrade
12,Debt / Equity Ratio,0.43,0.43,0.48,0.49,0.45,0.53,0.49,0.49,0.56,0.66,0.64,Upgrade
13,Debt / FCF Ratio,6.58,6.58,7.37,5.51,5.34,7.82,4.90,3.62,4.85,5.40,4.48,Upgrade
14,Return on Capital Employed (ROCE),12.05%,12.05%,13.23%,15.32%,15.56%,13.63%,15.77%,15.96%,14.35%,14.29%,14.39%,Upgrade
15,Earnings Yield,10.71%,8.99%,11.57%,5.98%,5.36%,5.72%,5.75%,5.31%,5.82%,5.60%,6.62%,Upgrade
16,Earnings Yield,10.71%,8.99%,11.57%,5.98%,5.36%,5.72%,5.75%,5.31%,5.82%,5.60%,6.62%,Upgrade
17,FCF Yield,5.54%,4.65%,5.29%,4.06%,3.53%,2.37%,3.12%,3.72%,3.88%,4.38%,5.16%,Upgrade
18,Dividend Yield,5.46%,4.54%,5.38%,3.09%,2.90%,2.25%,2.05%,0.44%,-,-,-,Upgrade
19,Buyback Yield / Dilution,0.51%,0.68%,0.33%,-0.05%,-0.15%,0.21%,-0.16%,-0.66%,-0.17%,0.06%,-0.66%,Upgrade
20,Total Shareholder Return,5.97%,5.22%,5.71%,3.04%,2.75%,2.46%,1.89%,-0.21%,-0.17%,0.06%,-0.66%,Upgrade
