,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1858,2551,3351,3340,8293,10105,13822,12855,11721,14073,23677,Upgrade
1,Market Cap Growth,-23.60%,-23.60%,-59.59%,-66.95%,-40.00%,-21.39%,17.93%,-8.66%,-50.50%,-43.79%,-9.00%,Upgrade
2,Enterprise Value,119477,122903,114313,125394,124571,122796,98637,83478,79538,90684,109668,Upgrade
3,Last Close Price,0.24,0.34,0.44,0.44,1.09,1.33,1.78,1.61,1.39,1.61,2.68,Upgrade
4,PE Ratio,-,-,-,-,-,-,4.13,4.03,3.44,6.40,7.97,Upgrade
5,Forward PE,-,1.53,1.53,1.02,3.68,3.18,4.86,4.32,3.46,4.60,5.21,Upgrade
6,PS Ratio,0.04,0.06,0.07,0.07,0.16,0.13,0.18,0.19,0.17,0.24,0.42,Upgrade
7,PB Ratio,1.72,0.17,0.15,0.12,0.16,0.12,0.15,0.15,0.14,0.19,0.32,Upgrade
8,P/TBV Ratio,-,-,0.59,0.29,0.27,0.17,0.21,0.20,0.19,0.26,0.43,Upgrade
9,P/FCF Ratio,-,-18.82,-,-0.40,-,-,-,-,0.91,-3.39,-,Upgrade
10,P/OCF Ratio,50.41,50.41,-,-0.41,-,-,-,-,0.86,-3.97,-,Upgrade
11,PEG Ratio,-,-,-,-,-,0.60,0.47,0.90,0.18,0.34,0.29,Upgrade
12,EV/Sales Ratio,2.85,2.94,2.23,2.67,2.39,1.56,1.25,1.20,1.19,1.54,1.93,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,14.53,11.06,9.68,8.50,9.19,13.26,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,14.85,11.33,9.89,8.57,9.27,13.46,Upgrade
15,EV/FCF Ratio,-881.37,-906.65,-,-14.84,-,-,-,-,6.19,-21.85,-,Upgrade
16,Debt / Equity Ratio,6.97,6.97,4.72,3.63,2.18,1.33,1.21,1.21,1.18,1.30,1.28,Upgrade
17,Debt / FCF Ratio,-,-781.99,-,-12.01,-,-,-,-,7.61,-23.14,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,4.70%,4.65%,5.00%,6.03%,6.57%,5.08%,Upgrade
19,Earnings Yield,-468.87%,-341.50%,-693.55%,-1175.10%,-259.52%,7.33%,24.24%,24.82%,29.04%,15.62%,12.55%,Upgrade
20,FCF Yield,-7.29%,-5.31%,47.89%,-253.08%,-216.08%,-130.23%,-72.90%,67.92%,109.63%,-29.50%,-18.21%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,4.96%,9.05%,11.19%,5.44%,5.14%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.81%,-0.83%,-0.66%,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,4.96%,9.05%,12.00%,4.61%,4.48%,Upgrade,
