,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,13313,25652,20807,22714,23412,43734,20513,37136,19374,34453,Upgrade
1,Revenue Growth (YoY),-36.01%,12.94%,-11.13%,-48.06%,14.13%,17.77%,5.88%,7.79%,17.61%,32.28%,Upgrade
2,Cost of Revenue,13017,24345,20931,24648,19102,37089,15901,31150,14904,27590,Upgrade
3,Gross Profit,296.81,1308,-124.79,-1934,4311,6646,4612,5987,4470,6863,Upgrade
4,"Selling, General & Admin",940.19,1476,1388,2320,1180,1883,1559,1890,1219,1860,Upgrade
5,Other Operating Expenses,577.3,179.55,11757,7708,315.28,517.39,205.1,-71.55,-396.07,-268.96,Upgrade
6,Operating Expenses,1517,1656,13144,10028,1496,2401,1764,1819,822.76,1591,Upgrade
7,Operating Income,-1221,-348.17,-13269,-11962,2815,4245,2849,4168,3648,5272,Upgrade
8,Interest Expense,-1875,-1636,-1881,-1721,-1345,-1199,-1039,-1149,-961.87,-1482,Upgrade
9,Interest & Investment Income,353.28,264.48,476.63,31.42,968.24,954.31,1120,924.95,1380,1160,Upgrade
10,Earnings From Equity Investments,-807.25,327.57,-2661,-2477,237.8,1357,778.11,1016,224.42,1012,Upgrade
11,Currency Exchange Gain (Loss),-56.49,59.33,-279.44,-284.48,-893.87,129.76,218.66,1443,-229.85,-242.82,Upgrade
12,Other Non Operating Income (Expenses),-,-96.03,-,-105.12,-,-,-,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-3606,-1429,-17615,-16519,1782,5487,3926,6403,4061,5718,Upgrade
14,Gain (Loss) on Sale of Investments,-6.54,873.6,76.56,-453.76,-0.06,6.54,77.97,120.08,-41.73,189.45,Upgrade
15,Gain (Loss) on Sale of Assets,-135.17,140.46,-61.38,-728.73,44.23,389.92,-26.04,-336.17,-,14.55,Upgrade
16,Asset Writedown,-1999,-1078,150.37,-182.52,-73.6,-6.48,-57.38,-133.1,-22.94,-1.95,Upgrade
17,Legal Settlements,-,-151.64,-467.07,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,-5747,-1645,-17916,-17884,1753,5877,3920,6054,3996,5920,Upgrade
19,Income Tax Expense,-429.95,1031,393.26,980.36,1645,2712,1994,3350,2017,4288,Upgrade
20,Earnings From Continuing Operations,-5317,-2675,-18309,-18864,107.88,3165,1926,2704,1979,1633,Upgrade
21,Minority Interest in Earnings,-64.53,-51.82,-59.84,914.88,-1195,-1446,-916.52,-1060,-756.26,-851.75,Upgrade
22,Net Income,-5382,-2727,-18369,-17949,-1087,1719,1010,1643,1223,781.08,Upgrade
23,Net Income to Common,-5382,-2727,-18369,-17949,-1087,1719,1010,1643,1223,781.08,Upgrade
24,Net Income Growth,-,-,-,-,-,4.62%,-17.42%,110.41%,-34.79%,-37.03%,Upgrade
25,Shares Outstanding (Basic),7616,7616,7616,7616,7616,7616,7616,7616,7616,7678,Upgrade
26,Shares Outstanding (Diluted),7616,7616,7616,7616,7616,7616,7616,7616,7616,7678,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-0.81%,0.83%,0.66%,Upgrade
28,EPS (Basic),-0.71,-0.36,-2.41,-2.36,-0.14,0.23,0.13,0.22,0.16,0.10,Upgrade
29,EPS (Diluted),-0.71,-0.36,-2.41,-2.36,-0.14,0.23,0.13,0.21,0.16,0.10,Upgrade
30,EPS Growth,-,-,-,-,-,4.65%,-17.42%,111.36%,-35.26%,-37.44%,Upgrade
31,Free Cash Flow,170.5,-296.66,1753,-9575,-6275,-4960,-3250,10510,310.21,-4094,Upgrade
32,Free Cash Flow Per Share,0.02,-0.04,0.23,-1.26,-0.82,-0.65,-0.43,1.38,0.04,-0.53,Upgrade
33,Dividend Per Share,-,-,-,-,-,0.026,0.046,0.075,0.056,0.024,Upgrade
34,Dividend Growth,-,-,-,-,-,-65.33%,-17.86%,212.50%,-43.43%,-62.54%,Upgrade
35,Operating Margin,-9.17%,-1.36%,-63.77%,-52.66%,12.02%,9.71%,13.89%,11.22%,18.83%,15.30%,Upgrade
36,Profit Margin,-40.42%,-10.63%,-88.29%,-79.02%,-4.64%,3.93%,4.92%,4.43%,6.31%,2.27%,Upgrade
37,Free Cash Flow Margin,1.28%,-1.16%,8.43%,-42.16%,-26.80%,-11.34%,-15.84%,28.30%,1.60%,-11.88%,Upgrade
38,EBITDA,-1130,-249.71,-13170,-11879,2916,4298,2971,4202,3681,5309,Upgrade
39,D&A For EBITDA,90.24,98.46,99.59,83,101.18,52.53,122.43,34.19,33.54,37.38,Upgrade
40,EBIT,-1221,-348.17,-13269,-11962,2815,4245,2849,4168,3648,5272,Upgrade
