,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1233940,1174040,1022293,990347,862560,758733,741163,707619,749149,584624,602993,622258,1218490,1017380,981890,796553,733460,685351,548123,612005,469257,Upgrade
1,Market Cap Growth,54.74%,54.74%,37.93%,39.95%,15.14%,29.78%,22.91%,13.72%,-38.52%,-42.54%,-38.59%,-21.88%,66.13%,48.45%,79.14%,30.15%,56.30%,17.43%,-3.47%,0.78%,-30.00%,Upgrade
2,Enterprise Value,560376,554357,479617,480871,416475,369961,436534,430323,586492,548847,575727,442169,995638,872476,896125,834231,804302,841611,735885,936161,734619,Upgrade
3,Last Close Price,15450.00,14700.00,12800.00,12400.00,10150.38,8928.57,8721.80,8327.07,8096.13,6318.09,6516.61,6810.07,12378.52,10335.46,9974.93,8092.11,6826.97,6379.18,5101.87,5053.22,3874.57,Upgrade
4,PE Ratio,13.96,10.73,10.38,10.58,12.22,13.46,12.06,10.00,11.13,10.56,6.01,8.35,14.39,9.14,-,10.79,10.18,13.19,11.80,11.88,7.22,Upgrade
5,PS Ratio,1.36,1.05,0.92,0.93,0.81,0.70,0.66,0.59,0.62,0.50,0.58,0.66,1.30,1.08,0.94,0.74,0.69,0.59,0.44,0.44,0.31,Upgrade
6,PB Ratio,1.06,1.00,0.90,0.89,0.74,0.66,0.67,0.65,0.64,0.51,0.55,0.57,1.05,0.89,0.93,0.75,0.65,0.62,0.50,0.56,0.40,Upgrade
7,P/TBV Ratio,1.02,1.02,0.92,0.90,0.75,0.68,0.69,0.66,0.66,0.52,0.56,0.59,1.07,0.90,0.95,0.77,0.66,0.64,0.51,0.58,0.41,Upgrade
8,P/FCF Ratio,4.30,4.30,3.69,3.44,3.13,2.36,1.90,2.02,5.10,-31.19,-4.86,-,-,4.34,3.25,2.29,2.24,2.69,2.38,2.38,-,Upgrade
9,P/OCF Ratio,4.30,4.30,3.69,3.43,3.10,2.35,1.89,2.01,2.21,3.36,8.80,7.76,-,4.32,3.21,2.26,2.21,2.41,2.04,1.99,-,Upgrade
