,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Operating Revenue,1013,740.5,819.08,642.62,664.82,732.59,651.57,438.4,837.37,860.76,690.67,463.41,1032,271.51,990.4,973.58,883.75,591.17,244.27,3593,Upgrade
1,Other Revenue,3.38,-1.47,1.47,-,10.77,-2,2,-,-0,-0.71,-,-,3.26,-1.26,1.26,-,-,-,-,-,Upgrade
2,Revenue,1017,739.03,820.54,642.62,675.59,730.58,653.57,438.4,837.37,860.05,690.67,463.41,1035,270.25,991.67,973.58,883.75,591.17,244.27,3593,Upgrade
3,Revenue Growth (YoY),50.48%,1.16%,25.55%,46.58%,-19.32%,-15.05%,-5.37%,-5.40%,-19.10%,218.24%,-30.35%,-52.40%,17.13%,-54.29%,305.98%,-72.90%,-80.30%,-81.16%,-91.60%,-14.08%,Upgrade
4,Cost of Revenue,884.89,629.43,735.51,593.03,561.45,631.44,568.44,369.32,729.24,787.71,582.36,379.4,919.86,164.61,904.26,932.55,783.29,479.14,166.45,3489,Upgrade
5,Gross Profit,131.74,109.6,85.03,49.59,114.14,99.14,85.13,69.08,108.12,72.34,108.31,84.01,115.23,105.64,87.4,41.03,100.46,112.04,77.82,103.71,Upgrade
6,"Selling, General & Admin",43.83,50.24,40.86,19.77,42.33,39.1,33.33,23.15,47.05,39.94,44.31,15.1,46.88,41.09,36.6,7.75,44.55,37.43,36.08,22.32,Upgrade
7,Research & Development,2.39,2.49,2.1,0.2,2.74,2.68,2.75,3.1,2.94,2.58,2.55,0.97,3.12,2.55,2.65,1.28,3.35,2.29,1.49,6.17,Upgrade
8,Other Operating Expenses,0.88,1.28,0.85,2.65,-1.04,-6.4,-2,19.48,-7.38,0.97,-2.17,-0.09,-14.89,-0.95,-1.46,20.6,-1.11,-14.54,-3.18,21.27,Upgrade
9,Operating Expenses,54.48,57.13,43.75,14.69,53.78,32.32,36.45,43.73,43.79,44.64,44.91,10.47,41.07,37.1,42.36,23.26,54.68,23.39,36.74,44.16,Upgrade
10,Operating Income,77.26,52.47,41.28,34.9,60.36,66.82,48.68,25.35,64.33,27.71,63.4,73.54,74.17,68.53,45.04,17.77,45.78,88.65,41.08,59.55,Upgrade
11,Interest Expense,-22.88,-9.46,-,-59.05,-,-7.17,-4.08,-40.14,-,-13.66,-8.94,-21.02,-12.36,-16.04,-,-27.12,-49.58,-138.38,-2.31,-45.99,Upgrade
