,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018",+20 Quarters
0,Revenue,140446,86769,69384,80607,74728,74978,63221,55139,50259,58217,49709,60203,52729,39152,42776,58644,57009,43715,45160,39602,Upgrade
1,Revenue Growth (YoY),87.94%,15.73%,9.75%,46.19%,48.69%,28.79%,27.18%,-8.41%,-4.69%,48.69%,16.21%,2.66%,-7.51%,-10.44%,-5.28%,48.08%,188.03%,33.06%,26.49%,0.97%,Upgrade
2,Cost of Revenue,121274,78071,56698,68992,62484,61075,50375,42904,37154,49874,38447,44274,39772,36519,41237,49577,46797,37074,37872,33325,Upgrade
3,Gross Profit,19172,8698,12686,11615,12243,13903,12846,12235,13105,8343,11262,15929,12957,2633,1539,9067,10211,6641,7288,6277,Upgrade
4,"Selling, General & Admin",12434,7275,13966,9894,10083,11792,10246,10252,10005,7407,8691,10422,6906,6641,6757,7121,6110,5276,6215,4362,Upgrade
5,Operating Expenses,12434,7275,13966,9894,10083,11792,10246,10252,10005,7407,8691,10422,6906,6641,6757,7121,6110,5276,6215,4362,Upgrade
6,Operating Income,6738,1423,-1281,1721,2160,2110,2600,1983,3100,935.76,2572,5507,6051,-4008,-5218,1946,4102,1365,1073,1915,Upgrade
7,Interest Expense,-740.92,-467.64,-494.64,-554.54,-586.22,-329.81,-317.93,-324.79,-,-552.66,-243.35,-296.27,-58.39,-90.39,-54.12,-24.29,-84.28,-105.84,-153.48,-25.76,Upgrade
8,Interest & Investment Income,-,1140,1580,2048,1413,1662,413.22,815.38,-,-,1321,1062,72.79,1051,399.67,175.44,604.84,935.22,252.7,315.35,Upgrade
9,Earnings From Equity Investments,957.36,291.88,244.16,312.22,196.93,247.2,342.01,253.28,-770.02,-132.88,279.18,686.25,51.93,203.8,332.59,103.31,159.73,142.34,142.4,-,Upgrade
10,Other Non Operating Income (Expenses),-867.74,488.39,617.42,1332,484.47,-508.77,16.51,-415.16,126.86,-331.65,-129.18,-1828,1625,-137.91,17.64,-146.49,-31.21,-138.39,-49.14,-240.55,Upgrade
11,EBT Excluding Unusual Items,6087,2876,666.3,4859,3668,3181,3054,2312,2457,-81.43,3799,5131,7742,-2981,-4522,2053,4751,2198,1265,1964,Upgrade
12,Pretax Income,6087,2876,666.3,4859,3668,3181,3054,2312,2457,-81.43,3799,5131,7742,-2981,-4522,2053,4751,2198,1265,1964,Upgrade
13,Income Tax Expense,1441,618.15,-115.58,747.01,500.86,341.09,661.98,492.65,-,680.92,728.43,663.25,36.09,-,-,830.92,510.3,610.52,-,-,Upgrade
14,Earnings From Continuing Operations,4646,2258,781.88,4112,3168,2840,2392,1819,2457,-762.35,3071,4468,7706,-2981,-4522,1223,4240,1587,1265,1964,Upgrade
15,Net Income,4646,2258,781.88,4112,3168,2840,2392,1819,2457,-762.35,3071,4468,7706,-2981,-4522,1223,4240,1587,1265,1964,Upgrade
16,Net Income to Common,4646,2258,781.88,4112,3168,2840,2392,1819,2457,-762.35,3071,4468,7706,-2981,-4522,1223,4240,1587,1265,1964,Upgrade
17,Net Income Growth,46.66%,-20.49%,-67.31%,126.06%,28.93%,-,-22.10%,-59.29%,-68.12%,-,-,265.43%,81.73%,-,-,-37.76%,329.82%,24.01%,11.44%,-7.46%,Upgrade
18,Shares Outstanding (Basic),6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Upgrade
19,Shares Outstanding (Diluted),6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Upgrade
