,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1158,996.33,922.05,918.33,824.28,979.17,863.7,1159,1213,1111,952.05,744.66,817.89,948.75,913.62,855.77,949.28,1114,1336,690.47,Upgrade
1,Cash & Short-Term Investments,1158,996.33,922.05,918.33,824.28,979.17,863.7,1159,1213,1111,952.05,744.66,817.89,948.75,913.62,855.77,949.28,1114,1336,690.47,Upgrade
2,Cash Growth,40.52%,1.75%,6.76%,-20.75%,-32.03%,-11.84%,-9.28%,55.61%,48.28%,17.07%,4.21%,-12.98%,-13.84%,-14.86%,-31.59%,23.94%,50.98%,68.34%,106.01%,-12.18%,Upgrade
3,Accounts Receivable,1089,1300,1290,949.16,1085,1166,1044,970.63,1165,1048,1122,870.46,811,945.07,862.26,518.55,660.99,755.18,828.95,455.23,Upgrade
4,Other Receivables,12.32,17.04,13.49,9.65,8.96,9.91,165.05,12.65,21.97,27.08,15.29,17.42,30.19,26.11,32.23,25.16,33.49,27.22,22.28,19.68,Upgrade
5,Receivables,1102,1317,1303,958.81,1094,1176,1209,983.28,1187,1075,1137,887.87,841.19,971.18,894.49,543.71,694.48,782.41,851.23,474.91,Upgrade
6,Inventory,1265,1192,1133,1313,970.75,1011,969.46,1212,970.17,1035,846.59,1028,901.66,844.47,914.87,1124,818.82,788.31,810.17,1130,Upgrade
7,Prepaid Expenses,-,0.34,-,-,-,0.02,-,-,-,-,-,-,-,5.25,-,7.15,-,11.63,-,4.44,Upgrade
8,Other Current Assets,104.21,132.97,119.97,124.2,137.43,69.33,94.01,102.95,94.17,67.49,119.54,93.88,133.66,78.79,128.47,155.88,124.73,114.09,97.06,128.23,Upgrade
9,Total Current Assets,3630,3639,3479,3314,3026,3235,3136,3457,3464,3288,3055,2754,2694,2848,2851,2687,2587,2811,3094,2428,Upgrade
10,"Property, Plant & Equipment",4221,4151,4072,4061,3991,3983,3996,4000,3945,3856,3822,3766,3698,3604,3565,3539,3362,3252,3210,3201,Upgrade
11,Long-Term Investments,330.12,275.61,243.59,241.37,266.97,252.85,249.3,239.18,228.71,247.9,243.45,260.2,257.24,273.52,319.38,316.62,251.76,236.94,242.62,296.25,Upgrade
12,Other Intangible Assets,497.96,476.52,490.24,494.94,464.92,463.36,467.72,474.11,475.2,480.91,473.09,466.45,450.53,454.18,446.19,449.25,410.51,412.88,415.35,411.59,Upgrade
13,Long-Term Deferred Tax Assets,15.96,16.36,23.36,23.48,19.94,18.76,28.11,15.62,15.73,16.24,15.67,15.17,21.08,21.59,21.54,23.52,32.73,31.16,27.49,26.01,Upgrade
