,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,9201,10275,8634,9745,11897,11430,12342,14574,17740,10179,16579,6114,6846,4851,5279,5239,5447,5273,5652,6560,4336,Upgrade
1,Market Cap Growth,-10.11%,-10.11%,-30.04%,-33.14%,-32.94%,12.29%,-25.56%,138.37%,159.14%,109.83%,214.04%,16.71%,25.67%,-8.00%,-6.60%,-20.15%,25.64%,38.67%,33.99%,40.55%,27.25%,Upgrade
2,Enterprise Value,10003,10948,9306,10475,12706,12051,13141,15081,17708,10350,17760,7404,8175,6001,6494,6375,6459,6256,6706,7601,5408,Upgrade
3,Last Close Price,5.82,6.04,5.09,5.08,5.46,5.17,5.39,5.59,7.41,3.48,5.79,3.62,4.12,3.41,3.37,3.77,3.01,3.20,3.45,3.57,3.14,Upgrade
4,PE Ratio,8.08,20.68,16.33,18.47,21.75,20.90,23.48,28.08,38.17,25.86,41.28,13.87,16.00,11.03,12.45,13.03,14.12,15.15,15.94,19.32,12.92,Upgrade
5,PS Ratio,0.43,1.11,0.98,1.13,1.33,1.25,1.34,1.53,2.09,1.30,2.12,0.75,0.85,0.64,0.70,0.73,0.76,0.79,0.89,1.05,0.69,Upgrade
6,PB Ratio,0.74,1.82,1.62,1.80,2.26,2.27,2.51,2.80,3.61,2.20,3.48,1.22,1.53,1.12,1.25,1.25,1.35,1.42,1.63,1.89,1.25,Upgrade
7,P/TBV Ratio,2.12,2.12,1.88,2.10,2.66,2.65,2.95,3.31,4.30,2.64,4.17,1.47,1.86,1.36,1.53,1.52,1.65,1.71,1.97,2.30,1.52,Upgrade
8,P/FCF Ratio,21.44,54.87,-,-,-180.42,-,33.90,-,30.56,-,438.78,-,-,-,41.19,35.99,-,22.26,68.91,87.21,-212.48,Upgrade
9,P/OCF Ratio,20.93,20.93,24.91,18.46,40.71,17.73,19.57,-,20.70,35.14,49.01,-,21.52,16.22,11.41,10.91,10.92,10.20,13.13,15.03,11.13,Upgrade
10,EV/Sales Ratio,1.08,1.19,1.06,1.22,1.42,1.31,1.43,1.59,2.09,1.33,2.27,0.90,1.02,0.79,0.86,0.89,0.91,0.94,1.06,1.22,0.86,Upgrade
11,EV/EBITDA Ratio,8.95,9.79,8.66,9.61,11.21,10.50,11.79,13.29,16.93,11.58,19.13,7.21,8.20,5.70,6.21,6.37,6.61,7.07,8.11,9.66,6.86,Upgrade
12,EV/EBIT Ratio,18.94,19.98,17.62,19.29,21.75,19.44,22.03,25.32,33.62,25.82,42.27,14.65,-,10.42,11.16,11.42,11.85,13.00,14.92,18.03,12.72,Upgrade
13,EV/FCF Ratio,53.42,58.47,-,-,-192.69,-,36.10,-,30.51,-,470.03,-,-,-,50.67,43.79,-,26.41,81.76,101.05,-265.05,Upgrade
14,Debt / Equity Ratio,0.33,0.33,0.28,0.26,0.28,0.29,0.29,0.29,0.32,0.23,0.26,0.42,0.45,0.48,0.49,0.50,0.49,0.52,0.60,0.68,0.49,Upgrade
15,Debt / EBITDA Ratio,1.64,1.44,1.41,1.10,1.91,1.22,1.32,1.04,1.58,1.00,1.23,1.68,3.97,1.95,1.69,1.87,2.53,1.93,2.07,2.51,3.32,Upgrade
16,Debt / FCF Ratio,9.80,9.80,-,-,-22.70,-,3.96,-,2.70,-,32.91,-,-,-,16.05,14.36,-,8.20,25.17,31.28,-83.87,Upgrade
17,Asset Turnover,0.91,1.05,1.18,0.79,0.91,1.01,1.30,1.00,0.89,0.94,0.98,0.89,0.77,0.98,0.98,0.79,0.80,0.91,1.01,0.75,Upgrade,
18,Inventory Turnover,5.66,5.06,6.20,5.87,4.11,5.16,6.13,6.64,5.43,5.15,6.01,5.68,5.27,4.61,5.88,4.92,3.91,4.59,5.75,5.04,3.35,Upgrade
19,Quick Ratio,0.84,0.84,0.89,0.91,0.76,0.88,0.87,0.97,0.68,0.74,0.66,0.63,0.65,0.69,0.77,0.84,0.59,0.78,0.83,0.88,0.47,Upgrade
20,Current Ratio,1.34,1.34,1.39,1.43,1.33,1.38,1.30,1.47,1.09,1.08,1.00,0.92,1.10,1.12,1.14,1.33,1.13,1.22,1.23,1.25,0.98,Upgrade
21,Return on Equity (ROE),6.57%,10.24%,11.90%,8.93%,10.78%,10.70%,13.84%,11.51%,10.13%,8.78%,11.37%,7.16%,9.89%,11.74%,12.21%,9.61%,9.92%,11.97%,11.92%,8.27%,Upgrade,
22,Return on Assets (ROA),4.57%,3.35%,5.12%,1.47%,4.91%,3.88%,6.18%,2.88%,4.08%,3.00%,4.84%,-0.26%,4.40%,4.96%,4.86%,2.37%,4.98%,4.73%,4.75%,1.13%,Upgrade,
23,Return on Capital (ROIC),6.11%,4.54%,6.89%,1.95%,6.58%,5.29%,8.64%,4.36%,6.40%,4.31%,6.58%,-0.36%,6.02%,6.85%,6.76%,3.27%,6.74%,6.32%,6.44%,1.55%,Upgrade,
24,Return on Capital Employed (ROCE),7.79%,8.08%,8.03%,8.31%,9.14%,10.07%,9.87%,8.93%,9.12%,7.31%,7.70%,9.40%,-,9.95%,10.16%,9.17%,9.74%,9.21%,9.09%,8.44%,9.62%,Upgrade
25,Earnings Yield,5.40%,4.84%,6.12%,5.41%,4.60%,4.78%,4.26%,3.56%,2.62%,3.87%,2.42%,7.21%,6.25%,9.07%,8.03%,7.67%,7.08%,6.60%,6.27%,5.17%,7.74%,Upgrade
