,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,29,65,64,160,3323,266,212,38,69,109,124,Upgrade
1,Market Cap Growth,-59.29%,-59.29%,-98.09%,-39.89%,1466.67%,605.00%,208.22%,-65.52%,-44.70%,10.44%,-12.86%,Upgrade
2,Enterprise Value,11,31,16,122,3279,214,158,-5,22,51,52,Upgrade
3,Last Close Price,0.17,0.46,0.45,1.13,23.50,1.88,1.50,0.40,0.62,0.98,1.12,Upgrade
4,PE Ratio,-,-,-,-40.56,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,126.41,346.04,289.27,467.28,6741.27,459.99,437.39,38.52,53.60,88.13,52.80,Upgrade
6,PB Ratio,0.68,1.86,1.29,2.53,59.76,3.96,2.54,0.44,0.81,1.10,0.97,Upgrade
7,P/TBV Ratio,1.86,1.86,1.29,2.53,59.76,3.96,2.54,0.44,0.81,1.10,0.97,Upgrade
8,P/FCF Ratio,-,-,-,-73.17,-,-,-,6.77,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-74.64,-,-,-,6.76,-,-,-,Upgrade
10,EV/Sales Ratio,57.47,167.55,71.72,357.71,6650.83,369.59,326.80,-,17.20,41.41,21.88,Upgrade
11,EV/FCF Ratio,-1.01,-,-,-56.01,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,Upgrade
13,Debt / FCF Ratio,-,-,-,-0.40,-,-,-,0.34,-,-,-,Upgrade
14,Earnings Yield,-99.12%,-43.44%,-9.92%,-2.47%,-0.84%,-6.82%,-4.52%,-59.70%,-63.82%,-59.64%,-40.14%,Upgrade
15,FCF Yield,-37.65%,-16.54%,17.11%,-1.37%,-0.99%,-10.39%,-0.89%,14.77%,-8.56%,-13.95%,-17.86%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-1.07%,-25.64%,-48.41%,-19.39%,-18.06%,-36.97%,-21.91%,Upgrade,
17,Total Shareholder Return,-,-,-,-1.07%,-25.64%,-48.41%,-19.39%,-18.06%,-36.97%,-21.91%,Upgrade,
