,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,31925611,34449101,33764064,37694300,45284319,43172326,38604264,32827801,28172665,34731263,29296322,26543900,27142345,28851981,26401604,25688451,34451476,23745388,19042944,24501907,Upgrade
1,Investment Securities,29119180,21801937,16043521,6806618,6983290,4848053,7940582,12353065,16074579,11594767,12795285,14113943,15880578,16990567,18302059,12826480,15967304,17758275,16497834,14590211,Upgrade
2,Trading Asset Securities,3323249,-,292263,161164,-,97682,169422,113262,120182,-,-,66001,4262,363059,104039,11625,49073,36200,182857,110157,Upgrade
3,Total Investments,32442429,21801937,16335784,6967782,6983290,4945735,8110004,12466327,16194761,11594767,12795285,14179944,15884840,17353626,18406098,12838105,16016377,17794475,16680691,14700368,Upgrade
4,Gross Loans,165154897,159483450,151649979,147021336,140687900,135966987,131849846,130073553,130746252,127446734,124857482,122553271,114831591,105246674,106472872,105032139,101567335,101301963,103563729,108869640,Upgrade
5,Allowance for Loan Losses,-1769153,-1724961,-1599240,-1568613,-1535774,-1388413,-1579361,-1401566,-1309446,-1364520,-1656365,-1526398,-1366550,-984449,-1073743,-1279835,-1279835,-1238067,-1355963,-1079241,Upgrade
6,Net Loans,163385744,157758489,150050739,145452723,139152126,134578574,130270485,128671987,129436806,126082214,123201117,121026873,113465041,104262225,105399129,103752304,100287500,100063896,102207766,107790399,Upgrade
7,"Property, Plant & Equipment",1109154,1101141,1126025,1111376,1366854,1036058,979397,743319,955169,778768,1052759,793121,1039630,783323,1043889,754003,1022974,749179,1042622,779840,Upgrade
8,Other Intangible Assets,2666693,2657261,2570077,2573350,2571807,2578803,2574980,2581344,2567525,2576722,2586679,2569521,2578975,2580691,2588418,2590005,2596567,2619843,2629405,2631143,Upgrade
9,Accrued Interest Receivable,1140576,1064735,932313,930619,805637,-,925152,995411,982699,857523,418011,872332,598647,863857,494373,888685,610420,1002293,588969,1031075,Upgrade
10,Other Receivables,1298579,1278379,-63602,1393339,-63591,1318548,1326862,1384329,-63591,795031,49820,867124,324698,664991,162870,1042581,84288,1124126,367949,1076862,Upgrade
11,Restricted Cash,4335534,2546850,5599877,6632191,4058527,2092539,6676517,3196513,5584541,5445181,3815521,4668080,3392981,6288179,9613429,12531387,3910391,3333806,3277433,3792753,Upgrade
12,Other Current Assets,-,-,210641,-,163727,-,-,-,136117,-,588992,-,520176,-,587144,-,580296,-,565677,-,Upgrade
13,Long-Term Deferred Tax Assets,20727,20549,20549,20549,20549,20548,20548,20548,20548,9545,9545,9545,9545,45501,45501,45501,45501,-,-,-,Upgrade
14,Other Real Estate Owned & Foreclosed,-,-,712158,-,712399,-,-,-,717927,-,-,-,749528,-,-,-,749528,-,-,-,Upgrade
15,Other Long-Term Assets,1442947,1005529,740532,808725,361191,1593569,812674,796498,350884,803136,768435,812572,125590,831864,817903,822328,79859,840533,911422,866214,Upgrade
16,Total Assets,239767994,223683971,211999157,203584954,201416835,191336700,190300883,183684077,185056051,183674150,174582486,172343012,165831996,162526238,165560358,160953350,160435177,151273539,147314878,157170561,Upgrade
17,Accounts Payable,-,-,-,1270054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Accrued Expenses,279654,283813,409246,134092,461268,-,-,-,604976,-,366920,-,121163,-,129077,-,89204,-,79412,-,Upgrade
19,Interest Bearing Deposits,173266856,159728470,154567672,152589617,151066020,144143365,145234227,140552717,137994037,134881392,128933342,130087910,124328137,123046848,127930262,123050710,120860665,114779898,111861236,122168332,Upgrade
20,Non-Interest Bearing Deposits,23448651,31077534,25535288,22381850,23627017,20650904,19323145,17811850,20041860,22066894,21659446,21051674,20661513,18665505,16858518,17615389,18684437,16070012,15048775,15072219,Upgrade
21,Total Deposits,196715507,190806004,180102960,174971467,174693037,164794269,164557372,158364567,158035897,156948286,150592788,151139584,144989650,141712353,144788780,140666099,139545102,130849910,126910011,137240551,Upgrade
