,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,37906364,36068045,35019147,32902370,32031937,31924779,31248547,31350441,27860431,34362650,42046605,39341853,45366074,41431889,29014617,37251817,24711601,23666583,20900359,21883906,18011192,Upgrade
1,Market Cap Growth,12.98%,12.98%,12.07%,4.95%,14.97%,-7.09%,-25.68%,-20.31%,-38.59%,-17.06%,44.92%,5.61%,83.58%,75.06%,38.82%,70.22%,37.20%,8.15%,3.03%,-5.32%,-16.76%,Upgrade
2,Last Close Price,20350.00,19300.00,18800.00,17377.89,16918.16,16872.18,16504.40,16558.16,14727.02,18149.04,22207.42,20778.87,23960.63,21882.75,15324.42,19674.99,13051.73,12499.79,11038.77,11558.25,9512.83,Upgrade
3,PE Ratio,11.39,10.84,12.99,14.84,16.05,14.75,19.98,13.36,9.97,12.51,15.79,19.98,33.10,46.27,29.81,34.68,28.20,22.11,24.45,31.42,18.93,Upgrade
4,PS Ratio,5.00,4.75,5.96,6.36,6.78,6.38,5.92,5.06,4.10,5.12,6.67,7.55,10.24,11.14,8.02,9.86,7.10,6.26,5.77,6.21,4.67,Upgrade
5,PB Ratio,1.51,1.44,1.45,1.40,1.39,1.42,1.44,1.46,1.32,1.68,2.09,2.06,2.46,2.33,1.64,2.15,1.45,1.41,1.26,1.35,1.11,Upgrade
6,P/FCF Ratio,-,-,-,-,-,-,-,-,17.53,-6.44,-,-3.89,-,-,-10.80,-,-,2.01,3.75,6.25,-8.03,Upgrade
7,P/OCF Ratio,-,-,-,-,-,-,-,-,13.53,-6.71,-,-3.94,-,-,-11.26,-,-,1.99,3.64,5.98,-8.59,Upgrade
8,Debt / Equity Ratio,0.53,0.53,0.17,0.19,0.09,0.01,0.00,0.00,0.00,0.12,0.17,0.09,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.05,0.00,Upgrade
9,Debt / FCF Ratio,-,-,-,-,-,-,-,-,0.01,-0.47,-,-0.17,-,-,-0.01,-,-,0.06,0.05,0.22,-0.02,Upgrade
10,Return on Equity (ROE),23.31%,12.10%,11.07%,9.29%,14.60%,4.49%,7.94%,13.38%,7.95%,20.89%,18.58%,14.29%,4.32%,7.54%,6.36%,4.07%,4.77%,10.50%,1.85%,9.18%,Upgrade,
11,Return on Assets (ROA),2.48%,1.32%,1.24%,1.04%,1.64%,0.51%,0.90%,1.51%,0.88%,2.29%,2.01%,1.53%,0.47%,0.80%,0.67%,0.43%,0.51%,1.15%,0.20%,0.90%,Upgrade,
12,Earnings Yield,8.78%,9.22%,7.70%,6.74%,6.23%,6.78%,5.65%,8.12%,10.75%,8.57%,6.50%,5.18%,3.18%,2.33%,3.35%,2.88%,3.55%,4.52%,4.09%,3.18%,5.28%,Upgrade
13,FCF Yield,-95.93%,-100.82%,-89.80%,-61.65%,-38.54%,-11.34%,1.41%,-0.67%,5.71%,-15.54%,-31.91%,-25.74%,-38.11%,-30.40%,-9.26%,-10.24%,14.01%,49.73%,26.70%,16.00%,-12.45%,Upgrade
14,Dividend Yield,1.38%,-,-,-,-,1.66%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Payout Ratio,15.70%,36.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Buyback Yield / Dilution,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Total Shareholder Return,1.38%,0.00%,0.00%,0.00%,0.00%,1.66%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
