,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest Income on Loans,3463535,3347004,3248164,3175372,3677988,3507907,3825989,3687308,3391066,3152749,2943465,2682899,2551129,2430738,2652204,2450420,2591978,2633370,2648175,2945370,Upgrade
1,Interest Paid on Deposits,1945450,1811133,1736624,1817343,2280452,2639171,2731766,2450699,1953464,1660827,1525942,1437975,1565282,1693357,1668795,1632755,1732205,1794791,1888765,2089396,Upgrade
2,Net Interest Income,1518085,1535871,1511540,1358029,1397536,868736,1094223,1236609,1437602,1491922,1417523,1244924,985847,737381,983409,817665,859773,838579,759410,855974,Upgrade
3,Net Interest Income Growth (YoY),8.63%,76.79%,38.14%,9.82%,-2.79%,-41.77%,-22.81%,-0.67%,45.82%,102.33%,44.14%,52.25%,14.66%,-12.07%,29.50%,-4.48%,7.89%,10.35%,-9.00%,3.25%,Upgrade
4,Income From Trading Activities,1005,-40231,-4962,-24291,-18731,141497,4451,-5935,-26371,-19508,89416,44013,25827,43488,7487,22595,7072,7006,12176,29154,Upgrade
5,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,4265,-,-,-,17303,-,-243,-,Upgrade
6,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,4266,3492,-7758,-,-,-,-,-,-,-,-,Upgrade
7,Other Non-Interest Income,1523701,474332,461104,243452,-61871,224709,382588,436560,32969,211476,515515,378952,396481,165943,249161,269800,338869,247574,306448,166492,Upgrade
8,Total Non-Interest Income,1524706,434101,456142,219161,-80602,366206,387039,430625,6598,196234,608423,415207,426573,209431,256648,292395,363244,254580,318381,195646,Upgrade
9,Non-Interest Income Growth (YoY),-,18.54%,17.85%,-49.11%,-,86.62%,-36.39%,3.71%,-98.45%,-6.30%,137.07%,42.00%,17.43%,-17.73%,-19.39%,49.45%,-21.56%,-22.35%,10.96%,4.04%,Upgrade
10,Revenues Before Loan Losses,3042791,1969972,1967682,1577190,1316934,1234942,1481262,1667234,1444200,1688156,2025946,1660131,1412420,946812,1240057,1110060,1223017,1093159,1077791,1051620,Upgrade
11,Provision for Loan Losses,264956,201981,220608,281527,254471,170013,177795,92120,111549,-296261,129966,158336,487538,61404,122541,318641,400272,46816,255367,-35078,Upgrade
12,Revenue,2777835,1767991,1747074,1295663,1062463,1064929,1303467,1575114,1332651,1984417,1895980,1501795,924882,885408,1117516,791419,822745,1046343,822424,1086698,Upgrade
13,Revenue Growth (YoY),161.45%,66.02%,34.03%,-17.74%,-20.27%,-46.34%,-31.25%,4.88%,44.09%,124.12%,69.66%,89.76%,12.41%,-15.38%,35.88%,-27.17%,22.93%,10.74%,-28.97%,6.12%,Upgrade
14,Salaries and Employee Benefits,-,496298,-805818,309520,1731432,413443,-804700,391257,2181150,417656,88922,-506578,1562230,273132,-629475,356343,1468998,244470,480927,392082,Upgrade
15,Occupancy Expenses,-,201085,-368621,167536,361459,160010,-299657,139647,253247,143255,-21073,-122182,144741,113363,-231828,118465,154355,114827,-34106,111809,Upgrade
16,Federal Deposit Insurance,-,38251,-74967,36716,146885,37133,-72165,35032,132658,32990,-114,-32876,-,33555,-65845,32290,-,33265,-36208,36208,Upgrade
17,"Selling, General & Administrative",-,128410,-247274,118864,699185,146667,-283503,136836,592312,112074,29669,-141743,330900,-,-79795,79795,305636,-,115076,-,Upgrade
18,Other Non-Interest Expense,967366,294,2430507,1979,-2029521,736,2228971,1661,-1885402,404,704899,1496141,-1351764,53608,1784059,-9615,-1342158,101943,202531,89029,Upgrade
19,Total Non-Interest Expense,967366,864338,933827,634615,909440,757989,768946,704433,1273965,706379,802303,692762,686107,473658,777116,577278,586831,494505,728220,629128,Upgrade
20,EBT Excluding Unusual Items,1810469,903653,813247,661048,153023,306940,534521,870681,58686,1278038,1093677,809033,238775,411750,340400,214141,235914,551838,94204,457570,Upgrade
21,Other Unusual Items,-,-,-,-,854461,-,-,-,469632,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Pretax Income,1810469,903653,813247,661048,1007484,306940,534521,870681,528318,1278038,1093677,809033,238775,411750,340400,214141,235914,551838,94204,457570,Upgrade
