,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,10501,9959,9883,9913,10160,9353,7773,7263,5563,6412,Upgrade
1,Revenue Growth (YoY),6.26%,0.46%,-2.73%,5.99%,30.72%,28.78%,39.71%,13.27%,-14.57%,3.37%,Upgrade
2,"Selling, General & Admin",-,3.34,24.86,-1.52,4.94,-,-,-,-,-,Upgrade
3,Depreciation & Amortization,603.28,537.84,531.73,452.37,465.76,431.73,436.16,403.2,359.14,358.59,Upgrade
4,Other Operating Expenses,8948,8604,8475,8779,8760,7827,6325,5776,4463,5185,Upgrade
5,Total Operating Expenses,9551,9146,9032,9230,9230,8259,6761,6179,4823,5544,Upgrade
6,Operating Income,950.06,813.25,850.65,682.38,930.06,1094,1012,1084,740.71,868.42,Upgrade
7,Interest Expense,-354.74,-356.84,-406.73,-378.7,-368.23,-350.5,-232.1,-230.73,-190.09,-204.9,Upgrade
8,Interest Income,-,115.05,-,105.94,-,72.32,-,57.32,-,50.65,Upgrade
9,Net Interest Expense,-354.74,-241.78,-406.73,-272.75,-368.23,-278.18,-232.1,-173.41,-190.09,-154.26,Upgrade
10,Income (Loss) on Equity Investments,249.92,508.46,174.73,-214.29,273.48,494.59,372.66,395.84,301.01,377.88,Upgrade
11,Currency Exchange Gain (Loss),2.3,2.55,1.45,-2.05,1.29,9.48,1.1,1.42,-,41.27,Upgrade
12,Other Non-Operating Income (Expenses),213.43,11.81,161.07,-61.33,613.63,-358.17,71.81,4.92,38.57,-82.86,Upgrade
13,EBT Excluding Unusual Items,1061,1094,781.16,131.96,1450,961.66,1225,1312,890.2,1050,Upgrade
14,Impairment of Goodwill,-16.66,-306,-,-,-,-60,-,-,-,-148,Upgrade
15,Gain (Loss) on Sale of Investments,37.23,-42.97,692.21,-,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,44.58,-23.37,1.11,4.2,-2.68,32.45,-5.68,0.07,-,5.71,Upgrade
17,Asset Writedown,-24.26,-,-,-,-,-8.94,-,-,-,-,Upgrade
18,Pretax Income,1102,721.96,1474,136.16,1448,925.16,1220,1313,890.2,908.15,Upgrade
19,Income Tax Expense,255.68,141.65,243.46,104.8,277.87,301.78,315.88,325.93,228.96,247.7,Upgrade
20,Earnings From Continuing Ops.,846.19,580.31,1231,31.36,1170,623.39,903.71,986.57,661.24,660.45,Upgrade
21,Minority Interest in Earnings,-103.47,-121.1,-115.6,-108.12,-128.07,-148.32,-125.57,-120.21,-80.48,-107.65,Upgrade
22,Net Income,742.71,459.21,1115,-76.75,1042,475.07,778.13,866.36,580.76,552.8,Upgrade
23,Net Income to Common,742.71,459.21,1115,-76.75,1042,475.07,778.13,866.36,580.76,552.8,Upgrade
24,Net Income Growth,-33.41%,-,7.09%,-,33.86%,-45.16%,33.99%,56.72%,-23.14%,-1.43%,Upgrade
25,Shares Outstanding (Basic),3354,3348,3249,3243,3152,3066,2969,2969,2871,2871,Upgrade
26,Shares Outstanding (Diluted),3713,3706,3605,3597,3503,3066,2969,2969,2871,2871,Upgrade
27,Shares Change (YoY),3.01%,3.03%,2.91%,17.32%,17.99%,3.25%,3.42%,3.42%,2.16%,2.16%,Upgrade
28,EPS (Basic),0.22,0.14,0.34,-0.02,0.33,0.15,0.26,0.29,0.20,0.19,Upgrade
29,EPS (Diluted),0.19,0.13,0.30,-0.02,0.16,0.15,0.26,0.29,0.20,0.19,Upgrade
30,EPS Growth,-36.01%,-,89.51%,-,-39.21%,-46.90%,29.55%,51.53%,-24.77%,-3.52%,Upgrade
31,Free Cash Flow,-1129,-1911,-1464,-836.46,-1166,-132.63,-344.56,-219.77,103.11,-204.81,Upgrade
32,Free Cash Flow Per Share,-0.30,-0.52,-0.41,-0.23,-0.33,-0.04,-0.12,-0.07,0.04,-0.07,Upgrade
33,Profit Margin,7.07%,4.61%,11.29%,-0.77%,10.25%,5.08%,10.01%,11.93%,10.44%,8.62%,Upgrade
34,Free Cash Flow Margin,-10.76%,-19.19%,-14.82%,-8.44%,-11.48%,-1.42%,-4.43%,-3.03%,1.85%,-3.19%,Upgrade
35,EBITDA,1527,1334,1346,1113,1368,1488,1422,1457,1073,1199,Upgrade
36,D&A For EBITDA,577.15,520.93,494.93,431.07,437.92,394.5,409.93,372.9,332.37,330.49,Upgrade
37,EBIT,950.06,813.25,850.65,682.38,930.06,1094,1012,1084,740.71,868.42,Upgrade
