,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3824,4080.0,4185,4001,3867,4071,2485,2226,2401,1937,Upgrade
1,Short-Term Investments,37.23,21.56,-,5.65,6.79,9.57,28.86,109.29,45.08,62.75,Upgrade
2,Trading Asset Securities,21.77,10.71,66.97,70.06,-,-,-,-,-,-,Upgrade
3,Accounts Receivable,1691,1465.0,1356,1538,1213,1241,1047,1101,783.12,886.83,Upgrade
4,Other Receivables,1157,995.99,848.23,833.54,780.23,866.11,644.45,674.85,726.57,685.36,Upgrade
5,Inventory,594.68,588.61,710.14,682.24,687.68,704.51,630.4,643.12,595.46,587.26,Upgrade
6,Prepaid Expenses,697.92,541.5,695.11,715,753.49,571.27,504.44,631.21,472.98,561.2,Upgrade
7,Loans Receivable Current,89.23,176.36,188.92,224.24,253.5,262.08,246.24,214.61,214.8,226.72,Upgrade
8,Other Current Assets,-,176.58,5036,-,-,-,-,-,-,-,Upgrade
9,Total Current Assets,8113,8056.0,13087,8069,7562,7726,5587,5600,5239,4948,Upgrade
10,"Property, Plant & Equipment",29945,29568.0,26203,24345,23643,23752,21838,20899,18170,18019,Upgrade
11,Goodwill,4694,4821.0,5120,5296,5490,5750,5694,5625,5194,5297,Upgrade
12,Other Intangible Assets,368.08,384.99,384.84,413.53,439.11,471.08,471.15,475.07,447.42,465.43,Upgrade
13,Long-Term Investments,10312,10408.0,9729,14575,15632,16311,9840,9808,9048,9444,Upgrade
14,Long-Term Loans Receivable,-,47.7,46.84,49,45.17,47.31,46.37,69.09,53.04,21.92,Upgrade
15,Other Long-Term Assets,208.17,179.32,64.01,195.59,36.49,178.83,5652,415.78,-,-,Upgrade
16,Total Assets,53640,53465.0,54635,52944,52848,54237,49129,42893,38151,38195,Upgrade
17,Accounts Payable,2374,2140.0,1695,1682,1381,1587,1286,1418,1181,1220,Upgrade
18,Short-Term Debt,1915,55.94,43.98,87.6,105.19,67.35,128.19,5.23,75.21,49.86,Upgrade
19,Current Portion of Long-Term Debt,9024,5500.0,7721,9019,7252,8663,10238,5193,3768,3434,Upgrade
20,Current Unearned Revenue,3404,3632.0,3526,3850,3707,3939,3634,3734,3330,3310,Upgrade
21,Current Portion of Leases,34.57,48.43,30.97,23.69,20.01,15.31,24.37,22.56,25.61,21.03,Upgrade
22,Current Income Taxes Payable,1344,1412.0,1380,1532,1666,1612,1455,1224,985.27,962.59,Upgrade
23,Other Current Liabilities,2071,1649.0,2169,1467,1507,1488,1660,1326,1437,1059,Upgrade
24,Total Current Liabilities,20167,14438.0,16565,17662,15638,17371,18426,12922,10803,10056,Upgrade
