,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,11416,9359,10883,11303,12732,13184,21424,17042,10391,10047,15502,Upgrade
1,Market Cap Growth,2.34%,-17.20%,-14.52%,-14.26%,-40.57%,-22.64%,106.17%,69.61%,-32.97%,-36.49%,-5.05%,Upgrade
2,Enterprise Value,28475,26190,30371,29414,30341,30988,38287,28326,20272,20096,25498,Upgrade
3,PE Ratio,7.68,7.79,6.91,10.88,-,8.69,17.10,10.36,7.18,8.86,11.85,Upgrade
4,PS Ratio,0.52,0.46,0.55,0.57,0.63,0.68,1.25,1.13,0.81,0.84,1.20,Upgrade
5,PB Ratio,0.48,0.38,0.43,0.48,0.53,0.53,0.85,0.74,0.46,0.51,0.76,Upgrade
6,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-98.80,-,Upgrade
7,P/OCF Ratio,-,5.30,8.37,7.05,9.50,8.17,9.51,7.99,4.72,5.19,8.84,Upgrade
8,EV/Sales Ratio,1.34,1.28,1.53,1.49,1.51,1.59,2.24,1.88,1.58,1.68,1.97,Upgrade
9,EV/EBITDA Ratio,8.02,9.15,11.33,11.96,12.23,10.85,13.16,9.84,8.01,8.85,10.65,Upgrade
10,EV/EBIT Ratio,11.24,14.85,18.25,19.19,18.82,15.31,18.18,13.52,11.11,12.49,14.52,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,-,-,-,-,-197.61,-,Upgrade
12,Debt / Equity Ratio,0.68,0.76,0.74,0.90,0.83,0.77,0.78,0.76,0.52,0.54,0.51,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-104.36,-,Upgrade
14,Return on Capital Employed (ROCE),4.92%,5.27%,4.26%,4.03%,4.57%,5.44%,5.71%,6.83%,6.09%,5.88%,6.24%,Upgrade
15,Earnings Yield,14.07%,12.84%,14.47%,9.19%,7.58%,11.50%,5.85%,9.65%,13.93%,11.28%,8.44%,Upgrade
16,Earnings Yield,14.07%,12.84%,14.47%,9.19%,7.58%,11.50%,5.85%,9.65%,13.93%,11.28%,8.44%,Upgrade
17,FCF Yield,-32.49%,-31.02%,-20.36%,-15.73%,-9.85%,-2.23%,-3.31%,-1.12%,-1.01%,-2.90%,Upgrade,
18,Buyback Yield / Dilution,-2.90%,-3.01%,-3.03%,-2.91%,-17.32%,-17.99%,-3.25%,-3.42%,-3.42%,-2.16%,-2.16%,Upgrade
19,Total Shareholder Return,1.98%,-3.01%,-3.03%,-2.91%,-17.32%,-17.99%,-3.25%,-3.42%,-3.42%,-2.16%,-2.16%,Upgrade
