,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,503.94,493.88,626.42,794.15,740.38,380.1,394.09,382.97,397.62,459.16,407.87,440.34,457.72,627.55,47.98,46.99,-,38.71,-
1,Trading Asset Securities,264.99,265.15,167.4,81,116.84,90.77,76.56,80.56,105.74,70.12,90.19,110.16,108.43,-,-,-,-,-,-
2,Cash & Short-Term Investments,768.92,759.03,793.82,875.15,857.21,470.88,470.65,463.53,503.35,529.28,498.06,550.5,566.15,627.55,47.98,46.99,-,38.71,28.77
3,Cash Growth,-10.30%,61.19%,68.66%,88.80%,70.30%,-11.03%,-5.50%,-15.80%,-11.09%,-15.66%,938.10%,1071.60%,-,1521.32%,66.77%,-,-,-,-
4,Accounts Receivable,534.19,546.9,594.16,555.32,495.09,508.58,543.16,581.11,483.96,462.94,462.45,449.72,416.16,380.61,409.42,376.02,-,276.99,-
5,Other Receivables,3.92,2.62,0.79,0.95,2.03,0.99,0.38,0.21,0.52,0.3,0.53,0.46,0.51,0.43,0.76,0.24,-,0.25,-
6,Receivables,538.11,549.51,594.95,556.28,497.12,509.58,543.53,581.32,484.48,463.25,462.98,450.18,416.67,381.04,410.18,376.25,-,277.24,-
7,Inventory,160.65,154.59,148.22,149.94,137.45,127.88,141.26,125.56,129.51,129.19,135.96,123.52,128.16,109.1,96.99,75.34,-,70.52,-
8,Other Current Assets,8.19,6.03,6.6,3.15,6.31,5.64,5.63,3.48,4.89,3.34,4.25,1.58,3.01,2.96,2.33,2.11,-,1.17,-
9,Total Current Assets,1476,1469,1544,1585,1498,1114,1161,1174,1122,1125,1101,1126,1114,1121,557.48,500.69,-,387.63,-
10,"Property, Plant & Equipment",397.74,390.89,349.13,355.3,315.87,300.04,262.48,251.13,235.36,220.48,213.86,207.45,172.52,166.38,145.08,145.86,-,136.56,-
11,Goodwill,13.63,13.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,Other Intangible Assets,64.76,65.12,64.11,64.73,65.1,65.34,64.61,64.26,59.52,59.84,31.49,31.77,29.88,30.11,30.35,30.48,-,30.62,-
13,Long-Term Deferred Tax Assets,5.88,6.01,6.46,6.38,6.88,5.92,6.15,6.49,5.22,5.24,5.2,5.14,4.55,4.67,4.49,4.08,-,2.36,-
14,Long-Term Deferred Charges,4.54,4.8,3.35,3.28,1.7,1.85,2.11,2.16,1.56,1.69,1.88,1.82,2.02,2.2,3.26,2.32,-,2.43,-
15,Other Long-Term Assets,21.2,12.54,16.43,7.28,12.84,8.26,11.93,6.36,11.29,7.11,6.88,6.65,10.84,8.7,9.64,8.34,-,6.23,-
16,Total Assets,1984,1962,1983,2021,1900,1495,1508,1504,1435,1419,1361,1379,1334,1333,750.29,691.77,-,565.83,-
17,Accounts Payable,390.65,394.62,345.84,367.13,330.86,315.2,326.9,357.78,337.2,331.17,336.17,340.64,271.53,271.28,264.52,241.86,-,161.13,-
18,Accrued Expenses,27,25.42,19.98,33.11,20.46,20.45,14.86,28.48,18.76,22.43,15.5,25.54,16.81,22.05,12.98,22.51,-,16.93,-
19,Short-Term Debt,70.85,59.85,111.19,115.24,74.86,97.88,97.89,63.75,50.85,59.33,19.33,39.55,49.35,55.36,45.55,30.54,-,40.05,-
20,Current Portion of Leases,1.7,1.68,1.34,1.33,1.31,1.3,1.28,2.04,-,-,-,-,-,-,-,-,-,-,-
